"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"1646","ENSG00000151632","AKR1C2","AKR1C2",39.12,4969796,5018031,"protein_coding","10",48236,15
"171523","ENSG00000293405","CYP2T1P","",59.73,40808439,40812250,"lncRNA","19",3812,4
"199974","ENSG00000186160","CYP4Z1","CYP4Z1",39.82,47067231,47118318,"protein_coding","1",51088,12
"219970","ENSG00000156689","GLYATL2","GLYATL2",39.11,58834065,58904215,"protein_coding","11",70151,13
"22999","ENSG00000079841","RIMS1","RIMS1",35.58,71886550,72403150,"protein_coding","6",516601,40
"23002","ENSG00000100592","DAAM1","DAAM1",39.75,59188646,59371405,"protein_coding","14",182760,28
"23511","ENSG00000095319","NUP188","NUP188",46.19,128947681,129007836,"protein_coding","9",60156,44
"23541","ENSG00000100003","SEC14L2","SEC14L2",50.37,30396941,30425303,"protein_coding","22",28363,14
"23769","ENSG00000126500","FLRT1","FLRT1",58.22,64035757,64119403,"protein_coding","11",83647,6
"245929","ENSG00000215547","DEFB115","DEFB115",40.99,31257664,31259632,"protein_coding","20",1969,2
"2524","ENSG00000176920","FUT2","FUT2",51.6,48695953,48705951,"protein_coding","19",9999,3
"254773","ENSG00000185674","LYG2","LYG2",41.61,99242169,99255666,"protein_coding","2",13498,9
"2556","ENSG00000011677","GABRA3","GABRA3",37.37,152166042,152451425,"protein_coding","X",285384,13
"25924","ENSG00000170011","MYRIP","MYRIP",40.16,39808914,40260321,"protein_coding","3",451408,21
"25987","ENSG00000182704","TSKU","TSKU",55.13,76781403,76798157,"protein_coding","11",16755,5
"26275","ENSG00000198130","HIBCH","HIBCH",38.94,190189735,190344193,"protein_coding","2",154459,23
"2681","ENSG00000204136","GGTA1","GGTA1",46.88,121444988,121513399,"protein_coding","9",68412,9
"27296","ENSG00000124251","TP53TG5","TP53TG5",45.29,45371804,45407889,"protein_coding","20",36086,7
"283238","ENSG00000197658","SLC22A24","SLC22A24",39.42,63077406,63144221,"protein_coding","11",66816,10
"2845","ENSG00000283812","GPR22","GPR22",30.77,315665,321332,"protein_coding","HG2266_PATCH",5668,8
"2845","ENSG00000172209","GPR22","GPR22",29.98,107470018,107478011,"protein_coding","7",7994,8
"284611","ENSG00000162636","EEIG2","EEIG2",39.67,108560031,108644900,"protein_coding","1",84870,10
"284948","ENSG00000152292","SH2D6","SH2D6",54.63,85418714,85437029,"protein_coding","2",18316,21
"3157","ENSG00000112972","HMGCS1","HMGCS1",38.76,43287470,43313512,"protein_coding","5",26043,12
"338755","ENSG00000188124","OR2AG2","OR2AG2",39.84,6765626,6771976,"protein_coding","11",6351,2
"340113","ENSG00000248279","LINC02120","LINC02120",39.3,32947443,32962467,"lncRNA","5",15025,6
"340351","ENSG00000146856","AGBL3","AGBL3",36.82,134986496,135147963,"protein_coding","7",161468,21
"347468","ENSG00000171054","OR13H1","OR13H1",45.95,131544074,131545000,"protein_coding","X",927,1
"348021","ENSG00000232685","LINC00442","LINC00442",40.43,19008255,19026872,"lncRNA","13",18618,6
"387601","ENSG00000196600","SLC22A25","SLC22A25",39.82,63158437,63243788,"protein_coding","11",85352,14
"387707","ENSG00000188649","CC2D2B","CC2D2B",38.1,95907603,96033745,"protein_coding","10",126143,43
"387751","ENSG00000254838","GVINP1","GVINP1",42.75,6714610,6721880,"transcribed_unitary_pseudogene","11",7271,1
"390271","ENSG00000284609","OR8B3","OR8B3",39.42,124395534,124399024,"protein_coding","11",3491,5
"392465","ENSG00000171433","GLOD5","GLOD5",45.41,48761744,48773648,"protein_coding","X",11905,5
"400087","ENSG00000256597","LINC02393","LINC02393",40.08,127881616,127898645,"lncRNA","12",17030,5
"400757","ENSG00000203963","C1orf141","C1orf141",39.41,67092005,67231853,"protein_coding","1",139849,10
"440970","ENSG00000242641","LINC00971","LINC00971",35.57,84638401,84881924,"lncRNA","3",243524,28
"441024","ENSG00000163738","MTHFD2L","MTHFD2L",36.15,74114174,74303099,"protein_coding","4",188926,23
"474","ENSG00000172238","ATOH1","ATOH1",52.35,93828753,93830964,"protein_coding","4",2212,1
"5053","ENSG00000171759","PAH","PAH",41.55,102836889,102958410,"protein_coding","12",121522,20
"5140","ENSG00000152270","PDE3B","PDE3B",36.97,14643663,14874657,"protein_coding","11",230995,16
"53827","ENSG00000089327","FXYD5","FXYD5",49.67,35154440,35171796,"protein_coding","19",17357,10
"54466","ENSG00000147059","SPIN2A","SPIN2A",44.97,57129745,57137679,"protein_coding","X",7935,2
"54741","ENSG00000213625","LEPROT","LEPROT",40.78,65420547,65436051,"protein_coding","1",15505,6
"54806","ENSG00000135541","AHI1","AHI1",36.37,135283407,135498434,"protein_coding","6",215028,37
"54881","ENSG00000136891","TEX10","TEX10",37.96,100301780,100352957,"protein_coding","9",51178,16
"54933","ENSG00000158315","RHBDL2","RHBDL2",44.62,38885806,38941845,"protein_coding","1",56040,9
"55089","ENSG00000139209","SLC38A4","SLC38A4",36.51,46763642,46832500,"protein_coding","12",68859,19
"5542","ENSG00000275517","PRB1","PRB1",48.56,20912,25493,"protein_coding","HSCHR12_5_CTG2",4582,9
"5542","ENSG00000251655","PRB1","PRB1",45.95,11351823,11355591,"protein_coding","12",3769,9
"5542","ENSG00000282673","PRB1","PRB1",45.95,546786,550554,"protein_coding","HSCHR12_3_CTG2",3769,9
"5544","ENSG00000197870","PRB3","PRB3",46.46,11265914,11269910,"protein_coding","12",3997,8
"5544","ENSG00000275624","PRB3","PRB3",46.55,460887,464768,"protein_coding","HSCHR12_3_CTG2",3882,8
"5545","ENSG00000230657","PRB4","PRB4",44.77,11307077,11310438,"protein_coding","12",3362,8
"5545","ENSG00000274839","PRB4","PRB4",44.8,502046,505398,"protein_coding","HSCHR12_3_CTG2",3353,8
"5555","ENSG00000134551","PRH2","PRH2",38.68,10929053,10934845,"protein_coding","12",5793,12
"5555","ENSG00000275679","PRH2","PRH2",43.08,127942,131047,"protein_coding","HSCHR12_3_CTG2",3106,12
"5555","ENSG00000272803","PRH2","PRH2",43.08,127942,131047,"protein_coding","HSCHR12_2_CTG2",3106,12
"55781","ENSG00000058729","RIOK2","RIOK2",36.75,97160867,97183297,"protein_coding","5",22431,11
"55810","ENSG00000065970","FOXJ2","FOXJ2",47.6,8032674,8055522,"protein_coding","12",22849,12
"57150","ENSG00000111850","SMIM8","SMIM8",40.35,87322559,87401050,"protein_coding","6",78492,4
"590","ENSG00000114200","BCHE","BCHE",32.29,165772900,165837462,"protein_coding","3",64563,7
"64327","ENSG00000105983","LMBR1","LMBR1",39.06,156668946,156893225,"protein_coding","7",224280,25
"647107","ENSG00000241369","LINC01192","LINC01192",34.26,163109152,163499037,"lncRNA","3",389886,24
"6846","ENSG00000143185","XCL2","XCL2",42.4,168540765,168544113,"protein_coding","1",3349,3
"6916","ENSG00000059377","TBXAS1","TBXAS1",44.8,139777051,140020325,"protein_coding","7",243275,26
"7181","ENSG00000120798","NR2C1","NR2C1",39.53,95020229,95073641,"protein_coding","12",53413,17
"7201","ENSG00000174417","TRHR","TRHR",37.64,109086585,109121565,"protein_coding","8",34981,3
"79722","ENSG00000164512","ANKRD55","ANKRD55",41.57,56098242,56233341,"protein_coding","5",135100,15
"7980","ENSG00000105825","TFPI2","TFPI2",35.98,93856698,93890957,"protein_coding","7",34260,5
"8290","ENSG00000285435","H3-4","H3-4",63.41,16044,16524,"protein_coding","HG2002_PATCH",481,2
"8290","ENSG00000168148","H3-4","H3-4",63.37,228424845,228425360,"protein_coding","1",516,2
"84068","ENSG00000120519","SLC10A7","SLC10A7",36.99,146253975,146522372,"protein_coding","4",268398,18
"8550","ENSG00000089022","MAPKAPK5","MAPKAPK5",43.77,111841998,111902222,"protein_coding","12",60225,17
"8690","ENSG00000183340","JRKL","JRKL",38.8,96389989,96507574,"protein_coding","11",117586,4
"90625","ENSG00000233056","ERVH48-1","ERVH48-1",50.56,42916803,42925630,"protein_coding","21",8828,2
"92291","ENSG00000162949","CAPN13","CAPN13",45.57,30722771,30820542,"protein_coding","2",97772,26
"93654","ENSG00000226367","ST7-AS2","ST7-AS2",38.08,117072072,117146480,"lncRNA","7",74409,12
"9366","ENSG00000232159","RAB9BP1","RAB9BP1",40.89,105099473,105100098,"processed_pseudogene","5",626,1
"9557","ENSG00000131778","CHD1L","CHD1L",40.27,147242643,147295767,"protein_coding","1",53125,31
