"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"128385375","ENSG00000281860","HYOU1-AS1","HYOU1-AS1",52.99,65787,67092,"lncRNA","HG2217_PATCH",1306,4
"1346","ENSG00000161281","COX7A1","COX7A1",62.87,36150287,36152699,"protein_coding","19",2413,4
"146956","ENSG00000154920","EME1","EME1",47.52,50373215,50383858,"protein_coding","17",10644,7
"149699","ENSG00000124196","GTSF1L","GTSF1L",48.63,43726164,43727002,"protein_coding","20",839,1
"150223","ENSG00000161179","YDJC","YDJC",67.61,21628089,21630070,"protein_coding","22",1982,2
"1506","ENSG00000141086","CTRL","CTRL",59.71,67927640,67932365,"protein_coding","16",4726,6
"155185","ENSG00000174945","AMZ1","AMZ1",51,2679276,2775500,"protein_coding","7",96225,10
"1936","ENSG00000273594","EEF1D","EEF1D",60.76,69737,87784,"protein_coding","HSCHR8_3_CTG7",18048,29
"1936","ENSG00000104529","EEF1D","EEF1D",61.99,143579697,143599541,"protein_coding","8",19845,29
"199223","ENSG00000168026","TTC21A","TTC21A",49.43,39107194,39140973,"protein_coding","3",33780,28
"2016","ENSG00000135638","EMX1","EMX1",55.19,72916184,72936071,"protein_coding","2",19888,6
"2175","ENSG00000187741","FANCA","FANCA",50.96,89726683,89816977,"protein_coding","16",90295,47
"219793","ENSG00000166220","TBATA","TBATA",53.91,70771238,70785401,"protein_coding","10",14164,13
"225689","ENSG00000181085","MAPK15","MAPK15",64.98,143716279,143722458,"protein_coding","8",6180,18
"225689","ENSG00000274205","MAPK15","MAPK15",65.08,193306,199505,"protein_coding","HSCHR8_3_CTG7",6200,18
"23107","ENSG00000113048","MRPS27","MRPS27",39.24,72214953,72321717,"protein_coding","5",106765,23
"23192","ENSG00000168397","ATG4B","ATG4B",52.34,241637204,241673857,"protein_coding","2",36654,15
"256329","ENSG00000185522","LMNTD2","LMNTD2",66.97,554850,560743,"protein_coding","11",5894,30
"256329","ENSG00000275873","LMNTD2","LMNTD2",67.09,84495,90434,"protein_coding","HSCHR11_1_CTG8",5940,30
"257","ENSG00000156150","ALX3","ALX3",58.59,110059870,110070677,"protein_coding","1",10808,4
"257169","ENSG00000157653","C9orf43","C9orf43",43.34,113410054,113429690,"protein_coding","9",19637,15
"2637","ENSG00000168505","GBX2","GBX2",62.06,236165236,236168395,"protein_coding","2",3160,6
"283248","ENSG00000167771","RCOR2","RCOR2",63.29,63910992,63919787,"protein_coding","11",8796,11
"283375","ENSG00000139540","SLC39A5","SLC39A5",55,56230039,56238214,"protein_coding","12",8176,11
"283575","ENSG00000246548","LINC02288","LINC02288",49.15,77027711,77086720,"lncRNA","14",59010,9
"284837","ENSG00000215458","AATBC","AATBC",60.18,43805758,43812567,"lncRNA","21",6810,3
"30832","ENSG00000177932","ZNF354C","ZNF354C",41.45,179060354,179113455,"protein_coding","5",53102,5
"339059","ENSG00000182376","PIEZO1-AS1","PIEZO1-AS1",64.29,88742767,88745748,"lncRNA","16",2982,2
"339453","ENSG00000205090","TMEM240","TMEM240",66.8,1534778,1540624,"protein_coding","1",5847,4
"3665","ENSG00000185507","IRF7","IRF7",67.03,612551,615983,"protein_coding","11",3433,10
"3665","ENSG00000276561","IRF7","IRF7",67.07,142446,145898,"protein_coding","HSCHR11_1_CTG8",3453,10
"374955","ENSG00000187144","SPATA21","SPATA21",50.37,16387117,16437424,"protein_coding","1",50308,44
"374955","ENSG00000291401","SPATA21","SPATA21",50.4,191257,241687,"protein_coding","HG1343_HG173_HG459_PATCH",50431,44
"401554","ENSG00000196979","GPRACR","GPRACR",54.43,130140610,130144219,"lncRNA","9",3610,2
"401561","ENSG00000279141","LINC01451","LINC01451",63.52,136612019,136625416,"lncRNA","9",13398,8
"401944","ENSG00000187942","LDLRAD2","LDLRAD2",54.28,21812265,21825225,"protein_coding","1",12961,5
"406971","ENSG00000284112","MIR195","MIR195",56.32,7017615,7017701,"miRNA","17",87,1
"4130","ENSG00000166963","MAP1A","MAP1A",52.58,43510946,43531620,"protein_coding","15",20675,8
"4637","ENSG00000092841","MYL6","MYL6",51.67,56158322,56166572,"protein_coding","12",8251,5
"4923","ENSG00000101188","NTSR1","NTSR1",55.33,62708427,62762771,"protein_coding","20",54345,5
"51149","ENSG00000283918","MRNIP","MRNIP",49.4,600693,627733,"protein_coding","HG30_PATCH",27041,22
"51149","ENSG00000161010","MRNIP","MRNIP",49.51,179834406,179862173,"protein_coding","5",27768,22
"54825","ENSG00000074276","CDHR2","CDHR2",53.82,176542511,176596284,"protein_coding","5",53774,34
"54985","ENSG00000103145","HCFC1R1","HCFC1R1",63.92,3022625,3024312,"protein_coding","16",1688,2
"55074","ENSG00000164830","OXR1","OXR1",36.67,106270112,106752711,"protein_coding","8",482600,25
"55472","ENSG00000279331","RBM12B-AS1","RBM12B-AS1",48.39,93740121,93740773,"TEC","8",653,1
"55663","ENSG00000083838","ZNF446","ZNF446",56.77,58474017,58483992,"protein_coding","19",9976,5
"55846","ENSG00000111203","ITFG2","ITFG2",49.67,2812622,2862889,"protein_coding","12",50268,16
"56776","ENSG00000155816","FMN2","FMN2",39.28,240014348,240475190,"protein_coding","1",460843,31
"56904","ENSG00000148341","SH3GLB2","SH3GLB2",54.03,128992788,129028369,"protein_coding","9",35582,11
"57644","ENSG00000078814","MYH7B","MYH7B",53.87,34955810,35002440,"protein_coding","20",46631,44
"5834","ENSG00000100994","PYGB","PYGB",52.19,25248030,25298014,"protein_coding","20",49985,21
"5883","ENSG00000172613","RAD9A","RAD9A",52.03,67317871,67398412,"protein_coding","11",80542,10
"6305","ENSG00000100241","SBF1","SBF1",60.64,50443219,50483923,"protein_coding","22",40705,21
"643866","ENSG00000139899","CBLN3","CBLN3",52.17,24423886,24430972,"protein_coding","14",7087,4
"64432","ENSG00000131368","MRPS25","MRPS25",45.87,15009611,15065339,"protein_coding","3",55729,11
"65012","ENSG00000293429","SLC26A10P","",56.7,57619536,57626151,"lncRNA","12",6616,19
"6524","ENSG00000140675","SLC5A2","SLC5A2",59.32,31483002,31490860,"protein_coding","16",7859,11
"6624","ENSG00000075618","FSCN1","FSCN1",59.63,5592806,5606656,"protein_coding","7",13851,7
"6872","ENSG00000147133","TAF1","TAF1",43.39,71366129,71532374,"protein_coding","X",166246,47
"6882","ENSG00000064995","TAF11","TAF11",42.47,34829083,34889192,"protein_coding","6",60110,3
"79729","ENSG00000214193","SH3D21","SH3D21",53.57,36306314,36329340,"protein_coding","1",23027,18
"8131","ENSG00000103148","NPRL3","NPRL3",51.92,79387,138720,"protein_coding","16",59334,16
"83550","ENSG00000165370","GPR101","GPR101",45.17,137023929,137033995,"protein_coding","X",10067,2
"83756","ENSG00000169962","TAS1R3","TAS1R3",66.68,1331275,1335314,"protein_coding","1",4040,6
"83886","ENSG00000172382","PRSS27","PRSS27",61.75,2712419,2721270,"protein_coding","16",8852,6
"84885","ENSG00000160446","ZDHHC12","ZDHHC12",61.49,128720862,128724146,"protein_coding","9",3285,4
"84954","ENSG00000008382","MPND","MPND",55.95,4343527,4360086,"protein_coding","19",16560,12
"8677","ENSG00000104915","STX10","STX10",55.36,13144058,13150383,"protein_coding","19",6326,5
"8776","ENSG00000063601","MTMR1","MTMR1",42.47,150692971,150765165,"protein_coding","X",72195,21
"8877","ENSG00000176170","SPHK1","SPHK1",60.21,76376584,76387860,"protein_coding","17",11277,11
"8896","ENSG00000106245","BUD31","BUD31",48.51,99408610,99419618,"protein_coding","7",11009,8
"91319","ENSG00000099958","DERL3","DERL3",61.14,23834503,23839131,"protein_coding","22",4629,8
"91319","ENSG00000274437","DERL3","DERL3",61.13,70865,75490,"protein_coding","HSCHR22_1_CTG7",4626,8
"9144","ENSG00000108639","SYNGR2","SYNGR2",61.02,78168545,78176005,"protein_coding","17",7461,3
"9179","ENSG00000221838","AP4M1","AP4M1",57.09,100100841,100110345,"protein_coding","7",9505,16
"919","ENSG00000198821","CD247","CD247",47.03,167425027,167518640,"protein_coding","1",93614,16
"92960","ENSG00000104883","PEX11G","PEX11G",53.45,7476869,7497449,"protein_coding","19",20581,9
"9380","ENSG00000137106","GRHPR","GRHPR",47.33,37422660,37463037,"protein_coding","9",40378,7
"9686","ENSG00000144560","VGLL4","VGLL4",44.93,11556069,11771350,"protein_coding","3",215282,23
