"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"105378720","ENSG00000227070","EPS15-AS1","EPS15-AS1",43.4,51518140,51600571,"lncRNA","1",82432,14
"105379144","ENSG00000310132","LOC105379144","",35.08,119835243,119978082,"lncRNA","5",142840,6
"105379191","ENSG00000249803","CTB-1I21.1","",38.95,136466645,136763409,"lncRNA","5",296765,6
"105616981","ENSG00000235335","B3GALT1-AS1","B3GALT1-AS1",39.77,167814756,167941183,"lncRNA","2",126428,12
"10614","ENSG00000186834","HEXIM1","HEXIM1",48.3,45148475,45152099,"protein_coding","17",3625,1
"106144608","ENSG00000229140","LINC00976","CCDC26",38.53,128634199,129723023,"lncRNA","8",1088825,12
"10749","ENSG00000129250","KIF1C","KIF1C",54.09,4997629,5028401,"protein_coding","17",30773,26
"1075","ENSG00000109861","CTSC","CTSC",37.69,88265069,88359684,"protein_coding","11",94616,14
"107984685","ENSG00000258038","LOC107984685","LINC02327",35.47,28829881,29372406,"lncRNA","14",542526,30
"107987108","ENSG00000234323","LOC107987108","LINC01505",38.68,105993247,106771335,"lncRNA","9",778089,30
"107987295","ENSG00000281903","ASMER1","ASMER1",37.4,14816838,15064771,"lncRNA","21",247934,18
"10847","ENSG00000080603","SRCAP","SRCAP",49.66,30698128,30741409,"protein_coding","16",43282,37
"10887","ENSG00000169618","PROKR1","PROKR1",46.83,68643086,68659042,"protein_coding","2",15957,7
"10905","ENSG00000198162","MAN1A2","MAN1A2",36.31,117366679,117551457,"protein_coding","1",184779,14
"109617004","ENSG00000271907","SNORA35B","SNORA35B",43.41,115126316,115126444,"snoRNA","X",129,1
"11174","ENSG00000049192","ADAMTS6","ADAMTS6",35.91,65148738,65481944,"protein_coding","5",333207,29
"112268449","ENSG00000243620","LOC112268449","",35.44,146881783,147370656,"lncRNA","3",488874,5
"113835","ENSG00000197134","ZNF257","ZNF257",39.33,22052430,22123402,"protein_coding","19",70973,10
"114804","ENSG00000141576","RNF157","RNF157",45.1,76142460,76240662,"protein_coding","17",98203,20
"1161","ENSG00000049167","ERCC8","ERCC8",37.18,60866454,60945078,"protein_coding","5",78625,19
"116285","ENSG00000166743","ACSM1","ACSM1",40.47,20623233,20698890,"protein_coding","16",75658,16
"117583","ENSG00000116117","PARD3B","PARD3B",37.6,204545162,205620162,"protein_coding","2",1075001,28
"120","ENSG00000148700","ADD3","ADD3",38.64,109996347,110135565,"protein_coding","10",139219,23
"123956252","ENSG00000065615","RIPPLY2-CYB5R4","CYB5R4",37.46,83859641,83967423,"protein_coding","6",107783,7
"124900175","ENSG00000202374","LOC124900175","",42.38,67747236,67747386,"snoRNA","4",151,1
"124900179","ENSG00000200999","LOC124900179","",42.5,26702309,26702388,"snoRNA","4",80,1
"124900488","ENSG00000199226","LOC124900488","RNU6-50P",33.98,46517766,46517868,"snRNA","X",103,1
"124901813","ENSG00000287592","LOC124901813","",37.09,113486397,113494870,"lncRNA","7",8474,2
"124905291","ENSG00000201674","LOC124905291","",41.59,113944186,113944399,"snoRNA","X",214,1
"124907779","ENSG00000293332","LOC124907779","",40.34,65188427,65227646,"lncRNA","2",39220,5
"127602","ENSG00000185842","DNAH14","DNAH14",37.4,224896262,225399292,"protein_coding","1",503031,98
"128989","ENSG00000183597","TANGO2","TANGO2",54.77,20016615,20067962,"protein_coding","22",51348,13
"130026","ENSG00000163596","ICA1L","ICA1L",39.98,202773150,202872103,"protein_coding","2",98954,20
"130589","ENSG00000143891","GALM","GALM",44.85,38665906,38766049,"protein_coding","2",100144,10
"131566","ENSG00000057019","DCBLD2","DCBLD2",38.63,98795941,98901819,"protein_coding","3",105879,19
"132","ENSG00000156110","ADK","ADK",37.43,74151185,74709963,"protein_coding","10",558779,18
"132720","ENSG00000174749","FAM241A","FAM241A",37.34,112145408,112195256,"protein_coding","4",49849,2
"134147","ENSG00000164237","CMBL","CMBL",46.33,10261705,10308110,"protein_coding","5",46406,9
"1386","ENSG00000115966","ATF2","ATF2",36.05,175072250,175168382,"protein_coding","2",96133,21
"139596","ENSG00000094841","UPRT","UPRT",39.82,75156388,75307811,"protein_coding","X",151424,17
"139818","ENSG00000147251","DOCK11","DOCK11",39.73,118495612,118686976,"protein_coding","X",191365,55
"140876","ENSG00000042062","RIPOR3","RIPOR3",51.62,50585180,50692021,"protein_coding","20",106842,23
"144402","ENSG00000139117","CPNE8","CPNE8",36.06,38646822,38907430,"protein_coding","12",260609,26
"145282","ENSG00000151338","MIPOL1","MIPOL1",35.96,37197881,37580252,"protein_coding","14",382372,44
"147923","ENSG00000197050","ZNF420","ZNF420",41.83,37007819,37130368,"protein_coding","19",122550,8
"1500","ENSG00000198561","CTNND1","CTNND1",42.81,57753243,57819546,"protein_coding","11",66304,18
"152098","ENSG00000206559","ZCWPW2","ZCWPW2",36.04,28348697,28538122,"protein_coding","3",189426,27
"1523","ENSG00000257923","CUX1","CUX1",48.61,101815904,102283958,"protein_coding","7",468055,39
"152940","ENSG00000164123","SPMIP2","SPMIP2",40.1,158893134,159038760,"protein_coding","4",145627,12
"1537","ENSG00000179091","CYC1","CYC1",63.29,144095039,144097525,"protein_coding","8",2487,5
"157807","ENSG00000177182","CLVS1","CLVS1",39.85,61057158,61501645,"protein_coding","8",444488,33
"158521","ENSG00000176988","FMR1NB","FMR1NB",39.52,147981235,148026665,"protein_coding","X",45431,7
"158584","ENSG00000165591","FAAH2","FAAH2",37.65,57286632,57490641,"protein_coding","X",204010,23
"159091","ENSG00000156500","PABIR3","PABIR3",41.6,134796381,134855021,"protein_coding","X",58641,22
"163227","ENSG00000274746","ZNF100","ZNF100",38.52,83956,128739,"protein_coding","HSCHR19_2_CTG2",44784,18
"163227","ENSG00000197020","ZNF100","ZNF100",38.56,21722771,21767628,"protein_coding","19",44858,18
"166378","ENSG00000145375","AFG2A","AFG2A",37.39,122923070,123319433,"protein_coding","4",396364,19
"168455","ENSG00000253276","CCDC71L","CCDC71L",40.48,106654360,106661158,"protein_coding","7",6799,1
"1740","ENSG00000150672","DLG2","DLG2",37.02,83455012,85628399,"protein_coding","11",2173388,59
"1827","ENSG00000159200","RCAN1","RCAN1",44.29,34513142,34615323,"protein_coding","21",102182,14
"196074","ENSG00000169519","METTL15","METTL15",36.8,28108248,28527041,"protein_coding","11",418794,22
"201266","ENSG00000133195","SLC39A11","SLC39A11",45.92,72645947,73092723,"protein_coding","17",446777,21
"201266","ENSG00000282291","SLC39A11","SLC39A11",43.86,4470,16476,"protein_coding","HSCHR17_9_CTG4",12007,21
"2036","ENSG00000088367","EPB41L1","EPB41L1",49.98,36091504,36232799,"protein_coding","20",141296,36
"204962","ENSG00000137968","SLC44A5","SLC44A5",36.99,75202129,75611114,"protein_coding","1",408986,38
"2182","ENSG00000068366","ACSL4","ACSL4",39.25,109624244,109733889,"protein_coding","X",109646,19
"220001","ENSG00000167992","VWCE","VWCE",51.65,61255672,61295553,"protein_coding","11",39882,21
"220972","ENSG00000278545","MARCHF8","MARCHF8",47.2,295418,305158,"protein_coding","HSCHR10_1_CTG2",9741,16
"220972","ENSG00000165406","MARCHF8","MARCHF8",40.35,45454585,45594931,"protein_coding","10",140347,16
"2218","ENSG00000106692","FKTN","FKTN",37.95,105558122,105653820,"protein_coding","9",95699,20
"221806","ENSG00000146530","VWDE","VWDE",34.06,12330201,12404033,"protein_coding","7",73833,32
"222223","ENSG00000164659","ELAPOR2","ELAPOR2",37.29,86874916,87059710,"protein_coding","7",184795,27
"2272","ENSG00000189283","FHIT","FHIT",38.91,59747277,61251466,"protein_coding","3",1504190,17
"22862","ENSG00000102531","FNDC3A","FNDC3A",37.1,48975793,49209779,"protein_coding","13",233987,29
"22884","ENSG00000047056","WDR37","WDR37",45.71,1049265,1160991,"protein_coding","10",111727,21
"22900","ENSG00000105483","CARD8","CARD8",44.39,48180770,48255976,"protein_coding","19",75207,17
"23026","ENSG00000041515","MYO16","MYO16",38.48,108596152,109208005,"protein_coding","13",611854,41
"23096","ENSG00000124313","IQSEC2","IQSEC2",49.71,53225828,53321396,"protein_coding","X",95569,22
"23112","ENSG00000100354","TNRC6B","TNRC6B",42.16,40044756,40335808,"protein_coding","22",291053,29
"23116","ENSG00000198718","TOGARAM1","TOGARAM1",37.86,44962183,45074431,"protein_coding","14",112249,22
"23122","ENSG00000163539","CLASP2","CLASP2",36.82,33496187,33718414,"protein_coding","3",222228,50
"23151","ENSG00000075240","GRAMD4","GRAMD4",57.67,46575636,46682755,"protein_coding","22",107120,22
"23181","ENSG00000160305","DIP2A","DIP2A",44.76,46458841,46572746,"protein_coding","21",113906,38
"23185","ENSG00000107929","LARP4B","LARP4B",43.1,803911,931821,"protein_coding","10",127911,32
"23239","ENSG00000081913","PHLPP1","PHLPP1",39.48,62715424,62980433,"protein_coding","18",265010,22
"23309","ENSG00000127511","SIN3B","SIN3B",52.99,16829387,16880355,"protein_coding","19",50969,20
"23312","ENSG00000104093","DMXL2","DMXL2",36.99,51447711,51622981,"protein_coding","15",175271,44
"23328","ENSG00000111961","SASH1","SASH1",43.29,148272304,148552044,"protein_coding","6",279741,25
"23331","ENSG00000100154","TTC28","TTC28",39.91,27978014,28679925,"protein_coding","22",701912,25
"2334","ENSG00000155966","AFF2","AFF2",38.84,148500611,149000663,"protein_coding","X",500053,24
"2342","ENSG00000257365","FNTB","FNTB",43.82,64986837,65062658,"protein_coding","14",75822,16
"23469","ENSG00000118482","PHF3","PHF3",36.08,63635771,63779336,"protein_coding","6",143566,22
"23530","ENSG00000112992","NNT","NNT",37.9,43602584,43707405,"protein_coding","5",104822,28
"23635","ENSG00000145687","SSBP2","SSBP2",35.99,81412804,81752038,"protein_coding","5",339235,23
"254065","ENSG00000165288","BRWD3","BRWD3",36.14,80669503,80809877,"protein_coding","X",140375,41
"2549","ENSG00000109458","GAB1","GAB1",38.76,143336150,143474565,"protein_coding","4",138416,19
"255025","ENSG00000239589","LINC00879","LINC00879",34.48,94937963,95168351,"lncRNA","3",230389,21
"255119","ENSG00000197826","CFAP299","CFAP299",35.74,80335730,80963750,"protein_coding","4",628021,12
"2556","ENSG00000011677","GABRA3","GABRA3",37.37,152166042,152451425,"protein_coding","X",285384,13
"256076","ENSG00000172752","COL6A5","COL6A5",38.7,130345516,130484846,"protein_coding","3",139331,42
"257044","ENSG00000179397","CATSPERE","CATSPERE",39.42,244454377,244641177,"protein_coding","1",186801,26
"25798","ENSG00000164713","BRI3","BRI3",51.97,98252379,98310441,"protein_coding","7",58063,9
"25799","ENSG00000083812","ZNF324","ZNF324",57.76,58467052,58475436,"protein_coding","19",8385,4
"25914","ENSG00000176225","RTTN","RTTN",36.82,70003031,70206097,"protein_coding","18",203067,60
"25963","ENSG00000103978","TMEM87A","TMEM87A",39,42209667,42274128,"protein_coding","15",64462,26
"26115","ENSG00000170921","TANC2","TANC2",37.7,62966201,63427703,"protein_coding","17",461503,28
"2622","ENSG00000141013","DRC4","DRC4",52.62,90019629,90045369,"protein_coding","16",25741,16
"26234","ENSG00000118564","FBXL5","FBXL5",37.97,15569541,15681679,"protein_coding","4",112139,19
"26267","ENSG00000147912","FBXO10","FBXO10",46.46,37510892,37576392,"protein_coding","9",65501,16
"26272","ENSG00000151876","FBXO4","FBXO4",36.76,41925210,42040243,"protein_coding","5",115034,8
"26520","ENSG00000100575","TIMM9","TIMM9",40.64,58398508,58427662,"protein_coding","14",29155,7
"26595","ENSG00000284680","OR8B2","OR8B2",41.22,124382394,124384499,"protein_coding","11",2106,2
"26610","ENSG00000109911","ELP4","ELP4",35.79,31509745,31790324,"protein_coding","11",280580,25
"27010","ENSG00000196511","TPK1","TPK1",37.3,144451941,144836419,"protein_coding","7",384479,23
"27086","ENSG00000114861","FOXP1","FOXP1",41.11,70954693,71584009,"protein_coding","3",629317,57
"27130","ENSG00000119509","INVS","INVS",39.04,100098378,100307195,"protein_coding","9",208818,22
"27133","ENSG00000140015","KCNH5","KCNH5",36.79,62699464,63102037,"protein_coding","14",402574,13
"2720","ENSG00000170266","GLB1","GLB1",43.84,32961103,33097436,"protein_coding","3",136334,24
"27238","ENSG00000292204","GPKOW","GPKOW",50.86,272358,282686,"protein_coding","HSCHRX_3_CTG3",10329,22
"27238","ENSG00000068394","GPKOW","GPKOW",50.76,49112941,49123750,"protein_coding","X",10810,22
"27246","ENSG00000265491","RNF115","RNF115",41.93,145738868,145824134,"protein_coding","1",85267,11
"2762","ENSG00000112699","GMDS","GMDS",40.79,1622884,2245711,"protein_coding","6",622828,18
"283316","ENSG00000177675","CD163L1","CD163L1",36.25,7346685,7479897,"protein_coding","12",133213,23
"283461","ENSG00000180116","REDIC1","REDIC1",36.44,39626167,39908300,"protein_coding","12",282134,21
"283554","ENSG00000180998","GPR137C","GPR137C",37.44,52552823,52637713,"protein_coding","14",84891,9
"284611","ENSG00000162636","EEIG2","EEIG2",39.67,108560031,108644900,"protein_coding","1",84870,10
"285172","ENSG00000155744","HYCC2","HYCC2",39.24,200966317,201071700,"protein_coding","2",105384,17
"285362","ENSG00000144455","SUMF1","SUMF1",39.53,3700814,4467278,"protein_coding","3",766465,17
"286053","ENSG00000156831","NSMCE2","NSMCE2",39.9,125091673,125368070,"protein_coding","8",276398,14
"286336","ENSG00000126882","FAM78A","FAM78A",55.86,131258076,131278194,"protein_coding","9",20119,6
"2898","ENSG00000164418","GRIK2","GRIK2",35,100962701,102081622,"protein_coding","6",1118922,38
"29904","ENSG00000284161","EEF2K","EEF2K",47.84,816312,898761,"protein_coding","HG926_PATCH",82450,36
"29904","ENSG00000103319","EEF2K","EEF2K",47.85,22206252,22288738,"protein_coding","16",82487,36
"29940","ENSG00000111817","DSE","DSE",38.27,116253604,116444861,"protein_coding","6",191258,22
"2997","ENSG00000104812","GYS1","GYS1",52.57,48968125,48993349,"protein_coding","19",25225,16
"30815","ENSG00000160408","ST6GALNAC6","ST6GALNAC6",53.77,127885320,127906632,"protein_coding","9",21313,10
"30817","ENSG00000127507","ADGRE2","ADGRE2",46.6,14731152,14778560,"protein_coding","19",47409,23
"311","ENSG00000122359","ANXA11","ANXA11",50.45,80150889,80205713,"protein_coding","10",54825,21
"3140","ENSG00000153029","MR1","MR1",46.09,181033374,181061938,"protein_coding","1",28565,9
"340554","ENSG00000102053","ZC3H12B","ZC3H12B",38.22,65034788,65507887,"protein_coding","X",473100,15
"3416","ENSG00000119912","IDE","IDE",40.71,92451684,92574096,"protein_coding","10",122413,31
"343099","ENSG00000122483","CCDC18","CCDC18",37.01,93179758,93279048,"protein_coding","1",99291,32
"346007","ENSG00000188107","EYS","EYS",35.06,63719847,65707226,"protein_coding","6",1987380,53
"348645","ENSG00000188511","MIR3667HG","MIR3667HG",51.05,49414523,49658432,"lncRNA","22",243910,24
"349408","ENSG00000233338","TLR8-AS1","TLR8-AS1",43.3,12902817,12908333,"lncRNA","X",5517,3
"3603","ENSG00000172349","IL16","IL16",43.65,81159575,81314058,"protein_coding","15",154484,25
"3612","ENSG00000133731","IMPA1","IMPA1",37.46,81656687,81686848,"protein_coding","8",30162,12
"3684","ENSG00000169896","ITGAM","ITGAM",43.36,31259954,31332892,"protein_coding","16",72939,30
"375449","ENSG00000069020","MAST4","MAST4",39.2,66596326,67169593,"protein_coding","5",573268,43
"387103","ENSG00000203760","CENPW","CENPW",35.31,126340088,126349768,"protein_coding","6",9681,5
"388730","ENSG00000174529","TMEM81","TMEM81",47.52,205083129,205084460,"protein_coding","1",1332,1
"391191","ENSG00000187080","OR2AK2","OR2AK2",42.81,247965233,247966386,"protein_coding","1",1154,1
"400945","ENSG00000236204","LINC01376","LINC01376",39.71,18985786,19348074,"lncRNA","2",362289,15
"4067","ENSG00000254087","LYN","LYN",43.21,55879797,56014169,"protein_coding","8",134373,15
"406961","ENSG00000208023","MIR185","MIR185",63.41,20033139,20033220,"miRNA","22",82,1
"4125","ENSG00000104774","MAN2B1","MAN2B1",53.77,12643831,12666762,"protein_coding","19",22932,27
"4147","ENSG00000132561","MATN2","MATN2",44.73,97868840,98037356,"protein_coding","8",168517,22
"4212","ENSG00000134138","MEIS2","MEIS2",38.39,36889204,37102646,"protein_coding","15",213443,31
"4281","ENSG00000101871","MID1","MID1",39.29,10445310,10833730,"protein_coding","X",388421,19
"440044","ENSG00000293475","SLC22A20P","",50.76,65213840,65243104,"lncRNA","11",29265,12
"441024","ENSG00000163738","MTHFD2L","MTHFD2L",36.15,74114174,74303099,"protein_coding","4",188926,23
"4635","ENSG00000198336","MYL4","MYL4",45.57,47188903,47227760,"protein_coding","17",38858,9
"466","ENSG00000123268","ATF1","ATF1",41.92,50763710,50821162,"protein_coding","12",57453,11
"4750","ENSG00000137601","NEK1","NEK1",37.34,169369704,169612646,"protein_coding","4",242943,39
"4763","ENSG00000196712","NF1","NF1",37.63,31094883,31382116,"protein_coding","17",287234,67
"4771","ENSG00000186575","NF2","NF2",45.81,29603520,29698598,"protein_coding","22",95079,20
"50515","ENSG00000171310","CHST11","CHST11",46.04,104455295,104762014,"protein_coding","12",306720,4
"50939","ENSG00000081148","IMPG2","IMPG2",37.6,101222546,101320575,"protein_coding","3",98030,19
"51057","ENSG00000143951","WDPCP","WDPCP",37.72,63119559,63827843,"protein_coding","2",708285,34
"51088","ENSG00000109790","KLHL5","KLHL5",37.15,39044613,39126857,"protein_coding","4",82245,16
"51097","ENSG00000143653","SCCPDH","SCCPDH",42,246724064,246768798,"protein_coding","1",44735,12
"51230","ENSG00000025293","PHF20","PHF20",44.08,35771947,35950385,"protein_coding","20",178439,28
"51252","ENSG00000168754","FAM178B","FAM178B",52.1,96875882,96986580,"protein_coding","2",110699,21
"51334","ENSG00000184838","PRR16","PRR16",35.52,120464214,120687346,"protein_coding","5",223133,18
"51338","ENSG00000110079","MS4A4A","MS4A4A",38.48,60185657,60318311,"protein_coding","11",132655,13
"51397","ENSG00000145781","COMMD10","COMMD10",37.46,116084975,116412762,"protein_coding","5",327788,11
"5140","ENSG00000152270","PDE3B","PDE3B",36.97,14643663,14874657,"protein_coding","11",230995,16
"5144","ENSG00000113448","PDE4D","PDE4D",37.37,58969038,60522120,"protein_coding","5",1553083,42
"51444","ENSG00000134758","RNF138","RNF138",40.01,32091850,32132124,"protein_coding","18",40275,9
"51522","ENSG00000284936","TMEM14C","TMEM14C",47.49,233799,242013,"protein_coding","HG2057_PATCH",8215,12
"51522","ENSG00000111843","TMEM14C","TMEM14C",47.49,10722915,10731141,"protein_coding","6",8227,12
"51557","ENSG00000146166","LGSN","LGSN",36.89,63275951,63321823,"protein_coding","6",45873,20
"51559","ENSG00000111696","NT5DC3","NT5DC3",43.15,103770453,103841315,"protein_coding","12",70863,21
"51592","ENSG00000197323","TRIM33","TRIM33",38.23,114392781,114511244,"protein_coding","1",118464,20
"51728","ENSG00000161980","POLR3K","POLR3K",47.92,44356,53663,"protein_coding","16",9308,3
"5176","ENSG00000282307","SERPINF1","SERPINF1",54.77,190908,195943,"protein_coding","HSCHR17_1_CTG2",5036,14
"5176","ENSG00000132386","SERPINF1","SERPINF1",53.43,1761958,1777627,"protein_coding","17",15670,14
"51807","ENSG00000183785","TUBA8","TUBA8",48.34,18109704,18146683,"protein_coding","22",36980,13
"5289","ENSG00000078142","PIK3C3","PIK3C3",35.33,41955195,42087830,"protein_coding","18",132636,28
"5339","ENSG00000178209","PLEC","PLEC",63.7,143915152,143977039,"protein_coding","8",61888,44
"54055","ENSG00000290541","CYP4F29P","",47.53,13843132,13897298,"lncRNA","21",54167,7
"54487","ENSG00000128191","DGCR8","DGCR8",52.39,20080025,20111877,"protein_coding","22",31853,12
"54517","ENSG00000091127","PUS7","PUS7",43,105439661,105522272,"protein_coding","7",82612,18
"54520","ENSG00000125633","CCDC93","CCDC93",42.8,117915478,118014192,"protein_coding","2",98715,26
"54536","ENSG00000138190","EXOC6","EXOC6",37.57,92826831,93059493,"protein_coding","10",232663,26
"5467","ENSG00000112033","PPARD","PPARD",49.55,35342530,35428193,"protein_coding","6",85664,9
"54780","ENSG00000107672","NSMCE4A","NSMCE4A",44.13,121953334,121975300,"protein_coding","10",21967,10
"54806","ENSG00000135541","AHI1","AHI1",36.37,135283407,135498434,"protein_coding","6",215028,37
"54822","ENSG00000092439","TRPM7","TRPM7",38.9,50552473,50686845,"protein_coding","15",134373,39
