"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"100127983","ENSG00000253250","C8orf88","C8orf88",33.43,90958084,90985580,"protein_coding","8",27497,6
"100128071","ENSG00000225828","FAM229A","FAM229A",61.28,32361270,32364278,"protein_coding","1",3009,2
"100128325","ENSG00000229196","LINC03008","LINC03008",59.75,130141481,130143428,"lncRNA","7",1948,2
"100128688","ENSG00000234696","GPR50-AS1","GPR50-AS1",61.34,151175175,151177836,"lncRNA","X",2662,3
"100128822","ENSG00000261455","LINC01003","LINC01003",60.82,152463786,152465551,"lncRNA","7",1766,1
"100128881","ENSG00000261373","VPS9D1-AS1","VPS9D1-AS1",56.56,89711856,89718165,"lncRNA","16",6310,4
"100128927","ENSG00000179627","ZBTB42","ZBTB42",64.1,104799415,104804712,"protein_coding","14",5298,2
"100129195","ENSG00000269293","ZSCAN16-AS1","ZSCAN16-AS1",39.22,28008599,28137319,"lncRNA","6",128721,16
"100129196","ENSG00000186056","MATN1-AS1","MATN1-AS1",56.37,30718504,30726846,"lncRNA","1",8343,4
"100129215","ENSG00000226180","LOC100129215","",60.32,87693537,87696147,"lncRNA","16",2611,1
"100129482","ENSG00000293313","ZNF37BP","ZNF37BP",39.12,42513510,42552900,"lncRNA","10",39391,7
"100129543","ENSG00000183850","ZNF730","ZNF730",41.26,23075210,23149789,"protein_coding","19",74580,11
"100129722","ENSG00000275549","STPG3-AS1","STPG3-AS1",65.39,137250219,137253497,"lncRNA","9",3279,4
"100129726","ENSG00000279873","LINC01126","LINC01126",52.91,43219805,43233464,"lncRNA","2",13660,1
"100129917","ENSG00000249592","PCGF3-AS1","PCGF3-AS1",50.71,760202,781874,"lncRNA","4",21673,9
"10013","ENSG00000094631","HDAC6","HDAC6",50.55,48801372,48824986,"protein_coding","X",23615,19
"100130231","ENSG00000245164","LINC00861","LINC00861",37.75,125859721,126292788,"lncRNA","8",433068,21
"100130357","ENSG00000215022","LOC100130357","",46.94,13264861,13295586,"lncRNA","6",30726,8
"100130370","ENSG00000262223","LINC03048","LINC03048",57.63,81366667,81385464,"lncRNA","17",18798,11
"100130522","ENSG00000267270","PARD6G-AS1","PARD6G-AS1",48.75,80147907,80179839,"lncRNA","18",31933,6
"100130705","ENSG00000272899","SPMIP1","SPMIP1",57.1,128866330,128872047,"protein_coding","7",5718,2
"100130771","ENSG00000185055","EFCAB10","EFCAB10",43.1,105565109,105600875,"protein_coding","7",35767,7
"100130776","ENSG00000255737","AGAP2-AS1","AGAP2-AS1",66.06,57726271,57728356,"lncRNA","12",2086,5
"100130958","ENSG00000205078","SYCE1L","SYCE1L",46.11,77199400,77213215,"protein_coding","16",13816,11
"100131017","ENSG00000205903","ZNF316","ZNF316",60.36,6637298,6658279,"protein_coding","7",20982,8
"100131089","ENSG00000248508","SRP14-DT","SRP14-DT",49.06,40039242,40087903,"lncRNA","15",48662,16
"100131187","ENSG00000215845","TSTD1","TSTD1",60.47,161037619,161039118,"protein_coding","1",1500,2
"100131378","ENSG00000205177","C11orf91","C11orf91",54.09,33698261,33700826,"protein_coding","11",2566,7
"100131827","ENSG00000227124","ZNF717","ZNF717",40.85,75678660,75785592,"protein_coding","3",106933,11
"100132234","ENSG00000260704","LINC00543","LINC00543",60.38,27953526,27955370,"lncRNA","13",1845,1
"100132341","ENSG00000290927","CLUHP3","",55.21,31700536,31711986,"lncRNA","16",11451,8
"100132354","ENSG00000289313","LINC01512","LINC01512",50.72,43890891,43938218,"lncRNA","6",47328,6
"100133091","ENSG00000290873","LINC03009","LINC03009",40.66,76549360,76689386,"lncRNA","7",140027,15
"100133091","ENSG00000290511","LINC03009","LINC03009",41.83,36194,114817,"lncRNA","HSCHR7_2_CTG4_4",78624,15
"100133123","ENSG00000226985","LINC01203","LINC01203",40.71,13333952,13403035,"lncRNA","X",69084,20
"100133234","ENSG00000248522","SBF1P1","SBF1P1",60.74,55449509,55455139,"processed_pseudogene","8",5631,1
"100134229","ENSG00000260231","KDM7A-DT","KDM7A-DT",50.47,140177184,140179640,"lncRNA","7",2457,1
"100134317","ENSG00000267053","CYKILR","CYKILR",59.4,36257608,36321294,"lncRNA","19",63687,8
"100134869","ENSG00000290945","UBE2Q2P2","",39.42,82355047,82421820,"lncRNA","15",66774,31
"100137047","ENSG00000243789","JMJD7","JMJD7",54.86,41828067,41837589,"protein_coding","15",9523,10
"100137049","ENSG00000243708","PLA2G4B","PLA2G4B",60.49,41837775,41848147,"protein_coding","15",10373,20
"10014","ENSG00000108840","HDAC5","HDAC5",55.66,44076746,44123702,"protein_coding","17",46957,26
"100141515","ENSG00000187997","C17orf99","C17orf99",52.13,78146356,78166297,"protein_coding","17",19942,5
"100144602","ENSG00000250846","EPHA5-AS1","EPHA5-AS1",35.25,65668250,65708352,"lncRNA","4",40103,8
"10015","ENSG00000170248","PDCD6IP","PDCD6IP",36.94,33798318,33869707,"protein_coding","3",71390,22
"10016","ENSG00000249915","PDCD6","PDCD6",51.38,271452,314978,"protein_coding","5",43527,7
"10018","ENSG00000153094","BCL2L11","BCL2L11",44.42,111119378,111168444,"protein_coding","2",49067,15
"100188847","ENSG00000221656","MIR1225","MIR1225",74.44,2090195,2090284,"miRNA","16",90,1
"100188893","ENSG00000214736","TOMM6","TOMM6",42.04,41787620,41872570,"protein_coding","6",84951,3
"10019","ENSG00000111252","SH2B3","SH2B3",54.35,111404986,111451623,"protein_coding","12",46638,10
"10025","ENSG00000175221","MED16","MED16",62.67,867630,893222,"protein_coding","19",25593,28
"10025","ENSG00000282092","MED16","MED16",64.29,46856,60469,"protein_coding","HSCHR19_5_CTG2",13614,28
"10026","ENSG00000142892","PIGK","PIGK",35.85,77088981,77219508,"protein_coding","1",130528,11
"100271849","ENSG00000213999","MEF2B","MEF2B",54.63,19145563,19192589,"protein_coding","19",47027,9
"100272228","ENSG00000235703","EOLA2-DT","EOLA2-DT",41.92,149938613,150224580,"lncRNA","X",285968,23
"100287042","ENSG00000263843","MIF4GD-DT","MIF4GD-DT",60.78,75271369,75273895,"lncRNA","17",2527,1
"100287171","ENSG00000181404","WASHC1","WASHC1",45.88,14469,73865,"protein_coding","9",59397,15
"100287482","ENSG00000240204","SMKR1","SMKR1",45.98,129502498,129512918,"protein_coding","7",10421,2
"100287497","ENSG00000290989","SEPTIN7P13","",39.09,223992689,224034952,"lncRNA","1",42264,17
"100288175","ENSG00000291156","LOC100288175","",64.08,1058461,1066464,"lncRNA","1",8004,16
"100288637","ENSG00000187951","LOC100288637","",41.65,30658717,30772993,"lncRNA","15",114277,17
"100288798","ENSG00000257261","SLC38A4-AS1","SLC38A4-AS1",38.51,46383041,46876804,"lncRNA","12",493764,25
"100289098","ENSG00000237310","LINC03011","LINC03011",53.47,66491001,66495758,"lncRNA","7",4758,5
"100289230","ENSG00000248489","LOC100289230","CHD1-DT",40.11,98928530,98995013,"lncRNA","5",66484,1
"100289274","ENSG00000247400","DNAJC3-DT","DNAJC3-DT",39.39,95648711,95677367,"lncRNA","13",28657,5
"100289388","ENSG00000246174","KCTD21-AS1","KCTD21-AS1",47.18,78139654,78187685,"lncRNA","11",48032,14
"100293516","ENSG00000269343","ZNF587B","ZNF587B",47.04,57819706,57846238,"protein_coding","19",26533,7
"100302124","ENSG00000221355","MIR1288","MIR1288",53.33,16282014,16282088,"miRNA","17",75,1
"100302137","ENSG00000284433","MIR1914","MIR1914",71.25,63941465,63941544,"miRNA","20",80,1
"100302143","ENSG00000283958","MIR1248","MIR1248",37.74,186786672,186786777,"miRNA","3",106,1
"100302146","ENSG00000221091","MIR1302-5","MIR1302-5",31.33,50614636,50614785,"miRNA","20",150,1
"100302150","ENSG00000221063","MIR1296","MIR1296",57.61,63372957,63373048,"miRNA","10",92,1
"100302155","ENSG00000221808","MIR1256","MIR1256",42.02,20988314,20988432,"miRNA","1",119,1
"100302156","ENSG00000221394","MIR1229","MIR1229",66.67,179798278,179798346,"miRNA","5",69,2
"100302156","ENSG00000283912","MIR1229","MIR1229",66.67,563851,563919,"miRNA","HG30_PATCH",69,2
"100302158","ENSG00000221028","MIR1231","MIR1231",58.7,201808611,201808702,"miRNA","1",92,1
"100302160","ENSG00000221649","MIR1233-1","MIR1233-1",73.17,34382069,34382150,"miRNA","15",82,1
"100302160","ENSG00000291989","MIR1233-1","MIR1233-1",74.39,128172,128253,"miRNA","HSCHR15_9_CTG8",82,1
"100302166","ENSG00000284875","MIR1322","MIR1322",33.8,2521689,2521759,"miRNA","HG76_PATCH",71,2
"100302166","ENSG00000283210","MIR1322","MIR1322",33.8,10825373,10825443,"miRNA","8",71,2
"100302168","ENSG00000284193","MIR1257","MIR1257",64.96,61953546,61953662,"miRNA","20",117,1
"100302183","ENSG00000284125","MIR1825","MIR1825",64.15,32237795,32237847,"miRNA","20",53,1
"100302197","ENSG00000284464","MIR1306","MIR1306",58.82,20086058,20086142,"miRNA","22",85,1
"100302210","ENSG00000284216","MIR1909","MIR1909",72.5,1816159,1816238,"miRNA","19",80,1
"100302220","ENSG00000221604","MIR1293","MIR1293",47.89,50234142,50234212,"miRNA","12",71,1
"100302232","ENSG00000221585","MIR1226","MIR1226",64,47849555,47849629,"miRNA","3",75,1
"100302237","ENSG00000284015","MIR1281","MIR1281",66.67,41092513,41092566,"miRNA","22",54,1
"100302282","ENSG00000283320","MIR103B2","MIR103B2",46.77,3917502,3917563,"miRNA","20",62,1
"100302283","ENSG00000221411","MIR1227","MIR1227",69.32,2234062,2234149,"miRNA","19",88,1
"100302285","ENSG00000284378","MIR1244-1","MIR1244-1",31.76,231713314,231713398,"miRNA","2",85,1
"100302287","ENSG00000221698","MIR548H3","MIR548H3",35.59,13543529,13543646,"miRNA","17",118,1
"100302652","ENSG00000115239","GPR75-ASB3","ASB3",39.55,53532672,53860160,"protein_coding","2",327489,19
"100302692","ENSG00000230590","FTX","FTX",39.58,73940435,74293574,"lncRNA","X",353140,29
"100302736","ENSG00000251201","TMED7-TICAM2","TMED7-TICAM2",37.42,115578642,115626161,"protein_coding","5",47520,5
"100302743","ENSG00000206633","SNORA80B","SNORA80B",58.82,10446714,10446849,"snoRNA","2",136,1
"100313770","ENSG00000288233","MIR548K","MIR548K",34.48,39776,39891,"miRNA","HG2115_PATCH",116,2
"100313770","ENSG00000221333","MIR548K","MIR548K",34.48,70283955,70284070,"miRNA","11",116,2
"100313780","ENSG00000252153","MIR2278","MIR2278",58.33,94809962,94810057,"miRNA","9",96,1
"100313781","ENSG00000284286","MIR718","MIR718",85.71,154019920,154019989,"miRNA","X",70,1
"100316904","ENSG00000205307","SAP25","SAP25",68.32,100572228,100573916,"protein_coding","7",1689,4
"10036","ENSG00000167670","CHAF1A","CHAF1A",51.22,4402522,4445018,"protein_coding","19",42497,19
"100379661","ENSG00000156273","GRIK1-AS2","BACH1",39.61,29194071,29630751,"protein_coding","21",436681,5
"100381270","ENSG00000257315","ZBED6","ZBED6",40.74,203795623,203854999,"protein_coding","1",59377,18
"100419170","ENSG00000290441","LOC100419170","",41.4,153640168,153681180,"lncRNA","4",41013,3
"10042","ENSG00000100281","HMGXB4","HMGXB4",41.49,35257452,35295807,"protein_coding","22",38356,17
"100420587","ENSG00000290606","LOC100420587","",42.75,28435388,28727777,"lncRNA","19",292390,36
"100421577","ENSG00000290956","WASHC2EP","",45.72,50009336,50068499,"lncRNA","10",59164,18
"100422830","ENSG00000264657","MIR3171","MIR3171",20.27,27633205,27633278,"miRNA","14",74,1
"100422841","ENSG00000265871","MIR3174","MIR3174",45.98,90006755,90006841,"miRNA","15",87,1
"100422842","ENSG00000207617","MIR3074","MIR3074",54.32,95086014,95086094,"miRNA","9",81,1
"100422845","ENSG00000221065","MIR1233-2","MIR1233-2",73.17,34528290,34528371,"miRNA","15",82,1
"100422846","ENSG00000265539","MIR3164","MIR3164",50.6,69083176,69083258,"miRNA","11",83,1
"100422849","ENSG00000221296","MIR548T","MIR548T",36.49,173268160,173268233,"miRNA","4",74,1
"100422854","ENSG00000263414","MIR3187","MIR3187",70,813584,813653,"miRNA","19",70,1
"100422860","ENSG00000265806","MIR4292","MIR4292",70.15,136830957,136831023,"miRNA","9",67,1
"100422862","ENSG00000265056","MIR548S","MIR548S",26.83,11767444,11767525,"miRNA","2",82,1
"100422884","ENSG00000212017","MIR548U","MIR548U",33.33,57390132,57390212,"miRNA","6",81,1
"100422885","ENSG00000283498","MIR1244-2","MIR1244-2",31.76,118974586,118974670,"miRNA","5",85,1
"100422889","ENSG00000266761","MIR3194","MIR3194",69.86,51452905,51452977,"miRNA","20",73,1
"100422896","ENSG00000264678","MIR3140","MIR3140",36.67,152489327,152489416,"miRNA","4",90,1
"100422899","ENSG00000265134","MIR3190","MIR3190",66.25,47226942,47227021,"miRNA","19",80,1
"100422909","ENSG00000264763","MIR4295","MIR4295",45.88,112634170,112634254,"miRNA","10",85,1
"100422920","ENSG00000265841","MIR548X","MIR548X",33.33,18686090,18686164,"miRNA","21",75,1
"100422934","ENSG00000265565","MIR3143","MIR3143",41.27,27147626,27147688,"miRNA","6",63,1
"100422943","ENSG00000264175","MIR3189","MIR3189",60.27,18386562,18386634,"miRNA","19",73,1
"100422945","ENSG00000266104","MIR4326","MIR4326",64.41,63286808,63286866,"miRNA","20",59,1
"100422951","ENSG00000265725","MIR3144","MIR3144",35.44,120015179,120015257,"miRNA","6",79,1
"100422985","ENSG00000221190","MIR1184-2","MIR1184-2",56.57,155383100,155383198,"miRNA","X",99,1
"100422986","ENSG00000264370","MIR3125","MIR3125",57.69,12737367,12737444,"miRNA","2",78,1
"100422997","ENSG00000264553","MIR4257","MIR4257",56.98,150551929,150552014,"miRNA","1",86,1
"100423004","ENSG00000284055","MIR4315-1","MIR4315-1",56.16,45475363,45475435,"miRNA","17",73,1
"100423011","ENSG00000264931","MIR3138","MIR3138",67.07,10078611,10078692,"miRNA","4",82,1
"100423019","ENSG00000265165","MIR4307","MIR4307",32.14,26908642,26908725,"miRNA","14",84,1
"100423025","ENSG00000264757","MIR3198-1","MIR3198-1",56.25,17764180,17764259,"miRNA","22",80,1
"100423026","ENSG00000266645","MIR4299","MIR4299",44.44,11656651,11656722,"miRNA","11",72,1
"100423031","ENSG00000284272","MIR4321","MIR4321",72.5,2250639,2250718,"miRNA","19",80,1
"100423032","ENSG00000265435","MIR3121","MIR3121",35.06,180438314,180438390,"miRNA","1",77,1
"100423037","ENSG00000266235","MIR3176","MIR3176",74.44,543277,543366,"miRNA","16",90,1
"100423041","ENSG00000264572","MIR4296","MIR4296",56.82,125032783,125032870,"miRNA","10",88,1
"10043","ENSG00000100284","TOM1","TOM1",54.04,35299275,35351740,"protein_coding","22",52466,19
"10048","ENSG00000010017","RANBP9","RANBP9",37.18,13620859,13712089,"protein_coding","6",91231,14
"10049","ENSG00000105993","DNAJB6","DNAJB6",49.63,157335381,157432974,"protein_coding","7",97594,19
"100499177","ENSG00000251022","THAP9-AS1","THAP9-AS1",39.31,82893009,82900960,"lncRNA","4",7952,5
"100499483","ENSG00000197816","CCDC180","CCDC180",46.89,97307304,97378751,"protein_coding","9",71448,35
"100500804","ENSG00000284135","MIR3654","MIR3654",48.21,133034860,133034915,"miRNA","7",56,1
"100500810","ENSG00000284163","MIR3620","MIR3620",70.89,228097263,228097341,"miRNA","1",79,1
"100500819","ENSG00000266019","MIR3609","MIR3609",38.75,98881650,98881729,"miRNA","7",80,1
"100500827","ENSG00000284542","MIR3614","MIR3614",50,56891270,56891355,"miRNA","17",86,1
"100500828","ENSG00000266533","MIR3619","MIR3619",65.06,46091044,46091126,"miRNA","22",83,1
"100500832","ENSG00000283936","MIR3658","MIR3658",25,165907921,165907976,"miRNA","1",56,1
"100500839","ENSG00000263763","MIR3686","MIR3686",39.53,129484057,129484142,"miRNA","8",86,1
"100500843","ENSG00000264295","MIR3922","MIR3922",55.95,104591633,104591716,"miRNA","12",84,1
"100500851","ENSG00000265558","MIR3918","MIR3918",62.37,158764661,158764753,"miRNA","6",93,1
"100500853","ENSG00000284154","MIR3605","MIR3605",55,33332393,33332492,"miRNA","1",100,1
"100500860","ENSG00000284140","MIR3618","MIR3618",39.77,20085746,20085833,"miRNA","22",88,1
"100500868","ENSG00000283677","MIR3913-2","MIR3913-2",33,69584723,69584822,"miRNA","12",100,1
"100500869","ENSG00000265456","MIR3672","MIR3672",30.49,121370972,121371053,"miRNA","X",82,1
"100500873","ENSG00000266509","MIR3934","MIR3934",54.21,33698128,33698234,"miRNA","6",107,1
"100500878","ENSG00000263813","MIR3679","MIR3679",52.94,134127125,134127192,"miRNA","2",68,1
"100500879","ENSG00000263514","MIR3668","MIR3668",21.33,140205252,140205326,"miRNA","6",75,1
"100500880","ENSG00000283409","MIR3662","MIR3662",37.89,134979338,134979432,"miRNA","6",95,1
"100500882","ENSG00000264139","MIR3667","MIR3667",50,49543393,49543466,"miRNA","22",74,1
"100500886","ENSG00000266287","MIR3683","MIR3683",50,7066964,7067045,"miRNA","7",82,1
"100500888","ENSG00000284159","MIR3940","MIR3940",56.86,6416410,6416511,"miRNA","19",102,1
"100500899","ENSG00000266617","MIR3692","MIR3692",50.72,157529132,157529200,"miRNA","6",69,1
"100500900","ENSG00000265083","MIR3691","MIR3691",57.78,5148233,5148322,"miRNA","6",90,1
"100500917","ENSG00000265462","MIR3680-1","MIR3680-1",43.68,21506049,21506135,"miRNA","16",87,1
"100505573","ENSG00000259330","INAFM2","INAFM2",55.89,40323692,40326715,"protein_coding","15",3024,1
"100505635","ENSG00000235033","DAAM2-AS1","DAAM2-AS1",47.6,39848370,39900071,"lncRNA","6",51702,4
"100505664","ENSG00000230387","LINC03125","LINC03125",46.11,23159587,23190419,"lncRNA","20",30833,13
"100505687","ENSG00000291106","SNHG33","SNHG33",39.93,183447569,183456017,"lncRNA","3",8449,5
"100505696","ENSG00000224660","SH3BP5-AS1","SH3BP5-AS1",45.54,15254184,15264515,"lncRNA","3",10332,3
"100505771","ENSG00000232442","MHENCR","MHENCR",69.01,63626148,63628825,"lncRNA","20",2678,3
"100505824","ENSG00000232265","LINC02805","LINC02805",40.71,148156139,148186980,"lncRNA","1",30842,6
"100505854","ENSG00000214293","APTR","APTR",43.78,77657659,77697074,"lncRNA","7",39416,4
"100505894","ENSG00000247828","TMEM161B-DT","TMEM161B-DT",37.3,88268843,88439337,"lncRNA","5",170495,18
"100505915","ENSG00000260735","LOC100505915","",61.54,15103135,15103355,"transcribed_processed_pseudogene","16",221,8
"100505915","ENSG00000293341","LOC100505915","",47.01,15094411,15109197,"lncRNA","16",14787,8
"100505915","ENSG00000282091","LOC100505915","",46.96,560537,575265,"lncRNA","HSCHR16_1_CTG1",14729,8
"100506012","ENSG00000291145","PPP5D1P","",47.39,46480786,46601200,"lncRNA","19",120415,13
"100506060","ENSG00000261556","SMG1P7","SMG1P7",39.69,70219870,70246610,"transcribed_unprocessed_pseudogene","16",26741,24
"100506060","ENSG00000291263","SMG1P7","",43.28,70219482,70226033,"lncRNA","16",6552,24
"100506070","ENSG00000261126","RBFADN","RBFADN",45.51,80046900,80095482,"lncRNA","18",48583,11
"100506207","ENSG00000285219","LOC100506207","HULC",37.21,8435542,9294133,"lncRNA","6",858592,61
"100506233","ENSG00000246067","RAB30-DT","RAB30-DT",40.54,83071977,83149417,"lncRNA","11",77441,6
"100506305","ENSG00000251381","LINC00958","LINC00958",43.59,12961541,12989597,"lncRNA","11",28057,8
"100506365","ENSG00000253738","OTUD6B-AS1","OTUD6B-AS1",35.85,91059318,91070583,"lncRNA","8",11266,3
"100506380","ENSG00000182648","RNF32-DT","RNF32-DT",44.18,156388922,156640654,"lncRNA","7",251733,17
"100506392","ENSG00000226419","SLC16A1-AS1","SLC16A1-AS1",43.85,112849483,113047059,"lncRNA","1",197577,16
"100506403","ENSG00000159216","LOC100506403","RUNX1",41.54,34787801,36004667,"protein_coding","21",1216867,5
"100506457","ENSG00000224184","MIR3681HG","MIR3681HG",41.01,11829690,12702919,"lncRNA","2",873230,34
"100506465","ENSG00000249550","LINC01234","LINC01234",47.06,113583886,113773726,"lncRNA","12",189841,15
"100506469","ENSG00000236144","TMEM147-AS1","TMEM147-AS1",56.78,35540731,35546029,"lncRNA","19",5299,2
"100506571","ENSG00000276255","LINC02809","LINC02809",55.98,228073909,228076550,"lncRNA","1",2642,1
"100506581","ENSG00000260456","C16orf95","C16orf95",47.91,87083562,87317431,"protein_coding","16",233870,9
"100506599","ENSG00000225361","PPP1R26-AS1","PPP1R26-AS1",49,135417086,135480777,"lncRNA","9",63692,6
"100506668","ENSG00000248008","NRAV","NRAV",46.81,120488079,120495954,"lncRNA","12",7876,2
"100506691","ENSG00000256546","LINC02985","LINC02985",50.62,122063214,122068786,"lncRNA","12",5573,9
"100506710","ENSG00000281649","EBLN3P","EBLN3P",43.69,37034202,37090928,"lncRNA","9",56727,4
"100506736","ENSG00000205045","SLFN12L","SLFN12L",42.3,35464249,35537770,"protein_coding","17",73522,7
"100506866","ENSG00000237298","TTN-AS1","TTN-AS1",37.97,178521183,178779963,"lncRNA","2",258781,59
"100506885","ENSG00000228412","LNC-LBCS","LNC-LBCS",38.84,19306534,19839080,"lncRNA","6",532547,31
"100506999","ENSG00000258390","LINC02318","LINC02318",45.95,95545999,95582305,"lncRNA","14",36307,7
"100507062","ENSG00000239653","PSMD6-AS2","PSMD6-AS2",38.82,64004022,64012148,"lncRNA","3",8127,3
"100507117","ENSG00000280543","ASAP1-IT2","ASAP1-IT2",45,130082738,130084768,"lncRNA","8",2031,1
"100507173","ENSG00000281706","LINC01012","LINC01012",42.63,27687617,27715556,"lncRNA","6",27940,9
"100507178","ENSG00000281207","SLFNL1-AS1","SLFNL1-AS1",49.97,41014590,41043890,"lncRNA","1",29301,4
"100507246","ENSG00000163597","SNHG16","SNHG16",49.24,76557191,76714384,"lncRNA","17",157194,14
"100507266","ENSG00000247708","STX18-AS1","STX18-AS1",45.94,4542090,4821468,"lncRNA","4",279379,17
"100507347","ENSG00000229124","VIM-AS1","VIM-AS1",43.73,17214239,17230029,"lncRNA","10",15791,7
"100507377","ENSG00000251138","LINC02882","LINC02882",35.06,73621834,74509544,"lncRNA","12",887711,31
"100507459","ENSG00000225377","NRSN2-AS1","NRSN2-AS1",51.6,316860,348490,"lncRNA","20",31631,5
"100507487","ENSG00000251432","LINC02615","LINC02615",40.54,128287907,128558149,"lncRNA","4",270243,23
"100507501","ENSG00000262468","LINC01569","LINC01569",49.99,4243943,4253855,"lncRNA","16",9913,5
"100507588","ENSG00000260001","TGFBR3L","TGFBR3L",64.85,7914760,7919097,"protein_coding","19",4338,6
"100507633","ENSG00000228701","TNKS2-DT","TNKS2-DT",38.86,91782768,91798479,"lncRNA","10",15712,7
"100507639","ENSG00000248810","LINC02432","LINC02432",38.71,141302910,141357096,"lncRNA","4",54187,10
"100507651","ENSG00000253301","LINC01606","LINC01606",41.93,57142643,57244793,"lncRNA","8",102151,39
"100507747","ENSG00000283199","C13orf46","C13orf46",55.32,113953705,113974076,"protein_coding","13",20372,18
"100507747","ENSG00000283302","C13orf46","C13orf46",55.33,16730,37102,"protein_coding","HG2288_HG2289_PATCH",20373,18
"100508120","ENSG00000250903","GMDS-DT","GMDS-DT",42.35,2245231,2525976,"lncRNA","6",280746,26
"100508631","ENSG00000261761","LINC02616","LINC02616",37.01,37001763,37133849,"lncRNA","4",132087,5
"10051","ENSG00000113810","SMC4","SMC4",36.43,160399274,160437759,"protein_coding","3",38486,24
"100526694","ENSG00000251349","MSANTD3-TMEFF1","MSANTD3-TMEFF1",39.88,100442271,100577636,"protein_coding","9",135366,10
"100526737","ENSG00000248643","RBM14-RBM4","RBM14-RBM4",47.43,66616626,66646469,"protein_coding","11",29844,7
"100526761","ENSG00000250709","CCDC169-SOHLH2","CCDC169-SOHLH2",38.13,36168794,36297842,"protein_coding","13",129049,16
"100526832","ENSG00000213160","PHOSPHO2-KLHL23","KLHL23",42.89,169694435,169792697,"protein_coding","2",98263,8
"100526833","ENSG00000284874","SEPT5-GP1BB","",67.15,19717220,19724772,"protein_coding","22",7553,12
"100526842","ENSG00000215472","RPL17-C18orf32","RPL17-C18orf32",43.63,49481681,49492479,"protein_coding","18",10799,10
"100527964","ENSG00000230124","LHX4-AS1","ACBD6",37.67,180269653,180502954,"protein_coding","1",233302,4
"100528016","ENSG00000288534","TMX2-CTNND1","",44.15,57712582,57818431,"protein_coding","11",105850,27
"100529209","ENSG00000161939","RNASEK-C17orf49","RNASEK-C17orf49",57.47,7012635,7017520,"protein_coding","17",4886,4
"100529251","ENSG00000254788","CKLF-CMTM1","CKLF-CMTM1",42.55,66552587,66579135,"protein_coding","16",26549,5
"100529261","ENSG00000257365","CHURC1-FNTB","FNTB",43.82,64986837,65062658,"protein_coding","14",75822,18
"100529261","ENSG00000125954","CHURC1-FNTB","CHURC1-FNTB",44.95,64914485,65061803,"protein_coding","14",147319,18
"100532726","ENSG00000259112","NDUFC2-KCTD14","NDUFC2-KCTD14",47.83,78016971,78079865,"protein_coding","11",62895,4
"100532731","ENSG00000269897","COMMD3-BMI1","COMMD3-BMI1",44.07,22316388,22329542,"protein_coding","10",13155,14
"100532737","ENSG00000254870","ATP6V1G2-DDX39B","ATP6V1G2-DDX39B",47.36,31530219,31546608,"protein_coding","6",16390,92
"100533106","ENSG00000259305","ZHX1-C8orf76","ZHX1-C8orf76",40.57,123226189,123274284,"protein_coding","8",48096,6
"100533107","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B",59.83,63659300,63698684,"protein_coding","20",39385,33
