"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"102465511","ENSG00000284229","MIR6848","MIR6848",67.14,144317246,144317315,"miRNA","8",70,2
"102465511","ENSG00000285428","MIR6848","MIR6848",67.14,47849,47918,"miRNA","HG2419_PATCH",70,2
"102465906","ENSG00000284054","MIR7112","MIR7112",64.62,144262673,144262737,"miRNA","8",65,1
"102659353","ENSG00000280634","THRIL","THRIL",44.51,125025434,125027410,"lncRNA","12",1977,1
"102724064","ENSG00000255468","B4GAT1-DT","B4GAT1-DT",48.83,66347845,66364804,"lncRNA","11",16960,5
"102724708","ENSG00000271966","ARFGEF1-DT","ARFGEF1-DT",40.81,67343138,67491875,"lncRNA","8",148738,10
"10383","ENSG00000188229","TUBB4B","TUBB4B",63.22,137241278,137243713,"protein_coding","9",2436,3
"105370027","ENSG00000248636","PRKAB1-AS1","PRKAB1-AS1",43.25,119361247,119668508,"lncRNA","12",307262,11
"105371184","ENSG00000260394","STUB1-DT","STUB1-DT",68.53,678504,680324,"lncRNA","16",1821,2
"105371414","ENSG00000260279","LOC105371414","",52.33,89296128,89298317,"lncRNA","16",2190,3
"105371703","ENSG00000302531","LOC105371703","",42.02,27071599,27089255,"lncRNA","17",17657,5
"105372295","ENSG00000279529","LOC105372295","",56.14,16572548,16578954,"lncRNA","19",6407,3
"105372705","ENSG00000283078","LOC105372705","",67.41,62064019,62068535,"lncRNA","20",4517,6
"105373098","ENSG00000272666","KLHDC7B-DT","KLHDC7B-DT",60.87,50542299,50548994,"lncRNA","22",6696,9
"105374652","ENSG00000272324","DAP-DT","DAP-DT",46.25,10757714,10770295,"lncRNA","5",12582,5
"105374758","ENSG00000271889","C2orf74-AS1","C2orf74-AS1",45.94,61141592,61178345,"lncRNA","2",36754,7
"105375563","ENSG00000240449","REPIN1-AS1","REPIN1-AS1",53.06,150362658,150372590,"lncRNA","7",9933,5
"105375790","ENSG00000244998","ASTILCS","ASTILCS",62.77,141389886,141392574,"lncRNA","8",2689,5
"105375790","ENSG00000291466","ASTILCS","ASTILCS",63.69,56493,59128,"lncRNA","HG2031_PATCH",2636,5
"105378696","ENSG00000282881","TMEM275","TMEM275",52.12,46532166,46544566,"protein_coding","1",12401,5
"105378716","ENSG00000203356","LINC01562","LINC01562",44.17,51195095,51236897,"lncRNA","1",41803,6
"107985040","ENSG00000233175","FMNL1-AS1","FMNL1-AS1",56.67,45238028,45241900,"lncRNA","17",3873,3
"107985203","ENSG00000290074","LOC107985203","",46.69,150579305,150604291,"lncRNA","1",24987,6
"107985209","ENSG00000273002","ARHGEF2-AS2","ARHGEF2-AS2",51.93,155978635,155982986,"lncRNA","1",4352,5
"107987142","ENSG00000275329","LOC107987142","",62.01,136117741,136124363,"lncRNA","9",6623,5
"10861","ENSG00000145217","SLC26A1","SLC26A1",58.97,978992,997659,"protein_coding","4",18668,6
"110806271","ENSG00000289506","DDIT4-AS1","",50.48,72271272,72298146,"lncRNA","10",26875,5
"110806300","ENSG00000242902","FLNC-AS1","FLNC-AS1",58.24,128850162,128862626,"lncRNA","7",12465,4
"11237","ENSG00000101236","RNF24","RNF24",40.51,3927309,4015598,"protein_coding","20",88290,8
"113026","ENSG00000161714","PLCD3","PLCD3",57.79,45108959,45133354,"protein_coding","17",24396,17
"113177","ENSG00000099840","IZUMO4","IZUMO4",66.18,2096415,2099593,"protein_coding","19",3179,5
"1140","ENSG00000283946","CHRNB1","CHRNB1",51.91,65518,78167,"protein_coding","HG2046_PATCH",12650,16
"1140","ENSG00000170175","CHRNB1","CHRNB1",52,7445004,7457710,"protein_coding","17",12707,16
"115308161","ENSG00000271551","LOC115308161","",61.08,156776360,156778422,"lncRNA","6",2063,2
"1158","ENSG00000104879","CKM","CKM",53.43,45306411,45323372,"protein_coding","19",16962,8
"116841","ENSG00000143740","SNAP47","SNAP47",54.21,227728200,227781826,"protein_coding","1",53627,19
"120071","ENSG00000165905","LARGE2","LARGE2",59.25,45918146,45929376,"protein_coding","11",11231,13
"122455337","ENSG00000224790","HLCS-AS1","HLCS-AS1",47.83,36966461,36975164,"lncRNA","21",8704,6
"124093","ENSG00000162004","CCDC78","CCDC78",65.25,722581,726954,"protein_coding","16",4374,3
"124222","ENSG00000162073","PAQR4","PAQR4",64.48,2969242,2973484,"protein_coding","16",4243,3
"124900193","ENSG00000245146","LOC124900193","MALINC1",41.06,140071312,140114715,"lncRNA","5",43404,10
"124902280","ENSG00000227218","LOC124902280","",55.94,127916078,127940954,"lncRNA","9",24877,7
"124903221","ENSG00000304746","LOC124903221","",54.05,114114776,114116627,"lncRNA","13",1852,2
"124903753","ENSG00000260466","SLC7A5-AS1","SLC7A5-AS1",59.83,87822413,87837687,"lncRNA","16",15275,3
"124903836","ENSG00000302217","LOC124903836","",48.02,9241960,9242715,"lncRNA","1",756,2
"124903949","ENSG00000305107","LOC124903949","",56.03,32335353,32349104,"lncRNA","1",13752,2
"124904070","ENSG00000295072","LOC124904070","",49.37,79757348,79778459,"lncRNA","17",21112,4
"124904535","ENSG00000269934","LOC124904535","",47.6,228238241,228276066,"lncRNA","1",37826,3
"124904542","ENSG00000227006","LOC124904542","",48.34,230258694,230272110,"lncRNA","1",13417,4
"124907732","ENSG00000298739","LOC124907732","",56.2,10426595,10432902,"lncRNA","2",6308,3
"125111","ENSG00000183153","GJD3","GJD3",62.92,40360652,40364737,"protein_coding","17",4086,1
"125177374","ENSG00000227170","TRPS1-AS1","TRPS1-AS1",36.43,115509602,115511325,"lncRNA","8",1724,2
"126119","ENSG00000161677","JOSD2","JOSD2",61.74,50505995,50511376,"protein_coding","19",5382,5
"126306","ENSG00000167476","JSRP1","JSRP1",55.58,2252074,2269759,"protein_coding","19",17686,8
"127138859","ENSG00000256813","CCDC86-AS1","CCDC86-AS1",54.88,60841806,60851081,"lncRNA","11",9276,2
"128385369","ENSG00000264769","MAFG-AS1","MAFG-AS1",64.41,81922899,81924511,"lncRNA","17",1613,3
"128385375","ENSG00000255114","HYOU1-AS1","HYOU1-AS1",52.99,119044188,119045493,"lncRNA","11",1306,4
"128385375","ENSG00000281860","HYOU1-AS1","HYOU1-AS1",52.99,65787,67092,"lncRNA","HG2217_PATCH",1306,4
"138162","ENSG00000160345","PIERCE1","PIERCE1",56.69,135494521,135501756,"protein_coding","9",7236,5
"139728","ENSG00000130822","PNCK","PNCK",56.64,153669730,153689033,"protein_coding","X",19304,18
"140699","ENSG00000101353","MROH8","MROH8",45.33,37101226,37179588,"protein_coding","20",78363,49
"140699","ENSG00000292233","MROH8","MROH8",45.32,10640,89090,"protein_coding","HG410_PATCH",78451,49
"140701","ENSG00000183260","ABHD16B","ABHD16B",69.89,63861498,63862988,"protein_coding","20",1491,1
"142680","ENSG00000198569","SLC34A3","SLC34A3",66.86,137230757,137236555,"protein_coding","9",5799,13
"142891","ENSG00000156671","SAMD8","SAMD8",43.24,75099586,75182128,"protein_coding","10",82543,7
"144481","ENSG00000246985","SOCS2-AS1","SOCS2-AS1",42.08,93501115,93571768,"lncRNA","12",70654,12
"146433","ENSG00000157368","IL34","IL34",48.61,70579868,70661556,"protein_coding","16",81689,8
"147700","ENSG00000104892","KLC3","KLC3",55.17,45333434,45351537,"protein_coding","19",18104,16
"147808","ENSG00000179922","ZNF784","ZNF784",58.43,55620741,55624570,"protein_coding","19",3830,2
"148870","ENSG00000162592","CCDC27","CCDC27",53.23,3746460,3771645,"protein_coding","1",25186,14
"149699","ENSG00000124196","GTSF1L","GTSF1L",48.63,43726164,43727002,"protein_coding","20",839,1
"149950","ENSG00000204393","NOL4L-DT","NOL4L-DT",56.44,32581961,32608893,"lncRNA","20",26933,5
"154790","ENSG00000236279","CLEC2L","CLEC2L",50.42,139523668,139544985,"protein_coding","7",21318,5
"155185","ENSG00000174945","AMZ1","AMZ1",51,2679276,2775500,"protein_coding","7",96225,10
"158056","ENSG00000177943","MAMDC4","MAMDC4",66.28,136850943,136860802,"protein_coding","9",9860,24
"1609","ENSG00000145214","DGKQ","DGKQ",60.55,958884,986895,"protein_coding","4",28012,25
"165829","ENSG00000175697","GPR156","GPR156",41.11,120164645,120285426,"protein_coding","3",120782,10
"171023","ENSG00000171456","ASXL1","ASXL1",42.18,32358266,32439319,"protein_coding","20",81054,14
"171389","ENSG00000174885","NLRP6","NLRP6",61.99,278407,286691,"protein_coding","11",8285,8
"1890","ENSG00000025708","TYMP","TYMP",65.46,50525752,50530326,"protein_coding","22",4575,5
"1936","ENSG00000273594","EEF1D","EEF1D",60.76,69737,87784,"protein_coding","HSCHR8_3_CTG7",18048,29
"1936","ENSG00000104529","EEF1D","EEF1D",61.99,143579697,143599541,"protein_coding","8",19845,29
"197342","ENSG00000197774","EME2","EME2",64.46,1772283,1781708,"protein_coding","16",9426,7
"203068","ENSG00000232421","TUBB","TUBB",53.04,2020987,2026212,"protein_coding","HSCHR6_MHC_SSTO_CTG1",5226,39
"203068","ENSG00000229684","TUBB","TUBB",53.06,2064276,2069501,"protein_coding","HSCHR6_MHC_MCF_CTG1",5226,39
"203068","ENSG00000183311","TUBB","TUBB",53.07,1975313,1980539,"protein_coding","HSCHR6_MHC_QBL_CTG1",5227,39
"203068","ENSG00000224156","TUBB","TUBB",53.06,2049704,2054929,"protein_coding","HSCHR6_MHC_APD_CTG1",5226,39
"203068","ENSG00000196230","TUBB","TUBB",50.8,30717435,30725538,"protein_coding","6",8104,39
"203068","ENSG00000232575","TUBB","TUBB",53.06,2030452,2035677,"protein_coding","HSCHR6_MHC_MANN_CTG1",5226,39
"203068","ENSG00000227739","TUBB","TUBB",53.04,2199940,2205165,"protein_coding","HSCHR6_MHC_COX_CTG1",5226,39
"203068","ENSG00000235067","TUBB","TUBB",53.06,1976051,1981276,"protein_coding","HSCHR6_MHC_DBB_CTG1",5226,39
"2175","ENSG00000187741","FANCA","FANCA",50.96,89726683,89816977,"protein_coding","16",90295,47
"219793","ENSG00000166220","TBATA","TBATA",53.91,70771238,70785401,"protein_coding","10",14164,13
"222962","ENSG00000164638","SLC29A4","SLC29A4",57.46,5274369,5307194,"protein_coding","7",32826,12
"225689","ENSG00000181085","MAPK15","MAPK15",64.98,143716279,143722458,"protein_coding","8",6180,18
"225689","ENSG00000274205","MAPK15","MAPK15",65.08,193306,199505,"protein_coding","HSCHR8_3_CTG7",6200,18
"2261","ENSG00000068078","FGFR3","FGFR3",65.84,1793286,1808873,"protein_coding","4",15588,18
"22844","ENSG00000070601","FRMPD1","FRMPD1",44.2,37650862,37746904,"protein_coding","9",96043,22
"22859","ENSG00000288324","ADGRL1","ADGRL1",56.42,359902,418346,"protein_coding","HG109_PATCH",58445,50
"22859","ENSG00000072071","ADGRL1","ADGRL1",56.7,14147743,14206852,"protein_coding","19",59110,50
"23013","ENSG00000065526","SPEN","SPEN",43.57,15836095,15940456,"protein_coding","1",104362,16
"23192","ENSG00000168397","ATG4B","ATG4B",52.34,241637204,241673857,"protein_coding","2",36654,15
"23199","ENSG00000131149","GSE1","GSE1",56.58,85169525,85676204,"protein_coding","16",506680,24
"23358","ENSG00000162402","USP24","USP24",37.95,55066222,55215753,"protein_coding","1",149532,71
"23457","ENSG00000150967","ABCB9","ABCB9",52.27,122918478,122981649,"protein_coding","12",63172,20
"239","ENSG00000108839","ALOX12","ALOX12",48.88,6996049,7010754,"protein_coding","17",14706,14
"256329","ENSG00000185522","LMNTD2","LMNTD2",66.97,554850,560743,"protein_coding","11",5894,30
"256329","ENSG00000275873","LMNTD2","LMNTD2",67.09,84495,90434,"protein_coding","HSCHR11_1_CTG8",5940,30
"256933","ENSG00000183979","NPB","NPB",65.62,81900745,81902905,"protein_coding","17",2161,2
"25777","ENSG00000100242","SUN2","SUN2",54.74,38733280,38794198,"protein_coding","22",60919,22
"25794","ENSG00000186765","FSCN2","FSCN2",61.11,81528372,81542415,"protein_coding","17",14044,9
"2593","ENSG00000130005","GAMT","GAMT",64.9,1397026,1401731,"protein_coding","19",4706,6
"25930","ENSG00000076201","PTPN23","PTPN23",51.53,47381011,47413442,"protein_coding","3",32432,21
"2620","ENSG00000148935","GAS2","GAS2",36.04,22625509,22813803,"protein_coding","11",188295,16
"26233","ENSG00000285442","FBXL6","FBXL6",66.45,86034,89979,"protein_coding","HG2419_PATCH",3946,10
"26233","ENSG00000182325","FBXL6","FBXL6",66.43,144355427,144359376,"protein_coding","8",3950,10
"2624","ENSG00000179348","GATA2","GATA2",60.47,128479423,128493208,"protein_coding","3",13786,13
"26576","ENSG00000184343","SRPK3","SRPK3",64.81,153781001,153785768,"protein_coding","X",4768,21
"267010","ENSG00000276027","RNU12","RNU12",52,42615244,42615393,"snRNA","22",150,1
"283870","ENSG00000182685","BRICD5","BRICD5",65.84,2209252,2210905,"protein_coding","16",1654,4
"284325","ENSG00000188493","ACTMAP","ACTMAP",54.86,40740856,40751813,"protein_coding","19",10958,7
"284837","ENSG00000215458","AATBC","AATBC",60.18,43805758,43812567,"lncRNA","21",6810,3
"2852","ENSG00000164850","GPER1","GPER1",55.94,1082208,1094516,"protein_coding","7",12309,4
"285349","ENSG00000280661","ZNF660","ZNF660",45.57,103577,125048,"protein_coding","HG2066_PATCH",21472,10
"285349","ENSG00000144792","ZNF660","ZNF660",45.57,44578223,44599694,"protein_coding","3",21472,10
"285973","ENSG00000181652","ATG9B","ATG9B",58.12,151012209,151024499,"protein_coding","7",12291,17
"286204","ENSG00000148204","CRB2","CRB2",59.51,123356170,123380324,"protein_coding","9",24155,15
"2873","ENSG00000169727","GPS1","GPS1",66.04,82050691,82058063,"protein_coding","17",7373,7
"28992","ENSG00000133315","MACROD1","MACROD1",58.1,63998553,64166501,"protein_coding","11",167949,16
"29085","ENSG00000054148","PHPT1","PHPT1",67.18,136847994,136851043,"protein_coding","9",3050,4
"3052","ENSG00000004961","HCCS","HCCS",42.98,11111299,11123086,"protein_coding","X",11788,7
"3104","ENSG00000204859","ZBTB48","ZBTB48",57.76,6579994,6589290,"protein_coding","1",9297,6
"3108","ENSG00000243215","HLA-DMA","HLA-DMA",44.81,4347848,4369963,"protein_coding","HSCHR6_MHC_SSTO_CTG1",22116,49
"3108","ENSG00000241394","HLA-DMA","HLA-DMA",50.32,4192143,4196655,"protein_coding","HSCHR6_MHC_DBB_CTG1",4513,49
"3108","ENSG00000243719","HLA-DMA","HLA-DMA",44.81,4360810,4382925,"protein_coding","HSCHR6_MHC_COX_CTG1",22116,49
"3108","ENSG00000242685","HLA-DMA","HLA-DMA",44.82,4142920,4165041,"protein_coding","HSCHR6_MHC_QBL_CTG1",22122,49
"3108","ENSG00000239463","HLA-DMA","HLA-DMA",44.81,4247658,4269773,"protein_coding","HSCHR6_MHC_MCF_CTG1",22116,49
"3108","ENSG00000242361","HLA-DMA","HLA-DMA",50.34,4253460,4257972,"protein_coding","HSCHR6_MHC_APD_CTG1",4513,49
"3108","ENSG00000243189","HLA-DMA","HLA-DMA",44.79,4367981,4390100,"protein_coding","HSCHR6_MHC_MANN_CTG1",22120,49
"3108","ENSG00000204257","HLA-DMA","HLA-DMA",43.69,32948613,32969094,"protein_coding","6",20482,49
"3265","ENSG00000276536","HRAS","HRAS",69.01,61883,66928,"protein_coding","HSCHR11_1_CTG8",5046,18
"3265","ENSG00000174775","HRAS","HRAS",69.01,532242,537343,"protein_coding","11",5102,18
"339059","ENSG00000182376","PIEZO1-AS1","PIEZO1-AS1",64.29,88742767,88745748,"lncRNA","16",2982,2
"339403","ENSG00000173080","RXFP4","RXFP4",60.14,155941638,155943087,"protein_coding","1",1450,1
"339453","ENSG00000205090","TMEM240","TMEM240",66.8,1534778,1540624,"protein_coding","1",5847,4
"342850","ENSG00000181626","ANKRD62","ANKRD62",36.52,12093729,12129764,"protein_coding","18",36036,15
"3661","ENSG00000126456","IRF3","IRF3",57.2,49659569,49665864,"protein_coding","19",6296,6
"3665","ENSG00000185507","IRF7","IRF7",67.03,612551,615983,"protein_coding","11",3433,10
"3665","ENSG00000276561","IRF7","IRF7",67.07,142446,145898,"protein_coding","HSCHR11_1_CTG8",3453,10
"368","ENSG00000091262","ABCC6","ABCC6",49.88,16149565,16223637,"protein_coding","16",74073,67
"368","ENSG00000275331","ABCC6","ABCC6",49.86,1806848,1881517,"protein_coding","HSCHR16_1_CTG1",74670,67
"374872","ENSG00000188305","PEAK3","PEAK3",60.01,2274626,2282209,"protein_coding","19",7584,4
"375035","ENSG00000213064","SFT2D2","SFT2D2",42.01,168225938,168263172,"protein_coding","1",37235,9
"377841","ENSG00000188833","ENTPD8","ENTPD8",67.51,137434362,137441881,"protein_coding","9",7520,8
"3831","ENSG00000126214","KLC1","KLC1",49.58,103561896,103714249,"protein_coding","14",152354,23
"3856","ENSG00000170421","KRT8","KRT8",50.58,52897182,52949954,"protein_coding","12",52773,11
"388849","ENSG00000234409","CCDC188","CCDC188",66.45,20146381,20151059,"protein_coding","22",4679,9
"389813","ENSG00000232434","AJM1","AJM1",71.36,136842478,136848801,"protein_coding","9",6324,3
"3911","ENSG00000130702","LAMA5","LAMA5",61.89,62307955,62367333,"protein_coding","20",59379,81
"3992","ENSG00000149485","FADS1","FADS1",50.81,61799624,61829318,"protein_coding","11",29695,17
"400627","ENSG00000261924","LOC400627","",61.23,80966239,80971443,"lncRNA","17",5205,2
"4064","ENSG00000134061","CD180","CD180",42.96,67179613,67196799,"protein_coding","5",17187,3
"406913","ENSG00000199161","MIR126","MIR126",52.94,136670602,136670686,"miRNA","9",85,1
"4141","ENSG00000166986","MARS1","MARS1",49.29,57475445,57517702,"protein_coding","12",42258,19
"440335","ENSG00000267795","SMIM22","SMIM22",53.22,4788376,4796731,"protein_coding","16",8356,6
"5005","ENSG00000228278","ORM2","ORM2",53.57,114329777,114333741,"protein_coding","9",3965,6
"503542","ENSG00000203772","SPRN","SPRN",66.16,133420666,133424625,"protein_coding","10",3960,2
"51025","ENSG00000217930","PAM16","PAM16",56.63,4330378,4355607,"protein_coding","16",25230,20
"51025","ENSG00000282228","PAM16","PAM16",56.86,31913,56943,"protein_coding","HSCHR16_3_CTG1",25031,20
"51281","ENSG00000144504","ANKMY1","ANKMY1",49.38,240479422,240569209,"protein_coding","2",89788,24
"5133","ENSG00000188389","PDCD1","PDCD1",63.16,241849884,241858894,"protein_coding","2",9011,10
"5133","ENSG00000276977","PDCD1","PDCD1",63.14,61979,71006,"protein_coding","HSCHR2_3_CTG15",9028,10
"51710","ENSG00000197857","ZNF44","ZNF44",43.35,12224686,12294883,"protein_coding","19",70198,16
"51764","ENSG00000127588","GNG13","GNG13",65.5,798020,800770,"protein_coding","16",2751,3
"5224","ENSG00000164708","PGAM2","PGAM2",58.61,44062724,44065736,"protein_coding","7",3013,3
"534","ENSG00000234668","ATP6V1G2","ATP6V1G2",49.14,2792232,2794614,"protein_coding","HSCHR6_MHC_DBB_CTG1",2383,23
"534","ENSG00000226850","ATP6V1G2","ATP6V1G2",49.1,2849515,2851897,"protein_coding","HSCHR6_MHC_MANN_CTG1",2383,23
"534","ENSG00000206445","ATP6V1G2","ATP6V1G2",49.14,2800318,2802700,"protein_coding","HSCHR6_MHC_QBL_CTG1",2383,23
"534","ENSG00000213760","ATP6V1G2","ATP6V1G2",49.67,31544444,31548427,"protein_coding","6",3984,23
"534","ENSG00000230900","ATP6V1G2","ATP6V1G2",49.1,2886401,2888783,"protein_coding","HSCHR6_MHC_MCF_CTG1",2383,23
"534","ENSG00000234920","ATP6V1G2","ATP6V1G2",49.14,2843746,2846132,"protein_coding","HSCHR6_MHC_SSTO_CTG1",2387,23
"534","ENSG00000227587","ATP6V1G2","ATP6V1G2",49.18,3021792,3024174,"protein_coding","HSCHR6_MHC_COX_CTG1",2383,23
"5365","ENSG00000198753","PLXNB3","PLXNB3",66.13,153764179,153779346,"protein_coding","X",15168,34
"53841","ENSG00000273572","CDHR5","CDHR5",63.04,146464,155977,"protein_coding","HSCHR11_1_CTG8",9514,32
"53841","ENSG00000099834","CDHR5","CDHR5",62.9,616405,626078,"protein_coding","11",9674,32
"54587","ENSG00000162576","MXRA8","MXRA8",65.26,1352683,1361800,"protein_coding","1",9118,7
"54825","ENSG00000074276","CDHR2","CDHR2",53.82,176542511,176596284,"protein_coding","5",53774,34
"54897","ENSG00000130940","CASZ1","CASZ1",56.73,10636601,10796658,"protein_coding","1",160058,24
"54985","ENSG00000103145","HCFC1R1","HCFC1R1",63.92,3022625,3024312,"protein_coding","16",1688,2
"55063","ENSG00000078487","ZCWPW1","ZCWPW1",44.82,100400826,100428992,"protein_coding","7",28167,18
"554","ENSG00000126895","AVPR2","AVPR2",62.86,153902531,153907169,"protein_coding","X",4639,4
"55472","ENSG00000279331","RBM12B-AS1","RBM12B-AS1",48.39,93740121,93740773,"TEC","8",653,1
"55657","ENSG00000171163","ZNF692","ZNF692",54.21,248850004,248859144,"protein_coding","1",9141,10
"55663","ENSG00000083838","ZNF446","ZNF446",56.77,58474017,58483992,"protein_coding","19",9976,5
"56172","ENSG00000154122","ANKH","ANKH",43.9,14704800,14871949,"protein_coding","5",167150,15
"5662","ENSG00000059915","PSD","PSD",59.67,102402614,102421539,"protein_coding","10",18926,21
"56953","ENSG00000205309","NT5M","NT5M",49.19,17303316,17347663,"protein_coding","17",44348,8
"57335","ENSG00000187607","ZNF286A","ZNF286A",39.97,15699577,15720787,"protein_coding","17",21211,6
"57348","ENSG00000275650","TTYH1","TTYH1",58.66,397719,419194,"protein_coding","HSCHR19_4_CTG3_1",21476,76
"57348","ENSG00000167614","TTYH1","TTYH1",58.83,54415219,54436904,"protein_coding","19",21686,76
"57348","ENSG00000276537","TTYH1","TTYH1",58.86,321737,343424,"protein_coding","HSCHR19LRC_COX1_CTG3_1",21688,76
"57348","ENSG00000276887","TTYH1","TTYH1",58.86,319913,341588,"protein_coding","HSCHR19LRC_PGF1_CTG3_1",21676,76
"574407","ENSG00000162913","OBSCN-AS1","OBSCN-AS1",60.11,228203503,228213664,"lncRNA","1",10162,6
"57448","ENSG00000115760","BIRC6","BIRC6",37.58,32357019,32619582,"protein_coding","2",262564,76
"57558","ENSG00000118369","USP35","USP35",53,78188797,78215232,"protein_coding","11",26436,13
"57644","ENSG00000078814","MYH7B","MYH7B",53.87,34955810,35002440,"protein_coding","20",46631,44
"5778","ENSG00000143851","PTPN7","PTPN7",52.91,202147012,202161588,"protein_coding","1",14577,9
