"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"100130283","ENSG00000140650","LOC100130283","PMM2",47.47,8788823,8862534,"protein_coding","16",73712,9
"100130357","ENSG00000215022","LOC100130357","",46.94,13264861,13295586,"lncRNA","6",30726,8
"100130480","ENSG00000265944","LINC01387","LINC01387",40.03,6413730,6590653,"lncRNA","18",176924,11
"100130548","ENSG00000235138","LOC100130548","",61.63,134054290,134058805,"lncRNA","9",4516,3
"100130880","ENSG00000237243","CREB3L2-AS1","CREB3L2-AS1",42.22,137953348,137957966,"lncRNA","7",4619,4
"100130894","ENSG00000214353","VAC14-AS1","VAC14-AS1",52.56,70755035,70773251,"lncRNA","16",18217,5
"100131094","ENSG00000205790","DPP9-AS1","DPP9-AS1",58.06,4679282,4695017,"lncRNA","19",15736,3
"100131117","ENSG00000241560","ZBTB20-AS1","ZBTB20-AS1",39.77,114351771,114388978,"lncRNA","3",37208,12
"100131193","ENSG00000228544","CCDC183-AS1","CCDC183-AS1",64.67,136803927,136808848,"lncRNA","9",4922,5
"100131726","ENSG00000204949","SACK1A-AS1","FAM83A-AS1",46.65,123193501,123202743,"lncRNA","8",9243,5
"100132273","ENSG00000237037","NDUFA6-DT","NDUFA6-DT",48.49,42090931,42137742,"lncRNA","22",46812,46
"100132677","ENSG00000226913","BSN-DT","BSN-DT",50.72,49534453,49554374,"lncRNA","3",19922,6
"100133053","ENSG00000235699","CXorf51B","CXorf51B",49.77,146809771,146810411,"protein_coding","X",641,2
"100133205","ENSG00000224843","LINC00240","LINC00240",36.83,26956915,27059749,"lncRNA","6",102835,11
"100133957","ENSG00000267064","UXT-AS1","UXT-AS1",41.18,47658833,47692326,"lncRNA","X",33494,5
"100134015","ENSG00000235958","UBOX5-AS1","UBOX5-AS1",47.66,3106880,3150867,"lncRNA","20",43988,9
"100134317","ENSG00000267053","CYKILR","CYKILR",59.4,36257608,36321294,"lncRNA","19",63687,8
"10014","ENSG00000108840","HDAC5","HDAC5",55.66,44076746,44123702,"protein_coding","17",46957,26
"100151683","ENSG00000264229","RNU4ATAC","RNU4ATAC",44.62,121530880,121531009,"snRNA","2",130,1
"100151684","ENSG00000221676","RNU6ATAC","RNU6ATAC",50,134164439,134164564,"snRNA","9",126,1
"100170229","ENSG00000226763","SRRM5","SRRM5",50.64,43596617,43614498,"protein_coding","19",17882,1
"100188847","ENSG00000221656","MIR1225","MIR1225",74.44,2090195,2090284,"miRNA","16",90,1
"100188893","ENSG00000214736","TOMM6","TOMM6",42.04,41787620,41872570,"protein_coding","6",84951,3
"10019","ENSG00000111252","SH2B3","SH2B3",54.35,111404986,111451623,"protein_coding","12",46638,10
"10026","ENSG00000142892","PIGK","PIGK",35.85,77088981,77219508,"protein_coding","1",130528,11
"100268168","ENSG00000204758","RPL26L1-AS1","RPL26L1-AS1",50.06,172954666,172960081,"lncRNA","5",5416,6
"100270680","ENSG00000249375","CASC11","CASC11",44.87,127686343,127739022,"lncRNA","8",52680,13
"100271873","ENSG00000268257","AIRN","AIRN",48.93,160002409,160007664,"lncRNA","6",5256,2
"100286844","ENSG00000258057","BCDIN3D-AS1","BCDIN3D-AS1",44.96,49827913,49841143,"lncRNA","12",13231,5
"100286938","ENSG00000232998","VPS13A-AS1","VPS13A-AS1",62.25,77176594,77178201,"lncRNA","9",1608,3
"100287036","ENSG00000261253","LOC100287036","",57.22,89320452,89325110,"lncRNA","16",4659,4
"100287042","ENSG00000263843","MIF4GD-DT","MIF4GD-DT",60.78,75271369,75273895,"lncRNA","17",2527,1
"100287049","ENSG00000228606","DCAF8-DT","DCAF8-DT",45.01,160261682,160281935,"lncRNA","1",20254,6
"100287596","ENSG00000304823","DDX11L5","",57.31,10990,14538,"lncRNA","9",3549,5
"100287944","ENSG00000257545","RFX4-AS1","",42.25,106488804,106774956,"lncRNA","12",286153,12
"100288123","ENSG00000267244","LOC100288123","",64.55,1822089,1824542,"lncRNA","19",2454,3
"100288198","ENSG00000270362","HMGN3-AS1","HMGN3-AS1",41.16,79233697,79244087,"lncRNA","6",10391,2
"100289061","ENSG00000237781","ADAMTSL4-AS2","ADAMTSL4-AS2",61.01,150548562,150557724,"lncRNA","1",9163,6
"100289274","ENSG00000247400","DNAJC3-DT","DNAJC3-DT",39.39,95648711,95677367,"lncRNA","13",28657,5
"100289341","ENSG00000268996","MAN1B1-DT","MAN1B1-DT",60.58,137084946,137086817,"lncRNA","9",1872,1
"100302132","ENSG00000283799","MIR1182","MIR1182",58.76,231019828,231019924,"miRNA","1",97,1
"100302137","ENSG00000284433","MIR1914","MIR1914",71.25,63941465,63941544,"miRNA","20",80,1
"100302182","ENSG00000283476","MIR1279","MIR1279",29.03,69273157,69273218,"miRNA","12",62,1
"100302226","ENSG00000221410","MIR1238","MIR1238",68.67,10552122,10552204,"miRNA","19",83,1
"100302232","ENSG00000221585","MIR1226","MIR1226",64,47849555,47849629,"miRNA","3",75,1
"100302238","ENSG00000283612","MIR103B1","MIR103B1",46.77,168560904,168560965,"miRNA","5",62,1
"100302254","ENSG00000221792","MIR1282","MIR1282",54.46,43793659,43793759,"miRNA","15",101,1
"100302256","ENSG00000221540","MIR1180","MIR1180",69.57,19344506,19344574,"miRNA","17",69,1
"100302283","ENSG00000221411","MIR1227","MIR1227",69.32,2234062,2234149,"miRNA","19",88,1
"100303491","ENSG00000238057","ZEB2-AS1","ZEB2-AS1",43,144517978,144521477,"lncRNA","2",3500,5
"100303728","ENSG00000224281","SLC25A5-AS1","SLC25A5-AS1",51.18,119465986,119469783,"lncRNA","X",3798,2
"100306951","ENSG00000236618","PITPNA-AS1","PITPNA-AS1",53.64,1516815,1518106,"lncRNA","17",1292,2
"100313829","ENSG00000221510","MIR548O","MIR548O",35.96,102405742,102405855,"miRNA","7",114,1
"100313839","ENSG00000252454","MIR2114","MIR2114",55,150228004,150228083,"miRNA","X",80,1
"100316904","ENSG00000205307","SAP25","SAP25",68.32,100572228,100573916,"protein_coding","7",1689,4
"100379132","ENSG00000206650","SNORA70G","SNORA70G",52.82,68627234,68627375,"snoRNA","12",142,1
"100379345","ENSG00000224020","MIR181A2HG","MIR181A2HG",38.14,124658400,124698635,"lncRNA","9",40236,3
"100422832","ENSG00000284411","MIR3191","MIR3191",65.79,47226944,47227019,"miRNA","19",76,1
"100422842","ENSG00000207617","MIR3074","MIR3074",54.32,95086014,95086094,"miRNA","9",81,1
"100422845","ENSG00000221065","MIR1233-2","MIR1233-2",73.17,34528290,34528371,"miRNA","15",82,1
"100422885","ENSG00000283498","MIR1244-2","MIR1244-2",31.76,118974586,118974670,"miRNA","5",85,1
"100422897","ENSG00000283603","MIR4302","MIR4302",51.67,25874020,25874079,"miRNA","12",60,1
"100422899","ENSG00000265134","MIR3190","MIR3190",66.25,47226942,47227021,"miRNA","19",80,1
"100422929","ENSG00000265418","MIR4261","MIR4261",60.34,10192614,10192671,"miRNA","2",58,1
"100422944","ENSG00000266189","MIR3186","MIR3186",56.47,81451104,81451188,"miRNA","17",85,2
"100422944","ENSG00000291415","MIR3186","MIR3186",56.47,107309,107393,"miRNA","HG1369_PATCH",85,2
"100422951","ENSG00000265725","MIR3144","MIR3144",35.44,120015179,120015257,"miRNA","6",79,1
"100422991","ENSG00000266192","MIR1260B","MIR1260B",56.18,96341438,96341526,"miRNA","11",89,1
"100423005","ENSG00000266180","MIR4282","MIR4282",40.3,72967687,72967753,"miRNA","6",67,1
"100423039","ENSG00000265252","MIR3132","MIR3132",61.33,219549073,219549147,"miRNA","2",75,1
"100423040","ENSG00000266581","MIR3166","MIR3166",40.22,88176502,88176593,"miRNA","11",92,1
"100423041","ENSG00000264572","MIR4296","MIR4296",56.82,125032783,125032870,"miRNA","10",88,1
"100423043","ENSG00000265215","MIR4269","MIR4269",61.9,239305462,239305545,"miRNA","2",84,1
"10045","ENSG00000125731","SH2D3A","SH2D3A",52.23,6751899,6768109,"protein_coding","19",16211,9
"100499227","ENSG00000245248","USP2-AS1","USP2-AS1",48.96,119356467,119659284,"lncRNA","11",302818,36
"100500814","ENSG00000264901","MIR3616","MIR3616",54.35,47166967,47167058,"miRNA","20",92,1
"100500856","ENSG00000266016","MIR548Z","MIR548Z",34.02,64622509,64622605,"miRNA","12",97,1
"100500863","ENSG00000207704","MIR548AA1","MIR548AA1",32.99,123348034,123348130,"miRNA","8",97,1
"100500872","ENSG00000283874","MIR3911","MIR3911",55.05,127690687,127690795,"miRNA","9",109,1
"100500873","ENSG00000266509","MIR3934","MIR3934",54.21,33698128,33698234,"miRNA","6",107,1
"100505666","ENSG00000232093","DCST1-AS1","DCST1-AS1",54.88,155045191,155051172,"lncRNA","1",5982,6
"100505696","ENSG00000224660","SH3BP5-AS1","SH3BP5-AS1",45.54,15254184,15264515,"lncRNA","3",10332,3
"100505716","ENSG00000223522","BABAM2-AS2","BABAM2-AS2",43.91,28307063,28310560,"lncRNA","2",3498,2
"100505718","ENSG00000253658","LINC01592","LINC01592",36.8,68852582,69254715,"lncRNA","8",402134,18
"100505967","ENSG00000258548","LINC00645","LINC00645",33.66,27529238,27639636,"lncRNA","14",110399,8
"100506025","ENSG00000229688","CRPPA-AS1","CRPPA-AS1",35.97,16210474,16270604,"lncRNA","7",60131,10
"100506071","ENSG00000258525","COCH-AS1","COCH-AS1",39.27,30876179,30889808,"lncRNA","14",13630,4
"100506098","ENSG00000233834","GIRGL","GIRGL",38.34,20188113,20221710,"lncRNA","7",33598,9
"100506126","ENSG00000232139","LINC00867","LINC00867",38.86,118341437,118398468,"lncRNA","10",57032,9
"100506175","ENSG00000234693","RIPOR3-AS1","RIPOR3-AS1",48.12,50645471,50662299,"lncRNA","20",16829,6
"100506235","ENSG00000233230","LOC100506235","",43.45,47904971,47920233,"lncRNA","2",15263,11
"100506281","ENSG00000290455","LOC100506281","",61.16,75226074,75228197,"lncRNA","16",2124,4
"100506281","ENSG00000293524","LOC100506281","",61.16,56290,58413,"lncRNA","HSCHR16_5_CTG3_1",2124,4
"100506305","ENSG00000251381","LINC00958","LINC00958",43.59,12961541,12989597,"lncRNA","11",28057,8
"100506319","ENSG00000283036","LINC01988","LINC01988",47.65,44424111,44429531,"lncRNA","3",5421,5
"100506321","ENSG00000259118","MAX-AS1","MAX-AS1",40.75,65082034,65101628,"lncRNA","14",19595,6
"100506365","ENSG00000253738","OTUD6B-AS1","OTUD6B-AS1",35.85,91059318,91070583,"lncRNA","8",11266,3
"100506385","ENSG00000234380","LINC01426","LINC01426",43.06,34745725,34784886,"lncRNA","21",39162,5
"100506462","ENSG00000249700","SRD5A3-AS1","SRD5A3-AS1",43.43,55363971,55396096,"lncRNA","4",32126,19
"100506469","ENSG00000236144","TMEM147-AS1","TMEM147-AS1",56.78,35540731,35546029,"lncRNA","19",5299,2
"100506504","ENSG00000182873","PRKCZ-AS1","PRKCZ-AS1",57.78,2181794,2184389,"lncRNA","1",2596,3
"100506540","ENSG00000247595","MISFA","MISFA",43.98,18588781,18610255,"protein_coding","11",21475,8
"100506686","ENSG00000259673","IQCH-AS1","IQCH-AS1",39.64,67290636,67521898,"lncRNA","15",231263,15
"100506733","ENSG00000234736","FAM170B-AS1","FAM170B-AS1",44.33,49121834,49151555,"lncRNA","10",29722,10
"100506779","ENSG00000265148","TSPOAP1-AS1","TSPOAP1-AS1",46.31,58324472,58415766,"lncRNA","17",91295,14
"100506881","ENSG00000236753","MKLN1-AS","MKLN1-AS",41.94,131309469,131328312,"lncRNA","7",18844,4
"100506937","ENSG00000225881","LOC100506937","",47.35,132758970,132760741,"lncRNA","7",1772,2
"100507118","ENSG00000258725","PRC1-AS1","PRC1-AS1",44.84,90966340,90988625,"lncRNA","15",22286,6
"100507171","ENSG00000225439","BOLA3-DT","BOLA3-DT",42.28,74147044,74156983,"lncRNA","2",9940,5
"100507203","ENSG00000256162","SMLR1","SMLR1",39.58,130827406,130848147,"protein_coding","6",20742,2
"100507218","ENSG00000267128","RNF157-AS1","RNF157-AS1",54.17,76138425,76154650,"lncRNA","17",16226,10
"100507300","ENSG00000244926","ALKBH3-AS1","ALKBH3-AS1",40.54,43909289,43920944,"lncRNA","11",11656,6
"100507316","ENSG00000253716","MINCR","MINCR",49.84,143280147,143281713,"lncRNA","8",1567,1
"100507331","ENSG00000272589","ZSWIM8-AS1","ZSWIM8-AS1",56.14,73796514,73801399,"lncRNA","10",4886,4
"100507347","ENSG00000229124","VIM-AS1","VIM-AS1",43.73,17214239,17230029,"lncRNA","10",15791,7
"100507377","ENSG00000251138","LINC02882","LINC02882",35.06,73621834,74509544,"lncRNA","12",887711,31
"100507458","ENSG00000263072","ZNF213-AS1","ZNF213-AS1",54.64,3100696,3150562,"lncRNA","16",49867,7
"100507475","ENSG00000231908","IDH1-AS1","IDH1-AS1",56.38,208254173,208256233,"lncRNA","2",2061,4
"100507507","ENSG00000232533","FAM131B-AS2","FAM131B-AS2",49.02,143365046,143382339,"lncRNA","7",17294,4
"100507557","ENSG00000235652","EPM2A-DT","EPM2A-DT",36.86,145799409,145911493,"lncRNA","6",112085,19
"100507564","ENSG00000226754","MAGOH-DT","MAGOH-DT",42.59,53238537,53246482,"lncRNA","1",7946,5
"100507567","ENSG00000269386","RAB11B-AS1","RAB11B-AS1",50.07,8368304,8390685,"lncRNA","19",22382,8
"100507582","ENSG00000235831","BHLHE40-AS1","BHLHE40-AS1",40.8,4896806,4980414,"lncRNA","3",83609,9
"100507588","ENSG00000260001","TGFBR3L","TGFBR3L",64.85,7914760,7919097,"protein_coding","19",4338,6
"100507639","ENSG00000248810","LINC02432","LINC02432",38.71,141302910,141357096,"lncRNA","4",54187,10
"100507650","ENSG00000215277","RNF212B","RNF212B",41.14,23185316,23273477,"protein_coding","14",88162,19
"100528030","ENSG00000259075","POC1B-GALNT4","POC1B-GALNT4",44.97,89519408,89526262,"protein_coding","12",6855,3
"100532726","ENSG00000259112","NDUFC2-KCTD14","NDUFC2-KCTD14",47.83,78016971,78079865,"protein_coding","11",62895,4
"100533107","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B",59.83,63659300,63698684,"protein_coding","20",39385,33
"100616124","ENSG00000284427","MIR4647","MIR4647",62.5,44254206,44254285,"miRNA","6",80,1
"100616132","ENSG00000265178","MIR4728","MIR4728",67.16,39726495,39726561,"miRNA","17",67,1
"100616158","ENSG00000264741","MIR4505","MIR4505",68.49,73758747,73758819,"miRNA","14",73,1
"100616195","ENSG00000264733","MIR4718","MIR4718",47.06,12720321,12720371,"miRNA","16",51,1
"100616211","ENSG00000283944","MIR4709","MIR4709",48.61,74480133,74480204,"miRNA","14",72,1
"100616240","ENSG00000284388","MIR4496","MIR4496",44.26,108635810,108635870,"miRNA","12",61,1
"100616241","ENSG00000264004","MIR4717","MIR4717",59.72,2274620,2274691,"miRNA","16",72,1
"100616279","ENSG00000283665","MIR3974","MIR3974",38.54,17673299,17673394,"miRNA","12",96,1
"100616282","ENSG00000283853","MIR4738","MIR4738",54.02,75784521,75784607,"miRNA","17",87,1
"100616294","ENSG00000291414","MIR4740","MIR4740",68.25,55354,55416,"miRNA","HG1369_PATCH",63,2
"100616294","ENSG00000266392","MIR4740","MIR4740",68.25,81400716,81400778,"miRNA","17",63,2
"100616323","ENSG00000266852","MIR4482","MIR4482",48.57,104268336,104268405,"miRNA","10",70,1
"100616367","ENSG00000284596","MIR4467","MIR4467",66.67,102471469,102471531,"miRNA","7",63,1
"100616371","ENSG00000266437","MIR4746","MIR4746",67.61,4445978,4446048,"miRNA","19",71,1
"100616530","ENSG00000253773","CFAP418-AS1","CFAP418-AS1",40.05,95204456,95811254,"lncRNA","8",606799,22
"100652740","ENSG00000261359","PYCARD-AS1","PYCARD-AS1",61.82,31201486,31203452,"lncRNA","16",1967,4
"100652768","ENSG00000304501","LOC100652768","",58.12,117195612,117200028,"lncRNA","11",4417,7
"100652770","ENSG00000264859","DSG2-AS1","DSG2-AS1",40.22,31542146,31556948,"lncRNA","18",14803,7
"100652856","ENSG00000226250","LINC00408","LINC00408",36.59,18905419,18935554,"lncRNA","13",30136,8
"100652871","ENSG00000206090","LOC100652871","",53.73,23939998,23942798,"unprocessed_pseudogene","22",2801,6
"100652871","ENSG00000281065","LOC100652871","",53.73,176360,179160,"unprocessed_pseudogene","HSCHR22_1_CTG7",2801,6
"10068","ENSG00000137496","IL18BP","IL18BP",56.96,71998613,72007315,"protein_coding","11",8703,5
"10082","ENSG00000183098","GPC6","GPC6",37.14,93226807,94408020,"protein_coding","13",1181214,9
"10084","ENSG00000292208","PQBP1","PQBP1",54.42,49032,62237,"protein_coding","HSCHRX_3_CTG3",13206,6
"10084","ENSG00000102103","PQBP1","PQBP1",54.41,48890197,48903640,"protein_coding","X",13444,6
"100847075","ENSG00000264056","MIR5685","MIR5685",58.23,53276993,53277071,"miRNA","6",79,1
"100852407","ENSG00000247473","CARS1-AS1","CARS1-AS1",47.09,3029009,3041260,"lncRNA","11",12252,4
"100852407","ENSG00000282355","CARS1-AS1","CARS1-AS1",47.02,260066,272285,"lncRNA","HSCHR11_1_CTG7",12220,4
"100861402","ENSG00000227617","CERS6-AS1","CERS6-AS1",41.62,168771951,168786961,"lncRNA","2",15011,10
"100861507","ENSG00000280541","FTCD-AS1","FTCD-AS1",61.41,10673,11706,"lncRNA","HSCHR21_5_CTG2",1034,4
"100861507","ENSG00000237338","FTCD-AS1","FTCD-AS1",61.41,46151614,46152647,"lncRNA","21",1034,4
"100861513","ENSG00000227409","ZMYM4-AS1","ZMYM4-AS1",35.74,35358822,35366077,"lncRNA","1",7256,2
"100861516","ENSG00000237328","RAI1-AS1","RAI1-AS1",55.13,17758962,17774684,"lncRNA","17",15723,4
"100861518","ENSG00000237714","P4HA2-AS1","P4HA2-AS1",37.3,132184876,132192808,"lncRNA","5",7933,5
"100861548","ENSG00000117242","PINK1-AS","PINK1-AS",49.29,20642657,20652193,"lncRNA","1",9537,3
"100861549","ENSG00000260388","LINC00562","LINC00562",40.65,47930153,47932622,"lncRNA","13",2470,1
"100862680","ENSG00000256193","LINC00507","LINC00507",40.33,127914707,127960028,"lncRNA","12",45322,10
"100873165","ENSG00000230806","SRGAP2-AS1","SRGAP2-AS1",43.4,121360156,121398806,"lncRNA","1",38651,6
"100873941","ENSG00000224855","OPA1-AS1","OPA1-AS1",33.58,193618609,193627337,"lncRNA","3",8729,3
"100873945","ENSG00000239718","HLTF-AS1","HLTF-AS1",43.88,149086332,149102823,"lncRNA","3",16492,3
"100873947","ENSG00000232832","LMLN-AS1","LMLN-AS1",41.07,198027956,198081921,"lncRNA","3",53966,3
"100873949","ENSG00000231871","IPO9-AS1","IPO9-AS1",46.27,201688259,201829559,"lncRNA","1",141301,6
"100873982","ENSG00000223882","ABCC5-AS1","ABCC5-AS1",42.17,184006338,184011419,"lncRNA","3",5082,3
"100874001","ENSG00000225578","NCBP2-AS1","NCBP2-AS1",50.45,196939877,196942534,"lncRNA","3",2658,3
"100874041","ENSG00000228598","MACC1-AS1","MACC1-AS1",38.35,20121053,20153542,"lncRNA","7",32490,7
"100874048","ENSG00000237883","DGUOK-AS1","DGUOK-AS1",45.52,73927769,73986660,"lncRNA","2",58892,18
"100874064","ENSG00000228842","PCDH9-AS2","PCDH9-AS2",34.16,66825169,66929890,"lncRNA","13",104722,10
"100874087","ENSG00000225263","PCDH9-AS4","PCDH9-AS3",34.05,66977432,67002007,"lncRNA","13",24576,6
"100874109","ENSG00000291498","CNOT10-AS1","CNOT10-AS1",39.06,98861,105680,"lncRNA","HG2077_PATCH",6820,4
"100874109","ENSG00000251224","CNOT10-AS1","CNOT10-AS1",39.06,32730635,32737454,"lncRNA","3",6820,4
"100874111","ENSG00000229867","STEAP3-AS1","STEAP3-AS1",48.87,119244422,119270714,"lncRNA","2",26293,4
"100874188","ENSG00000223685","LINC00571","LINC00571",36.03,38050817,38350284,"lncRNA","13",299468,14
"100874195","ENSG00000227528","DIAPH3-AS1","DIAPH3-AS1",36.81,60012709,60044357,"lncRNA","13",31649,7
"100874201","ENSG00000240254","B4GALT4-AS1","B4GALT4-AS1",40.47,119226469,119290666,"lncRNA","3",64198,4
"100874205","ENSG00000232684","ATP11A-AS1","ATP11A-AS1",49.52,112745449,112754693,"lncRNA","13",9245,2
"100874214","ENSG00000235897","TM4SF19-AS1","TM4SF19-AS1",51.65,196318288,196325570,"lncRNA","3",7283,3
"100874222","ENSG00000234377","OBI1-AS1","OBI1-AS1",37.17,77919689,78617334,"lncRNA","13",697646,12
"100874249","ENSG00000255867","DENND5B-AS1","DENND5B-AS1",44.76,31589920,31642466,"lncRNA","12",52547,7
"100874351","ENSG00000242207","HOXB-AS4","HOXB-AS4",52.24,48628675,48634932,"lncRNA","17",6258,3
"100874362","ENSG00000230148","HOXB-AS1","HOXB-AS1",51.79,48543002,48554788,"lncRNA","17",11787,11
"100874364","ENSG00000250133","HOXC-AS2","HOXC-AS2",59.95,53993810,53996785,"lncRNA","12",2976,3
"10098","ENSG00000168785","TSPAN5","TSPAN5",41.95,98470365,98658713,"protein_coding","4",188349,12
"100996263","ENSG00000236866","TENT5C-DT","TENT5C-DT",45.81,117596830,117606654,"lncRNA","1",9825,5
"100996307","ENSG00000213904","LIPE-AS1","LIPE-AS1",45.08,42387222,42796422,"lncRNA","19",409201,32
"100996318","ENSG00000291123","LOC100996318","H2BP1",42.33,121085895,121118640,"lncRNA","1",32746,2
"100996404","ENSG00000234884","GRK3-AS1","GRK3-AS1",44.2,25524674,25565762,"lncRNA","22",41089,8
"100996478","ENSG00000260840","LINC01964","LINC01964",41.53,85015876,85067347,"lncRNA","2",51472,2
"100996485","ENSG00000224186","PITX1-AS1","PITX1-AS1",47.57,135033280,135358219,"lncRNA","5",324940,25
"10103","ENSG00000117472","TSPAN1","TSPAN1",51.97,46173780,46196490,"protein_coding","1",22711,10
"10105","ENSG00000108179","PPIF","PPIF",55.6,79347461,79355350,"protein_coding","10",7890,6
"101060264","ENSG00000234753","FOXP4-AS1","FOXP4-AS1",50.88,41436972,41562194,"lncRNA","6",125223,13
"101154753","ENSG00000281450","PANDAR","PANDAR",49.87,36673621,36675126,"lncRNA","6",1506,1
"101243545","ENSG00000240567","LINC02067","LINC02067",38.51,161426427,161448242,"lncRNA","3",21816,4
"10125","ENSG00000172575","RASGRP1","RASGRP1",41.82,38488103,38565575,"protein_coding","15",77473,19
"101409261","ENSG00000229873","OGFR-AS1","OGFR-AS1",60.75,62800601,62805971,"lncRNA","20",5371,3
"101410535","ENSG00000224699","LAMTOR5-AS1","LAMTOR5-AS1",43.14,110347116,110443817,"lncRNA","1",96702,13
"101410543","ENSG00000230266","XXYLT1-AS2","XXYLT1-AS2",45.54,195147723,195152858,"lncRNA","3",5136,2
"10161","ENSG00000139679","LPAR6","LPAR6",35.61,48327364,48444704,"protein_coding","13",117341,16
"10179","ENSG00000076053","RBM7","RBM7",38.27,114400030,114414203,"protein_coding","11",14174,8
"101805492","ENSG00000249395","CASC9","CASC9",35.85,75120407,75352327,"lncRNA","8",231921,11
"10190","ENSG00000115514","TXNDC9","TXNDC9",42.55,99306476,99340702,"protein_coding","2",34227,8
"101926913","ENSG00000234350","ERICH2-DT","ERICH2-DT",42.25,170700343,170818037,"lncRNA","2",117695,23
"101926924","ENSG00000226159","LINC01375","LINC01375",39.37,89886653,89957388,"lncRNA","10",70736,7
"101927000","ENSG00000229380","PRKAR1B-AS2","PRKAR1B-AS2",60.09,561937,565619,"lncRNA","7",3683,2
"101927021","ENSG00000229043","ZFAND2A-DT","ZFAND2A-DT",51.66,1160374,1165607,"lncRNA","7",5234,2
"101927051","ENSG00000233360","PDXP-DT","PDXP-DT",55.25,37641832,37658377,"lncRNA","22",16546,6
"101927057","ENSG00000291720","LOC101927057","OMG",38.22,351187,376701,"protein_coding","HG2407_PATCH",25515,8
"101927057","ENSG00000126861","LOC101927057","OMG",38.2,31272013,31297539,"protein_coding","17",25527,8
"101927086","ENSG00000308298","KLF9-DT","",42.7,70414008,70640314,"lncRNA","9",226307,19
"101927111","ENSG00000241316","SUCLG2-DT","SUCLG2-DT",38.33,67654585,67947713,"lncRNA","3",293129,15
"101927117","ENSG00000226648","PLCG1-AS1","PLCG1-AS1",43.01,41098019,41138003,"lncRNA","20",39985,10
"101927234","ENSG00000289993","LOC101927234","",42.83,72520318,72527964,"lncRNA","9",7647,6
