"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"100302156","ENSG00000283912","MIR1229","MIR1229",66.67,563851,563919,"miRNA","HG30_PATCH",69,2
"100302183","ENSG00000284125","MIR1825","MIR1825",64.15,32237795,32237847,"miRNA","20",53,1
"100302197","ENSG00000284464","MIR1306","MIR1306",58.82,20086058,20086142,"miRNA","22",85,1
"100302210","ENSG00000284216","MIR1909","MIR1909",72.5,1816159,1816238,"miRNA","19",80,1
"100302232","ENSG00000221585","MIR1226","MIR1226",64,47849555,47849629,"miRNA","3",75,1
"100302237","ENSG00000284015","MIR1281","MIR1281",66.67,41092513,41092566,"miRNA","22",54,1
"100302283","ENSG00000221411","MIR1227","MIR1227",69.32,2234062,2234149,"miRNA","19",88,1
"100316904","ENSG00000205307","SAP25","SAP25",68.32,100572228,100573916,"protein_coding","7",1689,4
"100419170","ENSG00000290441","LOC100419170","",41.4,153640168,153681180,"lncRNA","4",41013,3
"100422860","ENSG00000265806","MIR4292","MIR4292",70.15,136830957,136831023,"miRNA","9",67,1
"100422899","ENSG00000265134","MIR3190","MIR3190",66.25,47226942,47227021,"miRNA","19",80,1
"100422945","ENSG00000266104","MIR4326","MIR4326",64.41,63286808,63286866,"miRNA","20",59,1
"100422997","ENSG00000264553","MIR4257","MIR4257",56.98,150551929,150552014,"miRNA","1",86,1
"100423011","ENSG00000264931","MIR3138","MIR3138",67.07,10078611,10078692,"miRNA","4",82,1
"100423031","ENSG00000284272","MIR4321","MIR4321",72.5,2250639,2250718,"miRNA","19",80,1
"100423037","ENSG00000266235","MIR3176","MIR3176",74.44,543277,543366,"miRNA","16",90,1
"100500810","ENSG00000284163","MIR3620","MIR3620",70.89,228097263,228097341,"miRNA","1",79,1
"100500827","ENSG00000284542","MIR3614","MIR3614",50,56891270,56891355,"miRNA","17",86,1
"100500843","ENSG00000264295","MIR3922","MIR3922",55.95,104591633,104591716,"miRNA","12",84,1
"100500857","ENSG00000265828","MIR3939","MIR3939",54.72,166997807,166997912,"miRNA","6",106,1
"100500869","ENSG00000265456","MIR3672","MIR3672",30.49,121370972,121371053,"miRNA","X",82,1
"100500882","ENSG00000264139","MIR3667","MIR3667",50,49543393,49543466,"miRNA","22",74,1
"100500888","ENSG00000284159","MIR3940","MIR3940",56.86,6416410,6416511,"miRNA","19",102,1
"100505573","ENSG00000259330","INAFM2","INAFM2",55.89,40323692,40326715,"protein_coding","15",3024,1
"100506457","ENSG00000224184","MIR3681HG","MIR3681HG",41.01,11829690,12702919,"lncRNA","2",873230,34
"100507290","ENSG00000261221","ZNF865","ZNF865",58.17,55605502,55617269,"protein_coding","19",11768,2
"100507347","ENSG00000229124","VIM-AS1","VIM-AS1",43.73,17214239,17230029,"lncRNA","10",15791,7
"100507588","ENSG00000260001","TGFBR3L","TGFBR3L",64.85,7914760,7919097,"protein_coding","19",4338,6
"100526833","ENSG00000284874","SEPT5-GP1BB","",67.15,19717220,19724772,"protein_coding","22",7553,12
"100528021","ENSG00000259332","ST20-MTHFS","ST20-MTHFS",40.68,79845150,79923754,"protein_coding","15",78605,5
"100529144","ENSG00000278760","CORO7-PAM16","CORO7-PAM16",57.5,40615,122817,"protein_coding","HSCHR16_3_CTG1",82203,66
"100529144","ENSG00000103426","CORO7-PAM16","CORO7-PAM16",57.43,4340251,4420494,"protein_coding","16",80244,66
"100532737","ENSG00000254870","ATP6V1G2-DDX39B","ATP6V1G2-DDX39B",47.36,31530219,31546608,"protein_coding","6",16390,92
"100533107","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B",59.83,63659300,63698684,"protein_coding","20",39385,33
"100534595","ENSG00000234857","HNRNPUL2-BSCL2","HNRNPUL2-BSCL2",48.92,62690275,62727384,"protein_coding","11",37110,23
"100616167","ENSG00000284585","MIR4722","MIR4722",71.67,88716278,88716337,"miRNA","16",60,1
"100616178","ENSG00000266494","MIR4641","MIR4641",66.67,41598723,41598788,"miRNA","6",66,1
"100616313","ENSG00000265954","MIR4749","MIR4749",70.49,49854591,49854651,"miRNA","19",61,1
"100616318","ENSG00000265660","MIR4664","MIR4664",66.2,143733083,143733153,"miRNA","8",71,1
"100616340","ENSG00000284074","MIR4758","MIR4758",74.65,62332487,62332557,"miRNA","20",71,1
"100616358","ENSG00000284276","MIR4800","MIR4800",58.75,2250077,2250156,"miRNA","4",80,1
"100616368","ENSG00000264102","MIR4688","MIR4688",63.86,46376402,46376484,"miRNA","11",83,1
"100616371","ENSG00000266437","MIR4746","MIR4746",67.61,4445978,4446048,"miRNA","19",71,1
"100616414","ENSG00000284031","MIR4761","MIR4761",62.2,19963753,19963834,"miRNA","22",82,1
"100616417","ENSG00000264279","MIR4786","MIR4786",60,239943015,239943094,"miRNA","2",80,1
"100616453","ENSG00000284525","MIR4687","MIR4687",65,3856062,3856141,"miRNA","11",80,1
"100616482","ENSG00000264610","MIR4685","MIR4685",59.42,98431292,98431360,"miRNA","10",69,1
"10075","ENSG00000086758","HUWE1","HUWE1",41.2,53532096,53686752,"protein_coding","X",154657,89
"10078","ENSG00000184281","TSSC4","TSSC4",62.64,2400488,2403878,"protein_coding","11",3391,4
"100847028","ENSG00000266124","MIR5587","MIR5587",64.15,535316,535368,"miRNA","16",53,1
"100847057","ENSG00000263456","MIR5189","MIR5189",67.54,88468918,88469031,"miRNA","16",114,1
"100862671","ENSG00000281991","TMEM265","TMEM265",51.39,30737880,30745196,"protein_coding","16",7317,3
"10087","ENSG00000113163","CERT1","CERT1",37.4,75356345,75512138,"protein_coding","5",155794,19
"10095","ENSG00000130429","ARPC1B","ARPC1B",55.83,99374226,99398124,"protein_coding","7",23899,21
"100996342","ENSG00000235478","LINC01664","LINC01664",50.74,17119519,17132113,"lncRNA","22",12595,10
"100996425","ENSG00000260896","ARLNC1","ARLNC1",38.7,80826074,80892682,"lncRNA","16",66609,26
"10101","ENSG00000095906","NUBP2","NUBP2",62.14,1782932,1789189,"protein_coding","16",6258,6
"10111","ENSG00000113522","RAD50","RAD50",38.81,132556019,132646349,"protein_coding","5",90331,35
"10113","ENSG00000138073","PREB","PREB",56.53,27129153,27134689,"protein_coding","2",5537,6
"10114","ENSG00000110422","HIPK3","HIPK3",38.83,33256672,33357023,"protein_coding","11",100352,20
"10120","ENSG00000115073","ACTR1B","ACTR1B",58.66,97655939,97664114,"protein_coding","2",8176,20
"10120","ENSG00000291597","ACTR1B","ACTR1B",58.52,581970,590075,"protein_coding","HG2275_PATCH",8106,20
"10121","ENSG00000138107","ACTR1A","ACTR1A",50.5,102461881,102502744,"protein_coding","10",40864,12
"101410538","ENSG00000126005","MMP24OS","MMP24OS",47.16,35201745,35278131,"protein_coding","20",76387,2
"1017","ENSG00000123374","CDK2","CDK2",47.7,55966781,55972789,"protein_coding","12",6009,6
"10188","ENSG00000061938","TNK2","TNK2",58.27,195863364,195911945,"protein_coding","3",48582,25
"10189","ENSG00000183684","ALYREF","ALYREF",58.59,81887830,81891835,"protein_coding","17",4006,8
"101926963","ENSG00000237181","PRKAR1B-AS1","PRKAR1B-AS1",56.53,601634,608502,"lncRNA","7",6869,6
"101927994","ENSG00000224559","LINC01087","LINC01087",39.13,131637025,131649615,"lncRNA","2",12591,2
"10202","ENSG00000100867","DHRS2","DHRS2",49.5,23630115,23645639,"protein_coding","14",15525,8
"10209","ENSG00000173812","EIF1","EIF1",48.85,41688883,41693623,"protein_coding","17",4741,2
"1021","ENSG00000105810","CDK6","CDK6",38.26,92604921,92837004,"protein_coding","7",232084,10
"10212","ENSG00000123136","DDX39A","DDX39A",55.54,14408798,14419385,"protein_coding","19",10588,10
"10227","ENSG00000109736","SLC75A1","SLC75A1",65.81,2929917,2935462,"protein_coding","4",5546,7
"102465434","ENSG00000278073","MIR6726","MIR6726",70.49,1296110,1296170,"miRNA","1",61,1
"102465435","ENSG00000283712","MIR6727","MIR6727",72.31,1312502,1312566,"miRNA","1",65,1
"102465436","ENSG00000274258","MIR6728","MIR6728",60.67,8866502,8866590,"miRNA","1",89,1
"102465442","ENSG00000277817","MIR6738","MIR6738",54.69,155951273,155951336,"miRNA","1",64,1
"102465445","ENSG00000283920","MIR6743","MIR6743",69.01,209336,209406,"miRNA","11",71,1
"102465450","ENSG00000276769","MIR6752","MIR6752",69.01,67490245,67490315,"miRNA","11",71,1
"102465451","ENSG00000275022","MIR6753","MIR6753",66.46,68044794,68044957,"miRNA","11",164,1
"102465460","ENSG00000274805","MIR6768","MIR6768",62.5,2463967,2464038,"miRNA","16",72,1
"102465464","ENSG00000278598","MIR6775","MIR6775",71.01,87834592,87834660,"miRNA","16",69,1
"102465465","ENSG00000273606","MIR6776","MIR6776",71.19,2692861,2692919,"miRNA","17",59,1
"102465466","ENSG00000274111","MIR6777","MIR6777",65.15,17813480,17813545,"miRNA","17",66,1
"102465467","ENSG00000277057","MIR6779","MIR6779",60.94,38914979,38915042,"miRNA","17",64,1
"102465478","ENSG00000276926","MIR6797","MIR6797",65.28,41869627,41869698,"miRNA","19",72,1
"102465482","ENSG00000275519","MIR6804","MIR6804",67.65,55230885,55230952,"miRNA","19",68,1
"102465490","ENSG00000278278","MIR6816","MIR6816",68.18,20114686,20114751,"miRNA","22",66,1
"102465493","ENSG00000276753","MIR6821","MIR6821",75.68,49962866,49962939,"miRNA","22",74,1
"102465495","ENSG00000284364","MIR6824","MIR6824",61.9,48633636,48633698,"miRNA","3",63,1
"102465502","ENSG00000276404","MIR6835","MIR6835",46.88,34240673,34240736,"miRNA","6",64,1
"102465503","ENSG00000284047","MIR6836","MIR6836",77.78,2257515,2257577,"miRNA","7",63,1
"102465509","ENSG00000277888","MIR6846","MIR6846",63.33,144057321,144057380,"miRNA","8",60,1
"102465510","ENSG00000284200","MIR6847","MIR6847",59.42,144079874,144079942,"miRNA","8",69,1
"102465511","ENSG00000284229","MIR6848","MIR6848",67.14,144317246,144317315,"miRNA","8",70,2
"102465511","ENSG00000285428","MIR6848","MIR6848",67.14,47849,47918,"miRNA","HG2419_PATCH",70,2
"102465512","ENSG00000275651","MIR6851","MIR6851",59.7,33467869,33467935,"miRNA","9",67,1
"102465513","ENSG00000284195","MIR6852","MIR6852",60.61,35710676,35710741,"miRNA","9",66,1
"102465517","ENSG00000276350","MIR6858","MIR6858",73.13,154450320,154450386,"miRNA","X",67,1
"102465539","ENSG00000276575","MIR6895","MIR6895",53.85,53195411,53195488,"miRNA","X",78,1
"102465665","ENSG00000284402","MIR7107","MIR7107",52.5,121444273,121444352,"miRNA","12",80,1
"102465840","ENSG00000277255","MIR7854","MIR7854",53.85,81533902,81533966,"miRNA","16",65,1
"102465841","ENSG00000284269","MIR7855","MIR7855",55.74,64785626,64785686,"miRNA","14",61,1
"102465906","ENSG00000284054","MIR7112","MIR7112",64.62,144262673,144262737,"miRNA","8",65,1
"102465978","ENSG00000283764","MIR6850","MIR6850",78.69,144791931,144791991,"miRNA","8",61,1
"102465985","ENSG00000283346","MIR6511B2","MIR6511B2",70.42,15134075,15134145,"miRNA","16",71,1
"102466190","ENSG00000284469","MIR6721","MIR6721",54.02,32170030,32170116,"miRNA","6",87,1
"102466204","ENSG00000275967","MIR6880","MIR6880",66.13,124337181,124337242,"miRNA","12",62,1
"102466222","ENSG00000276908","MIR7106","MIR7106",60,113159113,113159177,"miRNA","12",65,1
"102466223","ENSG00000284317","MIR7114","MIR7114",68.85,137450026,137450086,"miRNA","9",61,1
"102466271","ENSG00000276598","MIR6893","MIR6893",68.12,144435551,144435619,"miRNA","8",69,1
"102466727","ENSG00000274314","MIR6749","MIR6749",69.57,64902387,64902455,"miRNA","11",69,1
"102466738","ENSG00000273898","MIR6798","MIR6798",65.67,49009906,49009972,"miRNA","19",67,1
"102466741","ENSG00000274034","MIR6813","MIR6813",62.5,64076955,64077010,"miRNA","20",56,1
"102466745","ENSG00000274494","MIR6832","MIR6832",52.78,31633787,31633858,"miRNA","6",72,1
"102466750","ENSG00000276124","MIR6855","MIR6855",59.7,129869605,129869671,"miRNA","9",67,1
"102466755","ENSG00000283821","MIR6875","MIR6875",56.94,100868036,100868107,"miRNA","7",72,1
"102466806","ENSG00000283728","MIR7108","MIR7108",83.91,2434914,2435000,"miRNA","19",87,1
"102466911","ENSG00000284595","MIR6785","MIR6785",66.67,75498548,75498628,"miRNA","17",81,1
"102466982","ENSG00000276869","MIR6729","MIR6729",75.38,12029158,12029222,"miRNA","1",65,1
"102723165","ENSG00000259471","LINC01169","LINC01169",49.9,66582190,66685798,"lncRNA","15",103609,8
"10273","ENSG00000103266","STUB1","STUB1",65.58,679980,682870,"protein_coding","16",2891,4
"10277","ENSG00000130939","UBE4B","UBE4B",44.12,10032832,10181244,"protein_coding","1",148413,32
"10279","ENSG00000112812","PRSS16","PRSS16",49.77,27247701,27256646,"protein_coding","6",8946,12
"10294","ENSG00000069345","DNAJA2","DNAJA2",42.59,46955362,46973709,"protein_coding","16",18348,8
"10296","ENSG00000090316","MAEA","MAEA",55.03,1289839,1340148,"protein_coding","4",50310,12
"10298","ENSG00000130669","PAK4","PAK4",56.18,39125728,39182816,"protein_coding","19",57089,14
"10299","ENSG00000145495","MARCHF6","MARCHF6",39.32,10353691,10440388,"protein_coding","5",86698,29
"10312","ENSG00000110719","TCIRG1","TCIRG1",63.69,68038977,68050899,"protein_coding","11",11923,19
"10347","ENSG00000064687","ABCA7","ABCA7",60.53,1039997,1065572,"protein_coding","19",25576,40
"103504731","ENSG00000264462","MIR3648-2","MIR3648-2",83.89,8986999,8987178,"miRNA","21",180,1
"10362","ENSG00000064961","HMG20B","HMG20B",65.39,3572692,3579088,"protein_coding","19",6397,6
"10376","ENSG00000123416","TUBA1B","TUBA1B",53.16,49127780,49131398,"protein_coding","12",3619,2
"10383","ENSG00000188229","TUBB4B","TUBB4B",63.22,137241278,137243713,"protein_coding","9",2436,3
"10422","ENSG00000130560","UBAC1","UBAC1",53.76,135924661,135961400,"protein_coding","9",36740,11
"10432","ENSG00000239306","RBM14","RBM14",49.68,66616594,66629934,"protein_coding","11",13341,8
"104355136","ENSG00000293676","LINC01033","",39.66,54310711,54415238,"lncRNA","5",104528,15
"10445","ENSG00000187778","MCRS1","MCRS1",55.11,49556544,49568150,"protein_coding","12",11607,15
"10460","ENSG00000013810","TACC3","TACC3",56.92,1712858,1745178,"protein_coding","4",32321,19
"10467","ENSG00000106400","ZNHIT1","ZNHIT1",54.02,101218117,101224195,"protein_coding","7",6079,5
"10469","ENSG00000104980","TIMM44","TIMM44",56.39,7926715,7943773,"protein_coding","19",17059,14
"10474","ENSG00000171148","TADA3","TADA3",49.36,9779964,9793011,"protein_coding","3",13048,10
"10493","ENSG00000108828","VAT1","VAT1",51.98,42999182,43025123,"protein_coding","17",25942,8
"10514","ENSG00000132382","MYBBP1A","MYBBP1A",59.81,4538897,4555403,"protein_coding","17",16507,23
"10524","ENSG00000172977","KAT5","KAT5",55.17,65711992,65719604,"protein_coding","11",7613,13
"10525","ENSG00000149428","HYOU1","HYOU1",54.09,119044185,119057252,"protein_coding","11",13068,43
"10525","ENSG00000280682","HYOU1","HYOU1",54.02,65787,78826,"protein_coding","HG2217_PATCH",13040,43
"105369154","ENSG00000290394","PKD1P6-NPIPP1","",55.04,15104312,15154794,"lncRNA","16",50483,66
"105372839","ENSG00000223768","LOC105372839","LINC00205",55.53,45287983,45353538,"lncRNA","21",65556,4
"105372840","ENSG00000233922","LINC01694","LINC01694",52.52,45590717,45603088,"lncRNA","21",12372,5
"105374363","ENSG00000234072","GTF3C2-AS2","GTF3C2-AS2",49.11,27356246,27367881,"lncRNA","2",11636,4
"105375475","ENSG00000225546","LINC02476","LINC02476",34.37,119495024,119950825,"lncRNA","7",455802,12
"105376311","ENSG00000228877","LOC105376311","",54.21,134442247,134545517,"lncRNA","9",103271,12
"105376944","ENSG00000189229","LOC105376944","",36.76,6490460,6736750,"lncRNA","3",246291,21
"105377134","ENSG00000224905","LOC105377134","",41.33,14027363,14175307,"lncRNA","21",147945,22
"105377294","ENSG00000289586","SEPTIN11-DT","",41.95,76908716,76949651,"lncRNA","4",40936,4
"105377853","ENSG00000223765","LOC105377853","LINC01626",36.22,71420983,71479608,"lncRNA","6",58626,6
"10555","ENSG00000169692","AGPAT2","AGPAT2",62.77,136673142,136687483,"protein_coding","9",14342,5
"10573","ENSG00000086504","MRPL28","MRPL28",61.36,365449,371289,"protein_coding","16",5841,7
"10587","ENSG00000184470","TXNRD2","TXNRD2",54.14,19875517,19941934,"protein_coding","22",66418,23
"1059","ENSG00000125817","CENPB","CENPB",66.51,3783851,3786740,"protein_coding","20",2890,1
"10591","ENSG00000112667","DNPH1","DNPH1",55.36,43225629,43229490,"protein_coding","6",3862,3
"10607","ENSG00000291938","TBL3","TBL3",64.29,38201,49077,"protein_coding","HG401_PATCH",10877,38
"10607","ENSG00000183751","TBL3","TBL3",64.15,1971972,1983056,"protein_coding","16",11085,38
"10608","ENSG00000123933","MXD4","MXD4",62.8,2247431,2262144,"protein_coding","4",14714,7
"10614","ENSG00000186834","HEXIM1","HEXIM1",48.3,45148475,45152099,"protein_coding","17",3625,1
"10616","ENSG00000125826","RBCK1","RBCK1",51.3,407393,432139,"protein_coding","20",24747,13
"10636","ENSG00000169220","RGS14","RGS14",58.07,177357654,177374390,"protein_coding","5",16737,13
"10642","ENSG00000159217","IGF2BP1","IGF2BP1",47.33,48997225,49056148,"protein_coding","17",58924,21
"10644","ENSG00000073792","IGF2BP2","IGF2BP2",42.62,185643130,185825309,"protein_coding","3",182180,20
"10645","ENSG00000110931","CAMKK2","CAMKK2",50.74,121217103,121298308,"protein_coding","12",81206,23
"10651","ENSG00000128654","MTX2","MTX2",35.02,176269395,176338025,"protein_coding","2",68631,12
"10657","ENSG00000121774","KHDRBS1","KHDRBS1",43.72,32013687,32060850,"protein_coding","1",47164,11
"10661","ENSG00000105610","KLF1","KLF1",61.6,12884405,12887201,"protein_coding","19",2797,3
"10712","ENSG00000262666","ENTREP3","ENTREP3",57.4,52228,60506,"protein_coding","HSCHR1_2_CTG31",8279,21
"10712","ENSG00000160767","ENTREP3","ENTREP3",57.78,155247205,155255824,"protein_coding","1",8620,21
"10724","ENSG00000198408","OGA","OGA",41.98,101784443,101818620,"protein_coding","10",34178,16
"10726","ENSG00000090273","NUDC","NUDC",48.42,26900238,26946886,"protein_coding","1",46649,12
"10728","ENSG00000110958","PTGES3","PTGES3",45,56651663,56688408,"protein_coding","12",36746,9
"10730","ENSG00000136758","YME1L1","YME1L1",38.47,27107777,27155266,"protein_coding","10",47490,21
"10732","ENSG00000101190","TCFL5","TCFL5",48.88,62840997,62861840,"protein_coding","20",20844,7
"10743","ENSG00000108557","RAI1","RAI1",56.47,17681323,17811453,"protein_coding","17",130131,13
"10755","ENSG00000123159","GIPC1","GIPC1",53.73,14477759,14496164,"protein_coding","19",18406,9
"10768","ENSG00000168710","AHCYL1","AHCYL1",40.95,109984721,110023742,"protein_coding","1",39022,17
"10801","ENSG00000282302","SEPTIN9","SEPTIN9",54.73,71462,85796,"protein_coding","HSCHR17_3_CTG4",14335,39
"10801","ENSG00000184640","SEPTIN9","SEPTIN9",54.75,77280569,77500596,"protein_coding","17",220028,39
"10809","ENSG00000214530","STARD10","STARD10",54.44,72753216,72794047,"protein_coding","11",40832,14
"10841","ENSG00000281775","FTCD","FTCD",59.68,1168,14626,"protein_coding","HSCHR21_5_CTG2",13459,28
"10841","ENSG00000160282","FTCD","FTCD",58.92,46136082,46156047,"protein_coding","21",19966,28
"10844","ENSG00000130640","TUBGCP2","TUBGCP2",55.7,133278635,133318823,"protein_coding","10",40189,19
"10847","ENSG00000080603","SRCAP","SRCAP",49.66,30698128,30741409,"protein_coding","16",43282,37
"10861","ENSG00000145217","SLC26A1","SLC26A1",58.97,978992,997659,"protein_coding","4",18668,6
"10868","ENSG00000136878","USP20","USP20",52.14,129834698,129881842,"protein_coding","9",47145,26
"10884","ENSG00000112996","MRPS30","MRPS30",36.59,44808941,44820428,"protein_coding","5",11488,6
"10890","ENSG00000084733","RAB10","RAB10",40.86,26033481,26138575,"protein_coding","2",105095,7
"10898","ENSG00000160917","CPSF4","CPSF4",53.47,99438908,99458910,"protein_coding","7",20003,12
"10916","ENSG00000102316","MAGED2","MAGED2",52.37,54807572,54816015,"protein_coding","X",8444,13
"10919","ENSG00000224143","EHMT2","EHMT2",57.59,3180981,3190824,"protein_coding","HSCHR6_MHC_SSTO_CTG1",9844,181
"10919","ENSG00000227333","EHMT2","EHMT2",53.82,3127533,3145461,"protein_coding","HSCHR6_MHC_DBB_CTG1",17929,181
"10919","ENSG00000238134","EHMT2","EHMT2",53.79,3221824,3239759,"protein_coding","HSCHR6_MHC_MCF_CTG1",17936,181
"10919","ENSG00000206376","EHMT2","EHMT2",53.84,3135732,3153671,"protein_coding","HSCHR6_MHC_QBL_CTG1",17940,181
"10919","ENSG00000204371","EHMT2","EHMT2",53.9,31879758,31897723,"protein_coding","6",17966,181
"10919","ENSG00000232045","EHMT2","EHMT2",53.78,3212374,3230309,"protein_coding","HSCHR6_MHC_APD_CTG1",17936,181
"10919","ENSG00000236759","EHMT2","EHMT2",53.82,3357184,3375112,"protein_coding","HSCHR6_MHC_COX_CTG1",17929,181
"10922","ENSG00000164896","FASTK","FASTK",61.76,151076585,151080881,"protein_coding","7",4297,2
"10938","ENSG00000110047","EHD1","EHD1",54.84,64851642,64888372,"protein_coding","11",36731,10
"10942","ENSG00000007038","PRSS21","PRSS21",55.71,2817130,2826304,"protein_coding","16",9175,6
"10945","ENSG00000105438","KDELR1","KDELR1",55.42,48382558,48393837,"protein_coding","19",11280,6
"10960","ENSG00000169223","LMAN2","LMAN2",49.4,177315805,177351840,"protein_coding","5",36036,6
"109617010","ENSG00000264346","SNORA77B","SNORA77B",55.2,20126402,20126526,"snoRNA","22",125,1
"10983","ENSG00000118816","CCNI","CCNI",39.31,77047155,77076319,"protein_coding","4",29165,10
"10984","ENSG00000269821","KCNQ1OT1","KCNQ1OT1",43.18,2597308,2700003,"lncRNA","11",102696,1
"10985","ENSG00000089154","GCN1","GCN1",49.76,120127202,120194976,"protein_coding","12",67775,56
"11007","ENSG00000175602","CCDC85B","CCDC85B",71.65,65890673,65891635,"protein_coding","11",963,1
"11021","ENSG00000111737","RAB35","RAB35",55.63,120094328,120117502,"protein_coding","12",23175,8
"11047","ENSG00000130706","ADRM1","ADRM1",63.94,62302046,62308867,"protein_coding","20",6822,11
"1107","ENSG00000170004","CHD3","CHD3",53.19,7884787,7912760,"protein_coding","17",27974,42
"11079","ENSG00000157916","RER1","RER1",54.77,2390670,2405444,"protein_coding","1",14775,8
"1108","ENSG00000111642","CHD4","CHD4",49.02,6570081,6614982,"protein_coding","12",44902,54
"11083","ENSG00000101191","DIDO1","DIDO1",49.21,62877738,62937992,"protein_coding","20",60255,17
"11100","ENSG00000105323","HNRNPUL1","HNRNPUL1",48,41262496,41307787,"protein_coding","19",45292,21
"11132","ENSG00000142330","CAPN10","CAPN10",54.02,240586366,240618845,"protein_coding","2",32480,11
"11135","ENSG00000128283","CDC42EP1","CDC42EP1",56.83,37555112,37571052,"protein_coding","22",15941,6
"11140","ENSG00000105401","CDC37","CDC37",54.09,10391090,10420224,"protein_coding","19",29135,10
"11156","ENSG00000184489","PTP4A3","PTP4A3",62.53,141391497,141432456,"protein_coding","8",40960,31
"11156","ENSG00000275575","PTP4A3","PTP4A3",62.53,58545,104910,"protein_coding","HSCHR8_5_CTG7",46366,31
"11156","ENSG00000291470","PTP4A3","PTP4A3",62.4,58549,99008,"protein_coding","HG2031_PATCH",40460,31
"11176","ENSG00000076108","BAZ2A","BAZ2A",48.67,56595596,56636914,"protein_coding","12",41319,30
"11187","ENSG00000184363","PKP3","PKP3",69.74,392574,404908,"protein_coding","11",12335,15
"11188","ENSG00000010322","NISCH","NISCH",53.27,52455118,52493081,"protein_coding","3",37964,23
"11190","ENSG00000126001","CEP250","CEP250",47.92,35455131,35519280,"protein_coding","20",64150,34
"11227","ENSG00000136542","GALNT5","GALNT5",39.13,157257497,157318491,"protein_coding","2",60995,12
"112398","ENSG00000269858","EGLN2","EGLN2",51.04,40798996,40857708,"protein_coding","19",58713,5
"11253","ENSG00000177239","MAN1B1","MAN1B1",55.56,137085917,137109189,"protein_coding","9",23273,8
"11261","ENSG00000187446","CHP1","CHP1",44.03,41230824,41281888,"protein_coding","15",51065,12
"11273","ENSG00000168488","ATXN2L","ATXN2L",52.75,28822983,28837237,"protein_coding","16",14255,20
"11284","ENSG00000039650","PNKP","PNKP",59.53,49859882,49878351,"protein_coding","19",18470,16
"11285","ENSG00000027847","B4GALT7","B4GALT7",57.99,177600081,177611056,"protein_coding","5",10976,6
"112936","ENSG00000151502","VPS26B","VPS26B",48.45,134224613,134247794,"protein_coding","11",23182,8
"112939","ENSG00000160877","NACC1","NACC1",55.41,13116468,13141147,"protein_coding","19",24680,8
"113","ENSG00000121281","ADCY7","ADCY7",54.49,50244699,50318607,"protein_coding","16",73909,31
"113000","ENSG00000007376","RPUSD1","RPUSD1",67.23,784974,788406,"protein_coding","16",3433,5
