"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"102465445","ENSG00000283920","MIR6743","MIR6743",69.01,209336,209406,"miRNA","11",71,1
"102465449","ENSG00000284489","MIR6751","MIR6751",61.9,65129916,65129978,"miRNA","11",63,1
"102465464","ENSG00000278598","MIR6775","MIR6775",71.01,87834592,87834660,"miRNA","16",69,1
"102465467","ENSG00000277057","MIR6779","MIR6779",60.94,38914979,38915042,"miRNA","17",64,1
"102465471","ENSG00000277784","MIR6786","MIR6786",73.45,81693757,81693869,"miRNA","17",113,1
"102465482","ENSG00000275519","MIR6804","MIR6804",67.65,55230885,55230952,"miRNA","19",68,1
"102465509","ENSG00000277888","MIR6846","MIR6846",63.33,144057321,144057380,"miRNA","8",60,1
"102465516","ENSG00000278204","MIR6857","MIR6857",56.99,53405673,53405765,"miRNA","X",93,1
"102465517","ENSG00000276350","MIR6858","MIR6858",73.13,154450320,154450386,"miRNA","X",67,1
"102465841","ENSG00000284269","MIR7855","MIR7855",55.74,64785626,64785686,"miRNA","14",61,1
"102466270","ENSG00000284519","MIR6741","MIR6741",65.08,225922080,225922142,"miRNA","1",63,1
"102466271","ENSG00000276598","MIR6893","MIR6893",68.12,144435551,144435619,"miRNA","8",69,1
"102466727","ENSG00000274314","MIR6749","MIR6749",69.57,64902387,64902455,"miRNA","11",69,1
"102466738","ENSG00000273898","MIR6798","MIR6798",65.67,49009906,49009972,"miRNA","19",67,1
"102466911","ENSG00000284595","MIR6785","MIR6785",66.67,75498548,75498628,"miRNA","17",81,1
"102466984","ENSG00000274380","MIR6801","MIR6801",59.49,52222020,52222098,"miRNA","19",79,1
"102723566","ENSG00000225032","LOC102723566","",55.15,127816066,127822520,"lncRNA","9",6455,6
"102724265","ENSG00000255980","LINC02953","LINC02953",51.4,69425655,69429621,"lncRNA","11",3967,2
"10281","ENSG00000184029","DSCR4","DSCR4",41.53,37951425,38121360,"lncRNA","21",169936,9
"10291","ENSG00000099995","SF3A1","SF3A1",49.02,30331988,30356919,"protein_coding","22",24932,14
"103","ENSG00000160710","ADAR","ADAR",45.41,154581695,154628013,"protein_coding","1",46319,18
"10322","ENSG00000135632","SMYD5","SMYD5",50.97,73214222,73227229,"protein_coding","2",13008,14
"10383","ENSG00000188229","TUBB4B","TUBB4B",63.22,137241278,137243713,"protein_coding","9",2436,3
"1039","ENSG00000140743","CDR2","CDR2",43.33,22345936,22437165,"protein_coding","16",91230,9
"10392","ENSG00000106100","NOD1","NOD1",46.84,30424527,30478914,"protein_coding","7",54388,17
"10422","ENSG00000130560","UBAC1","UBAC1",53.76,135924661,135961400,"protein_coding","9",36740,11
"10423","ENSG00000103502","CDIPT","CDIPT",55.16,29857474,29863414,"protein_coding","16",5941,4
"10459","ENSG00000116670","MAD2L2","MAD2L2",54.67,11657230,11692605,"protein_coding","1",35376,11
"10474","ENSG00000171148","TADA3","TADA3",49.36,9779964,9793011,"protein_coding","3",13048,10
"10491","ENSG00000170275","CRTAP","CRTAP",44.36,33113912,33147773,"protein_coding","3",33862,8
"10514","ENSG00000132382","MYBBP1A","MYBBP1A",59.81,4538897,4555403,"protein_coding","17",16507,23
"10535","ENSG00000104889","RNASEH2A","RNASEH2A",51.99,12806505,12813644,"protein_coding","19",7140,7
"105376944","ENSG00000189229","LOC105376944","",36.76,6490460,6736750,"lncRNA","3",246291,21
"105377384","ENSG00000308731","LOC105377384","",33.39,116343983,116355780,"lncRNA","4",11798,3
"10585","ENSG00000130714","POMT1","POMT1",53.4,131502789,131523806,"protein_coding","9",21018,16
"10587","ENSG00000184470","TXNRD2","TXNRD2",54.14,19875517,19941934,"protein_coding","22",66418,23
"10594","ENSG00000274442","PRPF8","PRPF8",48.87,80657,114910,"protein_coding","HSCHR17_1_CTG2",34254,82
"10594","ENSG00000174231","PRPF8","PRPF8",48.88,1650624,1684909,"protein_coding","17",34286,82
"10607","ENSG00000291938","TBL3","TBL3",64.29,38201,49077,"protein_coding","HG401_PATCH",10877,38
"10607","ENSG00000183751","TBL3","TBL3",64.15,1971972,1983056,"protein_coding","16",11085,38
"10608","ENSG00000123933","MXD4","MXD4",62.8,2247431,2262144,"protein_coding","4",14714,7
"10616","ENSG00000125826","RBCK1","RBCK1",51.3,407393,432139,"protein_coding","20",24747,13
"10618","ENSG00000292253","TGOLN2","TGOLN2",47.45,244268,254489,"protein_coding","HSCHR2_6_CTG1",10222,8
"10618","ENSG00000152291","TGOLN2","TGOLN2",49.36,85311668,85328301,"protein_coding","2",16634,8
"10644","ENSG00000073792","IGF2BP2","IGF2BP2",42.62,185643130,185825309,"protein_coding","3",182180,20
"10652","ENSG00000106636","YKT6","YKT6",48.13,44200959,44214294,"protein_coding","7",13336,5
"10675","ENSG00000114646","CSPG5","CSPG5",51.25,47562238,47580792,"protein_coding","3",18555,5
"10682","ENSG00000147155","EBP","EBP",49.67,48521089,48528716,"protein_coding","X",7628,9
"10743","ENSG00000108557","RAI1","RAI1",56.47,17681323,17811453,"protein_coding","17",130131,13
"10749","ENSG00000129250","KIF1C","KIF1C",54.09,4997629,5028401,"protein_coding","17",30773,26
"10763","ENSG00000132688","NES","NES",59.01,156668763,156677415,"protein_coding","1",8653,4
"10801","ENSG00000282302","SEPTIN9","SEPTIN9",54.73,71462,85796,"protein_coding","HSCHR17_3_CTG4",14335,39
"10801","ENSG00000184640","SEPTIN9","SEPTIN9",54.75,77280569,77500596,"protein_coding","17",220028,39
"10841","ENSG00000281775","FTCD","FTCD",59.68,1168,14626,"protein_coding","HSCHR21_5_CTG2",13459,28
"10841","ENSG00000160282","FTCD","FTCD",58.92,46136082,46156047,"protein_coding","21",19966,28
"10847","ENSG00000080603","SRCAP","SRCAP",49.66,30698128,30741409,"protein_coding","16",43282,37
"10868","ENSG00000136878","USP20","USP20",52.14,129834698,129881842,"protein_coding","9",47145,26
"10869","ENSG00000172046","USP19","USP19",55.4,49105758,49120940,"protein_coding","3",15183,29
"109286553","ENSG00000215769","ARHGAP27P1-BPTFP1-KPNA2P3","ARHGAP27P1-BPTFP1-KPNA2P3",47.76,64749663,64781707,"lncRNA","17",32045,13
"10985","ENSG00000089154","GCN1","GCN1",49.76,120127202,120194976,"protein_coding","12",67775,56
"11040","ENSG00000102096","PIM2","PIM2",53.9,48913172,48919546,"protein_coding","X",6375,12
"11040","ENSG00000292210","PIM2","PIM2",53.5,72017,77859,"protein_coding","HSCHRX_3_CTG3",5843,12
"11079","ENSG00000157916","RER1","RER1",54.77,2390670,2405444,"protein_coding","1",14775,8
"11261","ENSG00000187446","CHP1","CHP1",44.03,41230824,41281888,"protein_coding","15",51065,12
"112812","ENSG00000267673","FDX2","FDX2",52.98,10309898,10316026,"protein_coding","19",6129,4
"112936","ENSG00000151502","VPS26B","VPS26B",48.45,134224613,134247794,"protein_coding","11",23182,8
"113115","ENSG00000146410","MTFR2","MTFR2",40.02,136231024,136250571,"protein_coding","6",19548,9
"11316","ENSG00000105669","COPE","COPE",57.05,18899511,18919407,"protein_coding","19",19897,10
"113178","ENSG00000227500","SCAMP4","SCAMP4",60.16,1905214,1926013,"protein_coding","19",20800,12
"1132","ENSG00000180720","CHRM4","CHRM4",61.18,46383589,46391990,"protein_coding","11",8402,2
"11322","ENSG00000141524","TMC6","TMC6",60.73,78107397,78132579,"protein_coding","17",25183,21
"11338","ENSG00000063244","U2AF2","U2AF2",56.05,55654115,55674717,"protein_coding","19",20603,14
"113523638","ENSG00000284791","SMIM41","SMIM41",49.32,52079704,52108255,"protein_coding","12",28552,3
"114789","ENSG00000148339","SLC25A25","SLC25A25",49.92,128068169,128109245,"protein_coding","9",41077,13
"114803","ENSG00000162601","MYSM1","MYSM1",37.8,58643440,58700108,"protein_coding","1",56669,17
"1152","ENSG00000166165","CKB","CKB",70.35,103519660,103523167,"protein_coding","14",3508,6
"116983","ENSG00000131584","ACAP3","ACAP3",67.3,1292376,1309609,"protein_coding","1",17234,24
"116987","ENSG00000157985","AGAP1","AGAP1",47.33,235494026,236131793,"protein_coding","2",637768,24
"1173","ENSG00000161203","AP2M1","AP2M1",54.09,184174689,184184214,"protein_coding","3",9526,5
"1186","ENSG00000103249","CLCN7","CLCN7",59.82,1444934,1475104,"protein_coding","16",30171,25
"1241","ENSG00000285456","LTB4R","LTB4R",53.67,612428,619014,"protein_coding","HG1_PATCH",6587,6
"1241","ENSG00000213903","LTB4R","LTB4R",54.36,24311188,24318036,"protein_coding","14",6849,6
"124900275","ENSG00000204054","LOC124900275","LINC00963",54.95,129476946,129513769,"lncRNA","9",36824,12
"124901310","ENSG00000289456","LOC124901310","",44.17,35563135,35567166,"lncRNA","6",4032,2
"124906233","ENSG00000303828","LOC124906233","",45.76,45068265,45089369,"lncRNA","3",21105,5
"124997","ENSG00000276021","WDR81","WDR81",57.65,146551,168638,"protein_coding","HSCHR17_1_CTG2",22088,19
"124997","ENSG00000167716","WDR81","WDR81",57.66,1716523,1738599,"protein_coding","17",22077,19
"1267","ENSG00000173786","CNP","CNP",54.66,41966729,41977740,"protein_coding","17",11012,6
"127550","ENSG00000184389","A3GALT2","A3GALT2",54.19,33306766,33321098,"protein_coding","1",14333,5
"127829","ENSG00000143862","ARL8A","ARL8A",53.35,202133404,202144755,"protein_coding","1",11352,6
"130557","ENSG00000163795","ZNF513","ZNF513",57.85,27377235,27380790,"protein_coding","2",3556,5
"130872","ENSG00000293434","AHSA2P","",44.61,61177418,61191203,"lncRNA","2",13786,5
"1316","ENSG00000067082","KLF6","KLF6",48.08,3775996,3785281,"protein_coding","10",9286,4
"131768270","ENSG00000293600","LOC131768270","",54.21,140564440,140569215,"protein_coding","5",4776,3
"138151","ENSG00000148411","NACC2","NACC2",55.02,136006537,136095327,"protein_coding","9",88791,7
"14","ENSG00000127837","AAMP","AAMP",57.15,218264125,218270889,"protein_coding","2",6765,7
"140809","ENSG00000271303","SRXN1","SRXN1",52.94,646614,653404,"protein_coding","20",6791,4
"144097","ENSG00000168005","SPINDOC","SPINDOC",52.85,63813405,63827718,"protein_coding","11",14314,7
"144132","ENSG00000179532","DNHD1","DNHD1",43.78,6497260,6593758,"protein_coding","11",96499,34
"146330","ENSG00000127585","FBXL16","FBXL16",64.34,692498,705860,"protein_coding","16",13363,5
"147179","ENSG00000171475","WIPF2","WIPF2",45.62,40218743,40284136,"protein_coding","17",65394,10
"147808","ENSG00000179922","ZNF784","ZNF784",58.43,55620741,55624570,"protein_coding","19",3830,2
"148022","ENSG00000127666","TICAM1","TICAM1",52.5,4815932,4831749,"protein_coding","19",15818,2
"148413","ENSG00000224870","MRPL20-AS1","MRPL20-AS1",59.67,1399476,1402054,"lncRNA","1",2579,1
"1487","ENSG00000159692","CTBP1","CTBP1",61.01,1211434,1250333,"protein_coding","4",38900,19
"148713","ENSG00000293457","PTPRVP","",55.08,202168051,202189455,"lncRNA","1",21405,26
"1488","ENSG00000175029","CTBP2","CTBP2",50.11,124981657,125163006,"protein_coding","10",181350,22
"149603","ENSG00000168159","RNF187","RNF187",52.02,228487357,228499899,"protein_coding","1",12543,10
"149603","ENSG00000285426","RNF187","RNF187",55.49,78581,87387,"protein_coding","HG2002_PATCH",8807,10
"1499","ENSG00000168036","CTNNB1","CTNNB1",39.9,41194741,41260096,"protein_coding","3",65356,17
"1514","ENSG00000135047","CTSL","CTSL",45.11,87724051,87731469,"protein_coding","9",7419,2
"157922","ENSG00000130559","CAMSAP1","CAMSAP1",47.04,135808487,135907591,"protein_coding","9",99105,20
"1609","ENSG00000145214","DGKQ","DGKQ",60.55,958884,986895,"protein_coding","4",28012,25
"162","ENSG00000100280","AP1B1","AP1B1",51.41,29327680,29388612,"protein_coding","22",60933,22
"1627","ENSG00000113758","DBN1","DBN1",59.58,177456225,177474401,"protein_coding","5",18177,15
"1632","ENSG00000167969","ECI1","ECI1",55.2,2239376,2252300,"protein_coding","16",12925,6
"168620","ENSG00000180535","BHLHA15","BHLHA15",63.69,98211432,98215457,"protein_coding","7",4026,2
"170954","ENSG00000146112","PPP1R18","PPP1R18",56.1,30676389,30687895,"protein_coding","6",11507,21
"170954","ENSG00000229998","PPP1R18","PPP1R18",56.1,1986642,1998148,"protein_coding","HSCHR6_MHC_MANN_CTG1",11507,21
"170954","ENSG00000231247","PPP1R18","PPP1R18",56.09,2156133,2167639,"protein_coding","HSCHR6_MHC_COX_CTG1",11507,21
"170954","ENSG00000206485","PPP1R18","PPP1R18",56.11,1931503,1943009,"protein_coding","HSCHR6_MHC_QBL_CTG1",11507,21
"170954","ENSG00000234000","PPP1R18","PPP1R18",56.1,1932243,1943749,"protein_coding","HSCHR6_MHC_DBB_CTG1",11507,21
"170954","ENSG00000225060","PPP1R18","PPP1R18",56.1,2020466,2031972,"protein_coding","HSCHR6_MHC_MCF_CTG1",11507,21
"170954","ENSG00000230341","PPP1R18","PPP1R18",56.1,2005896,2017402,"protein_coding","HSCHR6_MHC_APD_CTG1",11507,21
"170954","ENSG00000236428","PPP1R18","PPP1R18",51.22,1977172,1980172,"protein_coding","HSCHR6_MHC_SSTO_CTG1",3001,21
"1718","ENSG00000116133","DHCR24","DHCR24",47.34,54832262,54887224,"protein_coding","1",54963,14
"1729","ENSG00000131504","DIAPH1","DIAPH1",41.28,141515016,141619194,"protein_coding","5",104179,34
"1778","ENSG00000197102","DYNC1H1","DYNC1H1",47.4,101964519,102056443,"protein_coding","14",91925,62
"1789","ENSG00000088305","DNMT3B","DNMT3B",49.4,32762385,32809359,"protein_coding","20",46975,24
"1797","ENSG00000225682","DXO","DXO",58.72,3447237,3449719,"protein_coding","HSCHR6_MHC_COX_CTG1",2483,6
"1797","ENSG00000204348","DXO","DXO",58.79,31969810,31972517,"protein_coding","6",2708,6
"1797","ENSG00000206346","DXO","DXO",58.72,3225780,3228262,"protein_coding","HSCHR6_MHC_QBL_CTG1",2483,6
"1797","ENSG00000236765","DXO","DXO",58.72,3217585,3220067,"protein_coding","HSCHR6_MHC_DBB_CTG1",2483,6
"1797","ENSG00000234798","DXO","DXO",58.72,3270999,3273481,"protein_coding","HSCHR6_MHC_SSTO_CTG1",2483,6
"1797","ENSG00000224313","DXO","DXO",58.72,3311846,3314328,"protein_coding","HSCHR6_MHC_MCF_CTG1",2483,6
"1889","ENSG00000117298","ECE1","ECE1",52.25,21217247,21345912,"protein_coding","1",128666,25
"1893","ENSG00000143369","ECM1","ECM1",54.63,150507989,150515000,"protein_coding","1",7012,7
"1936","ENSG00000273594","EEF1D","EEF1D",60.76,69737,87784,"protein_coding","HSCHR8_3_CTG7",18048,29
"1936","ENSG00000104529","EEF1D","EEF1D",61.99,143579697,143599541,"protein_coding","8",19845,29
"1937","ENSG00000254772","EEF1G","EEF1G",47.79,62559593,62574086,"protein_coding","11",14494,14
"1939","ENSG00000143486","EIF2D","EIF2D",46.23,206571292,206612556,"protein_coding","1",41265,17
"1952","ENSG00000143126","CELSR2","CELSR2",60.19,109249539,109275751,"protein_coding","1",26213,26
"1958","ENSG00000120738","EGR1","EGR1",55.48,138465190,138471204,"protein_coding","5",6015,2
"197407","ENSG00000180035","ZNF48","ZNF48",53.07,30378106,30400108,"protein_coding","16",22003,3
"1978","ENSG00000187840","EIF4EBP1","EIF4EBP1",49.23,38030494,38060380,"protein_coding","8",29887,4
"200014","ENSG00000154222","CC2D1B","CC2D1B",51.37,52345714,52366318,"protein_coding","1",20605,24
"200205","ENSG00000181873","IBA57","IBA57",54.61,228165777,228182257,"protein_coding","1",16481,5
"200424","ENSG00000187605","TET3","TET3",47.03,73984910,74108177,"protein_coding","2",123268,17
"200734","ENSG00000198369","SPRED2","SPRED2",43.77,65310851,65432682,"protein_coding","2",121832,15
"201191","ENSG00000167100","SAMD14","SAMD14",55.71,50110040,50130160,"protein_coding","17",20121,14
"201292","ENSG00000141569","TRIM65","TRIM65",54.45,75879538,75897018,"protein_coding","17",17481,8
"201294","ENSG00000092929","UNC13D","UNC13D",59.89,75827032,75845353,"protein_coding","17",18322,30
"2017","ENSG00000288401","CTTN","CTTN",52.81,159692,197872,"protein_coding","HG2115_PATCH",38181,34
"2017","ENSG00000085733","CTTN","CTTN",52.95,70397704,70436584,"protein_coding","11",38881,34
"2030","ENSG00000112759","SLC29A1","SLC29A1",53.79,44219245,44243425,"protein_coding","6",24181,16
"2035","ENSG00000159023","EPB41","EPB41",41.87,28887073,29120052,"protein_coding","1",232980,31
"207","ENSG00000142208","AKT1","AKT1",63.61,104769348,104799934,"protein_coding","14",30587,10
"2081","ENSG00000178607","ERN1","ERN1",45.09,64039080,64130819,"protein_coding","17",91740,22
"21","ENSG00000167972","ABCA3","ABCA3",53.05,2275878,2340788,"protein_coding","16",64911,33
"2116","ENSG00000105672","ETV2","ETV2",64.8,35641730,35644871,"protein_coding","19",3142,4
"2119","ENSG00000244405","ETV5","ETV5",42.69,186045536,186110318,"protein_coding","3",64783,20
"2185","ENSG00000120899","PTK2B","PTK2B",46.92,27311456,27459392,"protein_coding","8",147937,39
"2193","ENSG00000179115","FARSA","FARSA",53.71,12921138,12934037,"protein_coding","19",12900,10
"2194","ENSG00000169710","FASN","FASN",66.38,82076900,82098294,"protein_coding","17",21395,46
"219731","ENSG00000225778","PROSER2-AS1","PROSER2-AS1",50.84,11849608,11902519,"lncRNA","10",52912,11
"220002","ENSG00000162144","CYB561A3","CYB561A3",52.2,61348453,61362343,"protein_coding","11",13891,7
"221476","ENSG00000164530","PI16","PI16",51.09,36948258,36965993,"protein_coding","6",17736,9
"221785","ENSG00000197037","ZSCAN25","ZSCAN25",42.44,99616623,99738531,"protein_coding","7",121909,7
"221937","ENSG00000164916","FOXK1","FOXK1",52.11,4682240,4771442,"protein_coding","7",89203,9
"225689","ENSG00000181085","MAPK15","MAPK15",64.98,143716279,143722458,"protein_coding","8",6180,18
"225689","ENSG00000274205","MAPK15","MAPK15",65.08,193306,199505,"protein_coding","HSCHR8_3_CTG7",6200,18
"2258","ENSG00000129682","FGF13","FGF13",39.07,138614727,139222777,"protein_coding","X",608051,14
"22794","ENSG00000108349","CASC3","CASC3",46.03,40140278,40177001,"protein_coding","17",36724,12
"22827","ENSG00000179950","PUF60","PUF60",61.68,143816344,143830709,"protein_coding","8",14366,19
"22838","ENSG00000146083","RNF44","RNF44",58.81,176526700,176543514,"protein_coding","5",16815,9
"22861","ENSG00000091592","NLRP1","NLRP1",46.74,5499415,5619424,"protein_coding","17",120010,23
"22870","ENSG00000105063","PPP6R1","PPP6R1",56.5,55229776,55259070,"protein_coding","19",29295,25
"22877","ENSG00000281178","MLXIP","MLXIP",50.1,21012,85373,"protein_coding","HG2247_PATCH",64362,31
"22877","ENSG00000175727","MLXIP","MLXIP",50.39,122078666,122147344,"protein_coding","12",68679,31
"22883","ENSG00000171603","CLSTN1","CLSTN1",47.19,9728911,9823993,"protein_coding","1",95083,20
"22906","ENSG00000182606","TRAK1","TRAK1",44.97,42013624,42225890,"protein_coding","3",212267,22
"22980","ENSG00000141002","TCF25","TCF25",55.22,89873214,89913627,"protein_coding","16",40414,23
"22984","ENSG00000148843","PDCD11","PDCD11",46.82,103396602,103446297,"protein_coding","10",49696,37
"22992","ENSG00000173120","KDM2A","KDM2A",42.99,67119247,67258082,"protein_coding","11",138836,25
"23030","ENSG00000127663","KDM4B","KDM4B",57.26,4969106,5153611,"protein_coding","19",184506,30
"23038","ENSG00000142784","WDTC1","WDTC1",46.67,27233776,27308715,"protein_coding","1",74940,15
"23049","ENSG00000157106","SMG1","SMG1",39.95,18804860,18926459,"protein_coding","16",121600,64
"23076","ENSG00000160208","RRP1B","RRP1B",47.52,43659542,43696080,"protein_coding","21",36539,16
"23112","ENSG00000100354","TNRC6B","TNRC6B",42.16,40044756,40335808,"protein_coding","22",291053,29
"23144","ENSG00000282684","ZC3H3","ZC3H3",61.27,26297,31493,"protein_coding","HSCHR8_3_CTG7",5197,16
"23144","ENSG00000014164","ZC3H3","ZC3H3",58.4,143437655,143541578,"protein_coding","8",103924,16
"23152","ENSG00000079432","CIC","CIC",61.52,42268508,42295801,"protein_coding","19",27294,24
"2316","ENSG00000196924","FLNA","FLNA",62.29,154348524,154374643,"protein_coding","X",26120,41
"23162","ENSG00000138834","MAPK8IP3","MAPK8IP3",56.83,1706166,1770374,"protein_coding","16",64209,31
"23165","ENSG00000155561","NUP205","NUP205",39.03,135557700,135648757,"protein_coding","7",91058,46
"2317","ENSG00000136068","FLNB","FLNB",46.61,58008398,58172251,"protein_coding","3",163854,45
"2318","ENSG00000128591","FLNC","FLNC",60.94,128830292,128859275,"protein_coding","7",28984,46
"2319","ENSG00000132589","FLOT2","FLOT2",54.45,28879335,28897741,"protein_coding","17",18407,13
"23199","ENSG00000131149","GSE1","GSE1",56.58,85169525,85676204,"protein_coding","16",506680,24
"23215","ENSG00000117523","PRRC2C","PRRC2C",38.3,171485530,171593511,"protein_coding","1",107982,35
"23223","ENSG00000052749","RRP12","RRP12",50.49,97356357,97426076,"protein_coding","10",69720,35
"23225","ENSG00000132182","NUP210","NUP210",52.62,13316231,13420395,"protein_coding","3",104165,41
"23246","ENSG00000261236","BOP1","BOP1",62.32,144262045,144291453,"protein_coding","8",29409,16
"23258","ENSG00000184014","DENND5A","DENND5A",43.1,9138825,9265959,"protein_coding","11",127135,21
"23283","ENSG00000177613","CSTF2T","CSTF2T",43.36,51695486,51699595,"protein_coding","10",4110,1
"23315","ENSG00000197818","SLC9A8","SLC9A8",45.57,49812677,49892242,"protein_coding","20",79566,16
"23326","ENSG00000124422","USP22","USP22",47.95,20999593,21043760,"protein_coding","17",44168,16
"23352","ENSG00000127481","UBR4","UBR4",43.75,19074510,19210329,"protein_coding","1",135820,107
"23354","ENSG00000249115","HAUS5","HAUS5",54.42,35612735,35625355,"protein_coding","19",12621,15
