"seqnames","start","end","width","strand","Conc","Conc_siBRG1","Conc_siC","Fold","p.value","FDR"
"4",1240837,1248102,7266,"*",8.80462308540008,9.27879787719784,8.0935759053332,1.04835285798459,4.63415061138745e-09,1.13988222602666e-06
"8",143468073,143478319,10247,"*",7.45586205083413,7.99209156629309,6.59289984897794,1.19353085064861,5.60604899681128e-09,1.28733906202502e-06
"1",1332535,1337026,4492,"*",8.24354382891481,8.76101774034581,7.42891144080644,1.14863229356243,5.62033396756646e-09,1.28733906202502e-06
"12",49037212,49044968,7757,"*",9.55925599883667,9.96808917566963,8.98662266698016,0.895953410424096,5.63621813875229e-09,1.28733906202502e-06
"11",67435265,67443224,7960,"*",8.42098998829775,8.90970420507501,7.67632456153252,1.079766833458,6.48042847863689e-09,1.44573838129218e-06
"8",143802160,143807872,5713,"*",7.80034756360888,8.32202932377201,6.97506640703549,1.15478527993229,8.13170239635311e-09,1.77289593382308e-06
"19",3630278,3634903,4626,"*",7.63910283505844,8.15638139321456,6.82496217075385,1.1430892623739,9.72191571299919e-09,2.07249638744003e-06
"9",136940479,136944179,3701,"*",7.4508081499539,7.99907970389251,6.55559386019622,1.21237179788411,1.18712581734374e-08,2.43740615678527e-06
"17",78124051,78128745,4695,"*",9.31513132776649,9.7622263415058,8.66383424334332,0.979088749311578,1.1941841902315e-08,2.43740615678527e-06
"9",114376461,114377537,1077,"*",8.25483063834635,8.7181059376814,7.56826641543696,1.01623373013345,1.26910117969543e-08,2.53635158683713e-06
"8",144393275,144398645,5371,"*",8.86093320483862,9.30099760722293,8.22457554017331,0.962522187836735,1.30098079270638e-08,2.54700178457802e-06
"X",153904071,153907955,3885,"*",7.9183256874257,8.44260115929191,7.08642565473221,1.15118017306719,1.96063876621603e-08,3.69769090956417e-06
"X",154364067,154371199,7133,"*",9.22529169965839,9.67529138069599,8.56775552349392,0.982247572021104,1.98526906431984e-08,3.69769090956417e-06
"16",88894645,88903865,9221,"*",8.41796649190148,8.95468601492725,7.55371107766955,1.17961164913129,2.00437743455996e-08,3.69769090956417e-06
"7",106659530,106661094,1565,"*",8.26973400941615,8.78560214719497,7.45913658050363,1.13099550234669,2.17484979274129e-08,3.93647812486174e-06
"16",297106,298234,1129,"*",6.60269244510268,7.23415074140125,5.45347559818837,1.38966945757971,2.34662741807682e-08,4.06546200563888e-06
"6",119348427,119349673,1247,"*",7.67144544862209,8.21186916556745,6.79736203158212,1.18591718236149,2.38664557444668e-08,4.06546200563888e-06
"16",2116516,2118367,1852,"*",6.12443339770822,6.81029585641708,4.77091545720507,1.504910300843,2.41887181180073e-08,4.06546200563888e-06
"11",66704590,66705844,1255,"*",7.44503890692391,8.0120796737165,6.49750582947879,1.24544424976117,2.45305636407108e-08,4.06546200563888e-06
"19",10395278,10396209,932,"*",8.65232565254871,9.09989515766615,8.00001208142352,0.975390357575211,2.46080604595746e-08,4.06546200563888e-06
"19",18531793,18532783,991,"*",8.96833531610337,9.38749493911359,8.37509306509265,0.911844635808107,2.53027426501448e-08,4.06546200563888e-06
"17",81899295,81909845,10551,"*",8.69627031988735,9.17314140040747,7.97907299963908,1.04122000322641,2.56549315905217e-08,4.06546200563888e-06
"16",88724847,88728321,3475,"*",8.03058113591922,8.51115540345662,7.30487510778928,1.04984428615949,2.58514731933672e-08,4.06546200563888e-06
"9",129007840,129012767,4928,"*",8.30462660813255,8.77964648027301,7.59165588436115,1.03511738724493,3.14901228380731e-08,4.87233465138121e-06
"5",179797620,179806227,8608,"*",8.74808843597259,9.16896910659096,8.15136811204986,0.914037276224978,3.29146780867998e-08,5.01191280772492e-06
"4",864733,868937,4205,"*",7.72590360977332,8.27531181971304,6.82759333685372,1.19733620588176,4.58881281345941e-08,6.8782002061744e-06
"17",81251358,81253895,2538,"*",8.58690989298689,9.03510501265359,7.93325448179068,0.971730964402847,4.76921266461698e-08,7.03862416794934e-06
"16",1997818,2009674,11857,"*",9.63268586782454,10.0412602172053,9.06056344706691,0.883620117079633,4.88558156232885e-08,7.10111877688191e-06
"11",119093905,119095345,1441,"*",7.97625474268143,8.53597882645524,7.04942430896756,1.21771874599079,5.29231317770837e-08,7.57748661399349e-06
"11",799204,805734,6531,"*",8.20574811059857,8.69698860736737,7.45512548097084,1.06606593880654,5.70471835137179e-08,8.04784752128082e-06
"22",49567828,49570470,2643,"*",7.35878458565622,7.89433651695729,6.49760801245183,1.16315051081401,6.04670456189973e-08,8.32212494228576e-06
"9",136849057,136859846,10790,"*",9.06486073620072,9.51861235750723,8.39920666244847,0.982273445457182,6.10653224956392e-08,8.32212494228576e-06
"22",49635771,49644409,8639,"*",8.5024879502509,8.98288671177525,7.77718680666091,1.04085135765338,6.15939613157812e-08,8.32212494228576e-06
"16",84178004,84184229,6226,"*",8.46849635990491,8.90100255715733,7.84794881084457,0.936113506447625,6.24769366919704e-08,8.32418407897323e-06
"16",30357249,30358554,1306,"*",8.34904802583031,8.78605844001771,7.71910949691403,0.94536121678117,6.81777518440128e-08,8.95930374574815e-06
"19",2042487,2050856,8370,"*",9.45698213230288,9.86157566367057,8.89268344977424,0.873011621113181,7.17000064080974e-08,9.29484001990376e-06
"7",101215952,101217494,1543,"*",5.95203669463047,6.62150764676251,4.66400863736314,1.44011101135258,7.74398323125827e-08,9.90492684009711e-06
"X",153912966,153913888,923,"*",6.61784868306089,7.22673488124564,5.54360100618076,1.31586004625501,7.84712227506912e-08,9.90492684009711e-06
"20",62322097,62325507,3411,"*",7.14209946683526,7.67863324282668,6.27833445839988,1.15815192452653,9.78458709995256e-08,1.2126202681124e-05
"9",128633656,128636453,2798,"*",8.39716284542734,8.82768070606097,7.78073220881353,0.928164086332474,9.87461473041337e-08,1.2126202681124e-05
"21",46160862,46162083,1222,"*",6.1830363750998,6.82780543011645,4.98712634080849,1.38414411089108,9.98613584706346e-08,1.2126202681124e-05
"16",87835947,87852439,16493,"*",9.06973376179353,9.46509687695336,8.52333296137403,0.850170081099377,1.08128500780803e-07,1.28405151026135e-05
"X",154010088,154013443,3356,"*",9.26848329579409,9.6545943365797,8.73968982958339,0.829927349970739,1.08420903086802e-07,1.28405151026135e-05
"16",88882825,88894013,11189,"*",9.47164999025189,9.89827436721433,8.86323076381812,0.917483101616048,1.23786925078166e-07,1.4358285008397e-05
"19",3052544,3054389,1846,"*",9.13679643887008,9.55254711815283,8.55040651961146,0.893598666521465,1.24229923454285e-07,1.4358285008397e-05
"9",136673175,136674638,1464,"*",7.21551930484151,7.80384528603594,6.20538155646338,1.26413227205816,1.27817937207066e-07,1.45782593056548e-05
"16",30368644,30370109,1466,"*",6.88288061479698,7.44436255524644,5.95111289267186,1.20693979910021,1.29172525902289e-07,1.45782593056548e-05
"22",21932840,21934235,1396,"*",7.67867259234476,8.17425854101494,6.91772042128713,1.06709105134065,1.31754758497724e-07,1.46967837007985e-05
"8",144433619,144437352,3734,"*",7.75022212451903,8.29456176061744,6.86564786409398,1.16883773339023,1.41705176150775e-07,1.5376760326614e-05
"14",77024640,77028445,3806,"*",7.94724061355835,8.41678729646186,7.24666273675721,1.01004413024526,1.41995220640918e-07,1.5376760326614e-05
"17",62138711,62140640,1930,"*",7.47224665825836,7.99034751932301,6.65603459160785,1.11295758832445,1.43846865316088e-07,1.5376760326614e-05
"8",144510331,144517300,6970,"*",8.93598552474598,9.34083073512692,8.37119409444751,0.869171919763797,1.45547287521928e-07,1.5376760326614e-05
"19",6413308,6416885,3578,"*",8.88217190627011,9.27986233946901,8.33129005825487,0.853702961002792,1.45865233995817e-07,1.5376760326614e-05
"16",2969986,2975819,5834,"*",8.53246377425631,8.9960327503351,7.84524770076793,0.994933429917794,1.56965186503426e-07,1.63670329796453e-05
"22",49614931,49625215,10285,"*",8.46716630275932,8.92210109539891,7.79893835207946,0.976174545861166,1.59967996245606e-07,1.65007848170333e-05
"19",1009724,1011110,1387,"*",8.21339903228492,8.73356433157248,7.39196821993518,1.11534719745976,1.66062101218739e-07,1.68474975046334e-05
"19",1875575,1884096,8522,"*",8.15311033718451,8.61947779452907,7.4596611889154,1.00040391180917,1.66841682783298e-07,1.68474975046334e-05
"17",81866268,81870531,4264,"*",9.00982673384379,9.40584878822676,8.46215934837573,0.848393429834023,1.81799222752098e-07,1.81666660818841e-05
"16",88950981,88954245,3265,"*",7.82973730841368,8.34139129827146,7.02965460589338,1.09553575825497,1.86436595433869e-07,1.84380026803825e-05
"7",2537916,2540107,2192,"*",7.19102040138679,7.70779790888891,6.37813986217899,1.10739000233745,1.95947646253316e-07,1.91808752092659e-05
"7",76358712,76358950,239,"*",8.2777912536629,8.76571588437708,7.53498057829032,1.04463227423678,2.06776228161316e-07,2.00364076439546e-05
"9",137062286,137064970,2685,"*",6.98124871651428,7.56356354512406,5.9891627026317,1.23772718299503,2.38239004944998e-07,2.28542677443736e-05
"20",62309226,62313770,4545,"*",6.976004073395,7.55062282734157,6.00659764961175,1.22181672855587,2.42346989151693e-07,2.30181650191306e-05
"11",494561,495643,1083,"*",6.88414098196168,7.41893459987933,6.0249591725999,1.14099265251437,2.53796306355792e-07,2.3869293792854e-05
"8",52656059,52657898,1840,"*",6.5156648354241,5.37420311776505,7.14485816898066,-1.32421479454105,2.57653876450645e-07,2.39968314251557e-05
"11",57312556,57314408,1853,"*",7.68559107777577,8.15527783321301,6.98469794443167,1.00305413321518,2.67303541117236e-07,2.46561814417082e-05
"4",958661,966390,7730,"*",8.65389110374788,9.05788969039151,8.09075621896252,0.863120188367669,2.72522272346853e-07,2.48981538916511e-05
"20",63957100,63964735,7636,"*",8.21059417003105,8.65656569099273,7.56169972436573,0.95109882594137,3.05424837130894e-07,2.71728734392552e-05
"12",124371515,124373026,1512,"*",7.12661693983838,7.67492630131601,6.23129981717333,1.16407907732935,3.05481880739075e-07,2.71728734392552e-05
"9",135926544,135931865,5322,"*",7.54957650088244,8.07973965341437,6.70249326042206,1.1268587382838,3.06412332342382e-07,2.71728734392552e-05
"7",1498245,1500813,2569,"*",7.14502858520218,7.66617229423911,6.32111519813594,1.10873116702599,3.08750464388493e-07,2.71728734392552e-05
"19",50797733,50799083,1351,"*",8.87449909592797,9.27897939358937,8.31042202420983,0.86296011339935,3.19305897465653e-07,2.76316741720241e-05
"19",45711537,45713626,2090,"*",6.95239174286457,7.49359776274181,6.07622087649407,1.14967743165222,3.20242138015304e-07,2.76316741720241e-05
"22",21627662,21630040,2379,"*",9.74188712968829,10.1910624525787,9.0861256587543,0.957705102624241,3.22604764647837e-07,2.76316741720241e-05
"16",88654695,88658001,3307,"*",7.47004284372438,7.97355799818332,6.6899677409704,1.07018053382983,3.49815004253239e-07,2.95629401361717e-05
"7",2251581,2255950,4370,"*",7.86202233668588,8.31927786425763,7.18872630946065,0.973936576312961,3.51316082093566e-07,2.95629401361717e-05
"4",82373445,82373906,462,"*",7.41809463930832,7.97529127713327,6.49832309068765,1.17917169101546,3.57253357883432e-07,2.98011431493544e-05
"17",78174202,78174969,768,"*",8.09450185581558,8.52732092714835,7.47330490241737,0.922474894265645,3.76258117734585e-07,3.11158976157575e-05
"9",135944814,135945224,411,"*",6.43468076706966,7.04037186703067,5.37064575573276,1.27187883403554,3.99525392951898e-07,3.27576674751073e-05
"19",4839167,4839516,350,"*",7.33793032213113,7.82716572430624,6.5920387569598,1.03859813129106,4.2797609480081e-07,3.47930057408828e-05
"17",81930999,81935841,4843,"*",9.27064355886908,9.66437305293092,8.72737556112252,0.838288758935,4.35083655951985e-07,3.49218545559129e-05
"16",88766274,88771600,5327,"*",8.20575383757748,8.66243315448908,7.53371857700941,0.969868490320991,4.36841712364177e-07,3.49218545559129e-05
"16",70661430,70665109,3680,"*",8.02035095217948,8.47557482653633,7.35149311163839,0.966775876908949,4.47633718893522e-07,3.54378942155371e-05
"19",3543030,3544687,1658,"*",7.2064799910373,7.71860409633696,6.40522961048412,1.08478015078414,4.50685196945223e-07,3.54378942155371e-05
"1",1755393,1760628,5236,"*",7.68398400569255,8.15077026527212,6.98959869217562,0.990789086990865,4.58214629090508e-07,3.56059597506336e-05
"19",6213496,6224389,10894,"*",8.71046047789976,9.12604101238491,8.12441129318026,0.883336286047685,4.60245909421303e-07,3.56059597506336e-05
"19",1012062,1012515,454,"*",7.39326996331729,7.9128387551615,6.57334978535211,1.09840879886442,4.69531027165045e-07,3.5773015956157e-05
"1",8816992,8817631,640,"*",6.57844706696967,7.13853673811154,5.65059169437469,1.18184563470629,4.69863443185216e-07,3.5773015956157e-05
"11",66698991,66701644,2654,"*",7.45716663352984,7.97346203324913,6.64549712806665,1.09097881048369,4.92599156570264e-07,3.72086906218783e-05
"7",1465987,1470931,4945,"*",7.78936575734484,8.300511931897,6.99054288442636,1.07953209392163,5.34649549969527e-07,4.00694776004506e-05
"9",136369143,136371199,2057,"*",7.60229928478494,8.08122982583481,6.88037889223023,1.01348177353957,5.47027136157307e-07,4.06793125361011e-05
"17",41768979,41769684,706,"*",6.76362487928246,7.31360753823056,5.86374648148905,1.15680703680059,5.67976303657971e-07,4.19122821614686e-05
"7",1007351,1010154,2804,"*",7.26687427837681,7.77052855412427,6.48646043702523,1.06239210703633,6.09749765047134e-07,4.4651370199215e-05
"6",29626749,29629265,2517,"*",6.88681822834242,7.44640009216885,5.96038624719916,1.17265593727595,6.28137214318173e-07,4.56493961890472e-05
"19",3610453,3613198,2746,"*",6.19375259291664,6.78899887711893,5.16245396069457,1.23920024265682,7.13731184798903e-07,5.1479874103578e-05
"8",143808497,143814133,5637,"*",8.60485600766787,9.01123511410163,8.03705594374947,0.860256286319761,7.5474263447286e-07,5.40316872574488e-05
"17",82151271,82158640,7370,"*",8.74170208365456,9.13085656796949,8.2071528511286,0.824245698901129,7.74051712653726e-07,5.50035413295347e-05
"7",1480310,1485597,5288,"*",7.79120909691327,8.23995401551822,7.13637294532592,0.947295108770268,8.12575624248927e-07,5.7316455613382e-05
"19",55225419,55232603,7185,"*",8.76161967336338,9.14492317149062,8.23810485629598,0.81029153180367,1.00321987569098e-06,7.02473596168141e-05
"1",1341484,1348650,7167,"*",7.99133145255233,8.46305225057278,7.28584912487175,0.989256250682499,1.13183437748483e-06,7.83442394364521e-05
"9",137111677,137114581,2905,"*",7.50415787646764,8.01719723351046,6.70063037473499,1.07095495575154,1.13518704072416e-06,7.83442394364521e-05
"19",15398062,15401574,3513,"*",8.11549724154281,8.54935197580556,7.49214756222295,0.912503530373312,1.19512361007449e-06,8.09471473727134e-05
"1",156742121,156744351,2231,"*",9.54356154648931,9.9027659774412,9.06417317074601,0.758631088384986,1.1980289114471e-06,8.09471473727134e-05
"16",88742312,88746982,4671,"*",7.68885383550638,8.16371696580009,6.97624016123487,0.994863792513872,1.19821692139324e-06,8.09471473727134e-05
"22",49490655,49492556,1902,"*",6.68106371325421,7.21830523194474,5.81542890433485,1.11637023712227,1.25402577651461e-06,8.41249599587739e-05
"6",33313277,33314225,949,"*",7.35520947676562,7.86001353171024,6.57199180018696,1.05351102638683,1.29953725767982e-06,8.53756213714787e-05
"17",81190642,81195919,5278,"*",7.26997543340668,7.79910744358023,6.42556737408079,1.09942344712654,1.30259730070332e-06,8.53756213714787e-05
"16",2976690,2977503,814,"*",6.88334484121921,7.39391464336433,6.08595001183962,1.06536875167712,1.31509286518196e-06,8.53756213714787e-05
"17",3923372,3928609,5238,"*",10.3441928589134,10.6900739305942,9.88832820428911,0.730529730786296,1.31713865378375e-06,8.53756213714787e-05
"5",176527380,176529991,2612,"*",8.21632891753903,8.63283449348626,7.6284257741513,0.876332407751997,1.31716793109339e-06,8.53756213714787e-05
"16",31489673,31490948,1276,"*",8.11457343923252,8.53327983622991,7.52224503290574,0.880847088456085,1.35288889264748e-06,8.71024372293103e-05
"X",153909078,153911193,2116,"*",6.76975762801212,7.30311996857406,5.91433048672429,1.1047154660859,1.51983140924585e-06,9.71982847259693e-05
"15",75358325,75361864,3540,"*",7.79998064491541,8.24626627409159,7.1504150562215,0.935070029980044,1.58019045321684e-06,0.000100389185547743
"X",154348593,154350391,1799,"*",8.13337655594839,8.55361059502454,7.53796448297318,0.881754840361711,1.65578046722534e-06,0.000104476771737034
"9",136836320,136844164,7845,"*",7.51885630688905,7.98952215821612,6.81575677319736,0.98221201925628,1.67324185249914e-06,0.000104476771737034
"5",177553164,177554130,967,"*",7.420669781923,7.88361251555708,6.73484321276428,0.967594490702597,1.6772045082355e-06,0.000104476771737034
"8",143579558,143582885,3328,"*",7.94243226460151,8.37522576527407,7.32128840215871,0.906099419272197,1.82891116742224e-06,0.000113191902123107
"9",136381478,136383665,2188,"*",5.94170299656727,6.56091571703081,4.83378547966802,1.25077771204918,1.96682837394644e-06,0.000120494732646284
"22",19969645,19983296,13652,"*",8.57500940005928,9.01492163372837,7.9389725761332,0.919052546146574,1.97202887787623e-06,0.000120494732646284
"1",1337535,1339520,1986,"*",6.54860756714675,7.10668863493978,5.62637123241658,1.14399491388277,2.03978723944516e-06,0.000123846069544288
"22",50461156,50463564,2409,"*",6.77171086616873,7.2913705964678,5.95156053222601,1.0731817766016,2.08072115876527e-06,0.000124661885630376
"19",18434198,18438835,4638,"*",8.42222780678659,8.82326956991836,7.8648559258566,0.840715393518172,2.08547999197999e-06,0.000124661885630376
"9",137174945,137181914,6970,"*",7.65376531177636,8.09652328167967,7.01171091439301,0.924485528425839,2.09220927618999e-06,0.000124661885630376
"5",93682964,93683752,789,"*",8.81936815751167,8.29239986935092,9.20451022430617,-0.807553728226212,2.13582828028805e-06,0.000126475312918539
"1",27546691,27552195,5505,"*",7.72518801247193,8.16658413990918,7.08601797042594,0.920948333322176,2.20342505611942e-06,0.000129677647627936
"11",46396611,46397911,1301,"*",6.8743040065294,7.39180156039447,6.05961209215264,1.06857286148719,2.37430820815741e-06,0.000138774112858559
"19",14477882,14478574,693,"*",7.43381573757944,7.90787392840143,6.7230336711666,0.983857867814631,2.38692052764122e-06,0.000138774112858559
"7",56104229,56104757,529,"*",7.32054910223937,7.83160070675858,6.52196067595106,1.0543712069478,2.43217525217904e-06,0.000140241231866793
"8",144789769,144792337,2569,"*",9.74505959787413,10.0936087672999,9.28453205997731,0.73259473162288,2.44139327861507e-06,0.000140241231866793
"22",50247573,50253763,6191,"*",7.745514971103,8.18403134139015,7.11241636137346,0.913558010930811,2.54922632302216e-06,0.000145563857837807
"7",1486625,1489820,3196,"*",7.63597701982062,8.07424017295088,7.00341047324273,0.913246938836943,2.5983832177718e-06,0.000147492841467958
"4",2247523,2251910,4388,"*",6.71681179170891,7.24860346020334,5.86548951122016,1.08987310566105,2.69072467451871e-06,0.000151836010603871
"16",2088099,2090554,2456,"*",7.04878359910146,7.53882358420082,6.30099625585589,1.01248734139877,2.72203393135872e-06,0.000152704511716516
"7",5420243,5421032,790,"*",6.86037942177051,7.39338753595034,6.00587944183601,1.09101708396886,2.8157454315294e-06,0.000156684815822896
"22",49585790,49591223,5434,"*",7.61568217364921,8.07944099992261,6.9280444775437,0.960919836344731,2.83768525865901e-06,0.000156684815822896
"16",88752583,88756404,3822,"*",7.5709368634968,8.0270685204354,6.90009841336116,0.946307910721585,2.84198456720357e-06,0.000156684815822896
"17",82048081,82051317,3237,"*",6.65507689793109,7.17852693291251,5.8252878804593,1.07336831445399,2.92640583380639e-06,0.000160417206649741
"9",137250301,137254930,4630,"*",6.41771122778429,6.96298861903789,5.53060908425608,1.11217064797339,3.03909199719278e-06,0.000164703293618298
"10",63465315,63465937,623,"*",5.90699057378107,6.54726145058329,4.7270779369661,1.2675937542808,3.04313024350365e-06,0.000164703293618298
"18",74389892,74390292,401,"*",9.15853738405929,9.51472303904306,8.68453180204819,0.746549788775874,3.05610197686408e-06,0.000164703293618298
"X",136984199,136985726,1528,"*",5.35669915733267,3.84440214582427,6.07868189768921,-1.36775631872942,3.12043886961246e-06,0.000167231117744091
"14",105010898,105011909,1012,"*",6.37389090876061,6.96499286342842,5.35531421253313,1.18911357644096,3.1639994476149e-06,0.000168623592783165
"1",30869488,30873233,3746,"*",9.22287418836489,9.5896560393611,8.7298350476064,0.768036247152352,3.18759569640269e-06,0.000168942571909342
"17",81387197,81393339,6143,"*",8.1845644945995,8.58798985175989,7.62254958871987,0.841375663489383,3.25715198125804e-06,0.000171405725374243
"11",72012787,72016537,3751,"*",10.3845390745242,10.7010856347532,9.97842642932969,0.664588976663872,3.26980587339586e-06,0.000171405725374243
"14",64785740,64787171,1432,"*",7.2974782040696,7.76137071210027,6.60954351794255,0.959584320775891,3.39135498455673e-06,0.000176811241124199
"8",144457589,144460387,2799,"*",7.12334234947547,7.60605818285965,6.39268266644344,0.99377284652332,3.56353556974698e-06,0.000184783766057204
"7",1840478,1859177,18700,"*",8.98513371319894,9.42224446814494,8.35498494795492,0.906460291295625,3.58723173265734e-06,0.000185000371156007
"19",2732583,2733493,911,"*",7.1348683599786,7.64310518598093,6.34323361062982,1.04050606350514,3.6062826442378e-06,0.000185000371156007
"17",75826937,75828088,1152,"*",8.352204498016,8.74519480758721,7.81035064244969,0.819397422222607,3.72468908424135e-06,0.000189175397638577
"16",87829492,87835444,5953,"*",10.346561953966,10.7014340278626,9.87488886592717,0.743229073400938,3.72710832416252e-06,0.000189175397638577
"16",89701,90501,801,"*",5.75667602977283,6.37896340296698,4.63853229048242,1.23283830547548,3.91307354383504e-06,0.000197198399625888
"1",247298432,247301276,2845,"*",8.41858295278601,8.80073623928922,7.89722220611849,0.797491881799591,3.92628941191958e-06,0.000197198399625888
"8",143587938,143589980,2043,"*",7.38568180023285,7.85029024941195,6.69615505484108,0.957500995073819,4.03886225407535e-06,0.000201795862517421
"16",784994,786931,1938,"*",6.3692869980069,6.96699432731212,5.33036272881558,1.19103659236533,4.17267831914023e-06,0.000207401570546695
"1",1216669,1220621,3953,"*",7.94646912798912,8.37515312206631,7.33382017603908,0.888038427600702,4.21832903406105e-06,0.000208589847545091
"19",10352850,10354244,1395,"*",7.36428191770078,7.83637563511826,6.65795592210174,0.97044715141263,4.35254307859792e-06,0.000214122798733281
"19",49661961,49662624,664,"*",6.82561615047866,7.34173889713599,6.01437999655155,1.05167895403326,4.44861323039321e-06,0.000217732381220214
"12",112184267,112185460,1194,"*",6.28968915074545,6.8553163273871,5.3461872888405,1.13935227848308,4.47678246976447e-06,0.00021799885397183
