"seqnames","start","end","width","strand","Conc","Conc_siBRG1","Conc_siC","Fold","p.value","FDR"
"11",3855276,3856517,1242,"*",7.25414131927951,7.85523819036497,6.20462647517755,1.3543788360509,1.21782263108897e-09,5.50003332226133e-07
"9",136838913,136841487,2575,"*",9.37297906909677,9.80037078711527,8.76298614988706,0.952495129232108,1.22379859973294e-09,5.50003332226133e-07
"16",88804244,88807457,3214,"*",8.55877590605259,9.04119335162374,7.82880788592966,1.08154423226415,1.36437234874173e-09,5.56348409548379e-07
"16",85576472,85585698,9227,"*",9.75032625741573,10.1668191192808,9.162448619679,0.926133265512544,1.37651705696064e-09,5.56348409548379e-07
"19",54457768,54461989,4222,"*",9.60110346384764,10.0037701021273,9.04056892818556,0.893932857202224,1.38075343405246e-09,5.56348409548379e-07
"19",2351117,2354565,3449,"*",7.81629570727341,8.37009909308762,6.9059279077377,1.2449997940116,1.62204473005679e-09,6.31786422357121e-07
"8",143269379,143276782,7404,"*",8.44963857432138,8.93354315697689,7.71621865018763,1.08360853569262,1.6808599734224e-09,6.33575767401315e-07
"16",788652,798039,9388,"*",8.9989519190273,9.48657297124251,8.25685345085266,1.09193041385113,1.77002864448587e-09,6.46337022213042e-07
"7",150329236,150333722,4487,"*",8.6654355040269,9.12608269345222,7.9846857325097,1.02793601915148,2.15439914434829e-09,7.62853151566961e-07
"19",1222970,1228294,5325,"*",7.96408820922359,8.51476901340719,7.0623008822245,1.23401384734973,2.39733827364466e-09,8.23908756692291e-07
"22",20578641,20589048,10408,"*",9.88671267193529,10.2780338564115,9.34804429185662,0.864417784422073,2.89899990711167e-09,9.67851826131423e-07
"11",394228,397450,3223,"*",6.96407016752897,7.61719129922084,5.73784166875105,1.44891560588002,3.1624388749112e-09,1.01244628633957e-06
"7",151064200,151064966,767,"*",9.23530672963609,9.65588536545997,8.63919769660955,0.932878392114146,3.20586329435721e-09,1.01244628633957e-06
"16",1765759,1770853,5095,"*",7.4040866143929,7.945068505355,6.52851422442304,1.20977953314558,3.38226821148763e-09,1.02264667569393e-06
"17",17793192,17799100,5909,"*",7.78042632424956,8.28982524595802,6.98592641850303,1.13798439275302,3.52362634606751e-09,1.02264667569393e-06
"4",987888,992271,4384,"*",7.08389215035006,7.68080428106881,6.04743766716564,1.33107010050433,3.53781602420455e-09,1.02264667569393e-06
"19",2245231,2250931,5701,"*",8.90431511276741,9.3427549932343,8.2713772549637,0.973474156736577,3.58823394980327e-09,1.02264667569393e-06
"1",40373728,40374208,481,"*",7.10576413765143,7.75632462832157,5.88891754469616,1.43887435519123,4.12001924908673e-09,1.14624821251377e-06
"19",55685433,55690601,5169,"*",7.3663918443685,7.9126238170924,6.47671020942968,1.2175344741408,4.75117152842484e-09,1.29110323975917e-06
"6",27808397,27808689,293,"*",8.10493895574997,8.65446061089886,7.20631918578506,1.22271210721598,5.82045114299499e-09,1.54572662740674e-06
"11",292570,297894,5325,"*",8.65233044022783,9.09217129494529,8.01644407930093,0.974519133815459,6.09830665964196e-09,1.58352696262036e-06
"19",42271123,42276570,5448,"*",8.31997062209669,8.78868303402028,7.62126835221503,1.03923161237589,7.42153495362607e-09,1.8852312159374e-06
"19",17725848,17728164,2317,"*",7.92978962370193,8.4504187413544,7.10718268105132,1.15407571684758,8.82213935901211e-09,2.19333400872461e-06
"1",1045354,1048368,3015,"*",7.51356835959388,8.06580549259091,6.60751313166367,1.22218343976144,9.56705612397514e-09,2.3289802251802e-06
"19",49652262,49653716,1455,"*",8.5765630934326,9.03667398048412,7.89699567108032,1.01659973026656,1.08814834025068e-08,2.5949006848631e-06
"7",149224178,149225808,1631,"*",8.00642760937747,8.50519803363149,7.23783845290123,1.10344112156061,1.11220698188349e-08,2.59922771666172e-06
"7",102446777,102448214,1438,"*",7.42528631332777,7.96326715063291,6.55769470966606,1.18851969808781,1.28616974345823e-08,2.89231560375879e-06
"19",42288591,42295010,6420,"*",8.50276917009361,8.95168462555068,7.8475664880371,0.990388915783652,1.28712376033767e-08,2.89231560375879e-06
"6",26204628,26205001,374,"*",9.5763684167707,10.015543850186,8.94188361597142,0.967937770611368,1.32037325917217e-08,2.91104934592958e-06
"1",155013344,155018756,5413,"*",7.9838858163089,8.4734780656648,7.23715387689967,1.08060893834849,1.48417487283274e-08,3.21158951649085e-06
"11",65107573,65113693,6121,"*",8.1768035333468,8.66504376499091,7.43325191371066,1.0767071027214,1.62425342449711e-08,3.44611396093308e-06
"21",43809568,43814974,5407,"*",8.35121026838667,8.81221473077476,7.66967205928993,1.01617892125273,1.65153942500858e-08,3.44611396093308e-06
"X",154458500,154470911,12412,"*",8.2554106105782,8.74088491587153,7.5183342280481,1.07016041086476,1.69128734920811e-08,3.46713906587663e-06
"8",141419596,141429463,9868,"*",8.82190004393724,9.26120714263067,8.18713807919514,0.965753080362381,2.09585439949452e-08,4.22242390656784e-06
"19",49650872,49651586,715,"*",7.33191780819117,7.91630062402753,6.33365546662599,1.27849262176975,2.13459129559009e-08,4.22757615067292e-06
"16",81678269,81678628,360,"*",6.65515721922363,7.2499408528276,5.6252861898635,1.29979230183541,2.2463688591422e-08,4.32447657713992e-06
"1",15730521,15735556,5036,"*",8.46829304101538,8.90959649429549,7.82931897277583,0.97014018196968,2.25753591104437e-08,4.32447657713992e-06
"17",81446973,81452110,5138,"*",7.37209157922406,7.9112064398075,6.50149137248644,1.18372584935366,2.35224488489775e-08,4.43322281935971e-06
"9",129867087,129870430,3344,"*",8.17098218060239,8.65722755836201,7.43210482702196,1.06846078833314,2.59995680638266e-08,4.82230083850498e-06
"8",144496447,144502028,5582,"*",8.32375446988068,8.78686539131969,7.63755491691771,1.01707204431165,2.69808850517281e-08,4.92611940358505e-06
"16",89722133,89723690,1558,"*",7.27928780886393,7.82623371144774,6.38767283925729,1.19797131255517,2.96527031250369e-08,5.33064363101624e-06
"12",131921059,131923055,1997,"*",8.19697369279874,8.67887539746777,7.46820004177777,1.05734485281064,3.09367305615811e-08,5.47720752442537e-06
"11",65615838,65621071,5234,"*",8.22126446637424,8.68713104246754,7.52893380426801,1.02199156598555,3.17735102643095e-08,5.54139503639488e-06
"1",150549426,150554758,5333,"*",9.29314546822344,9.70484475041971,8.71483631799229,0.900510473031723,3.61541666913543e-08,6.21266820277168e-06
"19",48872466,48876543,4078,"*",10.3512697308413,10.6909259903319,9.90619241966199,0.737745624237632,3.75302472859536e-08,6.31745510799259e-06
"20",63733226,63739357,6132,"*",8.26849593756315,8.72791270552221,7.59045670340454,1.00648096098087,3.78452595258435e-08,6.31745510799259e-06
"20",63520776,63525101,4326,"*",8.2617740330165,8.73639167536935,7.54971931165022,1.0393124962305,3.88988348756287e-08,6.40187162706651e-06
"7",151069956,151072106,2151,"*",8.50936597559857,8.94529658023136,7.88168702885107,0.954303138777735,3.97160862353632e-08,6.44440745032753e-06
"19",55691340,55693048,1709,"*",6.92593255687686,7.51600911081476,5.91048071966083,1.27958298975098,4.02603118420119e-08,6.44440745032753e-06
"1",36177867,36180183,2317,"*",8.20948380186131,8.67281785320535,7.52278920603752,1.01435896528582,4.16244705464554e-08,6.5727288964234e-06
"7",6651858,6653451,1594,"*",7.03639476734703,7.60280509584583,6.09066142646711,1.23199643947878,4.27251272334485e-08,6.6242525682974e-06
"12",122141726,122143675,1950,"*",7.62430122961974,8.14053290351665,6.81279169434211,1.12815709015793,4.31269675445385e-08,6.6242525682974e-06
"17",7841061,7853347,12287,"*",8.83550803304603,9.27020958811291,8.21039461331045,0.951163217625969,4.36514717808216e-08,6.6242525682974e-06
"1",150555452,150564225,8774,"*",9.46207466058083,9.85384736778586,8.92254562000512,0.855016257768628,4.69565854826389e-08,7.03445770980302e-06
"7",138460273,138460869,597,"*",5.79639819689911,6.56031416704623,4.06857151660529,1.54374477863323,5.11991636230722e-08,7.57293958146327e-06
"19",3381811,3382344,534,"*",6.80200097984136,7.37014860728394,5.85130075459037,1.2282433331915,7.17351284805741e-08,1.04778122036938e-05
"8",144257088,144266263,9176,"*",7.74491429969252,8.22787733173423,7.01368125052431,1.05179684909233,7.56509546117821e-08,1.09133506745515e-05
"22",46675814,46680452,4639,"*",8.05198854708216,8.54563637974052,7.29565644199111,1.07396200555332,7.72534921445515e-08,1.10086226305986e-05
"11",836265,839765,3501,"*",7.81812799055329,8.30704314059209,7.0729900249941,1.06449921726435,8.09135516103016e-08,1.12595564481931e-05
"11",67276969,67286530,9562,"*",8.55338877686285,8.99942928223801,7.90434697410776,0.971076012790613,8.17612185294449e-08,1.12595564481931e-05
"22",20917490,20918134,645,"*",7.34082637632482,7.89328072548915,6.43417410699758,1.19475054897447,8.19052030891242e-08,1.12595564481931e-05
"7",4762184,4768980,6797,"*",9.85160720233251,10.2068416166167,9.37929130385764,0.769808474119716,9.26305298863396e-08,1.25859039735102e-05
"17",81696277,81696934,658,"*",6.24598798132687,6.89892674123813,5.02043024668837,1.37481014035087,9.43354523922831e-08,1.26702271402739e-05
"11",61865421,61866966,1546,"*",6.67209156942077,7.24624323109971,5.70404635638441,1.2351173602172,9.8258330508442e-08,1.2922546297916e-05
"20",3865918,3866852,935,"*",7.45742109650974,7.96506789621816,6.66723800539293,1.10139708086752,9.84258982040673e-08,1.2922546297916e-05
"12",122975571,122983103,7533,"*",9.67855280438756,10.0385312886597,9.19777914895292,0.780125577224315,1.01387070718765e-07,1.30059432181003e-05
"11",827436,831934,4499,"*",7.74861508632257,8.270864748734,6.92188831397555,1.13027859640579,1.02100717538074e-07,1.30059432181003e-05
"19",40799685,40809732,10048,"*",9.43375404163267,9.82881395816093,8.88793546930008,0.857702111333796,1.02836850048647e-07,1.30059432181003e-05
"12",752606,754268,1663,"*",7.82062383256075,8.33977069001204,7.00177085784794,1.12396778234648,1.03513283635715e-07,1.30059432181003e-05
"9",136835241,136838003,2763,"*",7.75399394258224,8.2335183081301,7.030707567234,1.04078702499685,1.10812749995649e-07,1.36840456976413e-05
"16",30664230,30670708,6479,"*",8.18790899952749,8.62903705279026,7.54930573438843,0.958944754360015,1.11252404045864e-07,1.36840456976413e-05
"19",1046229,1047703,1475,"*",6.05146938881899,6.73052314586179,4.72560719036766,1.40919844933727,1.17192440453611e-07,1.4264517361463e-05
"3",46988752,47010341,21590,"*",10.0953360001326,10.4583147625109,9.60917325170514,0.785924914832034,1.19719617042752e-07,1.44218940736553e-05
"22",50438210,50442445,4236,"*",8.00831487421704,8.47379431312358,7.31684784412851,1.00972638979375,1.26409876471658e-07,1.50724429241971e-05
"16",85605508,85612073,6566,"*",8.22976773100684,8.69012813526665,7.54965039033941,0.997924149122921,1.33682739091699e-07,1.57786142049142e-05
"19",13150609,13155141,4533,"*",9.82397691657369,10.2628750744678,9.19007554195709,0.952456131316614,1.38592703107073e-07,1.61945573580614e-05
"9",129879482,129882021,2540,"*",8.8403521636854,9.24621625397987,8.27356332584628,0.87988622538183,1.40209960240627e-07,1.62213206476409e-05
"20",63282967,63290569,7603,"*",9.51273979916783,9.87478338431987,9.02826017770005,0.783133118812209,1.53324287390427e-07,1.75646499819327e-05
"11",68041217,68046446,5230,"*",8.60372014772544,9.04971155359736,7.95478322831878,0.965827243009679,1.58713672399221e-07,1.80055268153873e-05
"22",19961855,19974624,12770,"*",10.2230280466893,10.5668189573905,9.77079975517737,0.742223300244933,1.61528857331989e-07,1.81168102500824e-05
"11",489197,491354,2158,"*",7.51057897436643,8.00256510813307,6.75819135019889,1.06368398854441,1.62795470796633e-07,1.81168102500824e-05
"19",13135212,13136339,1128,"*",6.78100634203996,7.34191428195204,5.85085333455968,1.20116839069598,1.64705167976852e-07,1.81564140359388e-05
"12",121817026,121817911,886,"*",6.90927090201437,7.4581578531557,6.01238154293958,1.17659038828836,1.70732494235136e-07,1.86449457489492e-05
"19",14450314,14451095,782,"*",6.41136519313398,7.05052894568482,5.23535531784072,1.33683204268775,1.73716019627508e-07,1.87951082346985e-05
"19",2337033,2339979,2947,"*",7.71596218095253,8.21991250475117,6.93482713525637,1.08594699764692,1.77644408449227e-07,1.90438065388002e-05
"21",8988408,8988758,351,"*",5.70973441145095,6.4236789594855,4.23466956226705,1.44080090682586,1.85715096034233e-07,1.97280081560002e-05
"19",2228039,2232215,4177,"*",8.04147089114465,8.48741908648544,7.39262626616497,0.964679779569321,1.98989001854927e-07,2.09476260060795e-05
"21",14055868,14059614,3747,"*",6.30978066775834,6.91312428691626,5.2531889577362,1.27437708384491,2.09858595421837e-07,2.18946222098586e-05
"9",137105471,137111818,6348,"*",7.78136119601028,8.24547557718033,7.09293339639929,1.00193995244726,2.2056217557551e-07,2.28076904566357e-05
"19",1431979,1436376,4398,"*",8.23186415538115,8.73503467238197,7.45262770801163,1.08165819049087,2.24122976751628e-07,2.29726051170419e-05
"16",14918527,14918813,287,"*",5.41393226055511,6.19462797228327,3.58790842383331,1.4917920934047,2.36344031963412e-07,2.4014608812978e-05
"21",43981367,43986168,4802,"*",8.15103135220615,8.5958590142178,7.50457707877411,0.96036715551362,2.47036822446744e-07,2.488470060595e-05
"11",66275515,66277822,2308,"*",8.22975529034371,8.67897533099684,7.57389763152061,0.970459516511098,2.65835005166582e-07,2.65494191057394e-05
"8",123182718,123183325,608,"*",8.43848740801751,8.85432882304081,7.85191573065546,0.898109209237192,2.71269983345511e-07,2.68626250456974e-05
"17",81996442,81996869,428,"*",6.16567941326437,6.80613588553967,4.98511119928133,1.32728400502632,2.74662576169084e-07,2.69700185087037e-05
"7",128830393,128834155,3763,"*",7.3629367958487,7.86883845077306,6.57703534263042,1.08427571709521,2.83978705705304e-07,2.7652426468054e-05
"19",49106819,49109267,2449,"*",8.69128712329934,9.17586096196105,7.95630987657081,1.03936390704344,3.34054319487777e-07,3.22597084563196e-05
"19",540901,542443,1543,"*",7.71477238090973,8.2480258692726,6.85963023985659,1.13491028478349,3.46482211590915e-07,3.30157844781085e-05
"14",24430347,24432646,2300,"*",7.83891874771951,8.31054965697026,7.13363967200992,1.01229188533167,3.47534573453773e-07,3.30157844781085e-05
"16",1973622,1981848,8227,"*",7.53715987097089,8.02436560724426,6.79603493879199,1.0438350196334,3.57892656398523e-07,3.37256104033608e-05
"22",23180938,23182833,1896,"*",8.93245845844284,9.35414969975169,8.33409569829345,0.90740227865323,3.66946510475968e-07,3.43021597992935e-05
"21",44321662,44331164,9503,"*",8.69262196117124,9.1353154699139,8.05070428279709,0.951436670361638,3.90013049773264e-07,3.58911482376266e-05
"X",41085628,41086723,1096,"*",7.6994298444003,8.19360225895458,6.94184931675468,1.05735525770324,3.94326154246333e-07,3.58911482376266e-05
"7",100865751,100868867,3117,"*",7.34340855456773,7.83563277730427,6.59045670340454,1.05319654415048,3.98311112928954e-07,3.58911482376266e-05
"5",666434,675005,8572,"*",8.37946727542105,8.82824079581304,7.7245696602711,0.964829865217722,3.98354126794981e-07,3.58911482376266e-05
"19",14441136,14441406,271,"*",6.99431574957878,7.5698557557712,6.02221952626104,1.2101454293928,3.99302462207227e-07,3.58911482376266e-05
"19",1206363,1207220,858,"*",8.18547874037914,8.63949497928405,7.51924959783701,0.974422896266092,4.0413474974674e-07,3.60482026777913e-05
"22",37568109,37569823,1715,"*",8.33224035640428,8.74674013565494,7.74835269485712,0.892338235587741,4.15069194521029e-07,3.65344558195387e-05
"6",124962783,124963419,637,"*",6.71093537677095,7.28722985542551,5.73663128008798,1.210780701065,4.15839334531335e-07,3.65344558195387e-05
"16",721587,726689,5103,"*",6.98908947039049,7.54168702181886,6.08204341026141,1.16784662209849,4.20172986908925e-07,3.66397115823193e-05
"17",77401502,77402781,1280,"*",7.68835711254353,8.1675284687601,6.96588299314844,1.02557991359677,4.49353002604233e-07,3.88939987809664e-05
"5",661807,665811,4005,"*",7.23878725063559,7.74852330654573,6.44345463917469,1.08465116577135,4.83316675133175e-07,4.15261422715525e-05
"15",81001059,81003958,2900,"*",6.9152111996224,7.49612923962338,5.92727699395053,1.2142982918649,5.17103967568594e-07,4.41048165039344e-05
"19",1042068,1043438,1371,"*",6.25594838500966,6.85672927490309,5.20742516723444,1.24866141425223,5.22341727666961e-07,4.42287180274525e-05
"16",85170221,85172854,2634,"*",7.09590835820706,7.63947443864077,6.21341479015532,1.14693708753144,5.33416939739629e-07,4.4841560725594e-05
"19",45522408,45522824,417,"*",6.68598864067056,7.24253610802472,5.76802260659639,1.1720045585531,5.45407219454176e-07,4.55220239951574e-05
"1",228140452,228150233,9782,"*",8.34865391177597,8.75485875537642,7.78119612994647,0.872526174364997,5.56911357552674e-07,4.61525476099503e-05
"22",19719252,19723766,4515,"*",9.01245644426348,9.39568500237329,8.48908212219876,0.822624954831046,5.76506665643834e-07,4.74400027327338e-05
"7",100675599,100680808,5210,"*",7.86381338649678,8.31588990186266,7.20179191618691,0.96682091953201,5.95262683743107e-07,4.86408703464211e-05
"7",101087574,101089038,1465,"*",8.78356501470038,9.20278187977795,8.19020728425762,0.898171791963354,6.10302428978384e-07,4.95234991848085e-05
"11",289562,292397,2836,"*",8.04182074900578,8.48644480003645,7.3958001999816,0.950406116850548,6.64698554675237e-07,5.35655352508975e-05
"19",45144658,45147014,2357,"*",7.00283750052397,7.58229209647224,6.01923615960196,1.2061244292553,6.71447254531324e-07,5.37387751314967e-05
"19",7921438,7923512,2075,"*",6.46626876029548,7.03949299931947,5.50092115960885,1.19427603416038,7.47274982998443e-07,5.92848394530729e-05
"19",798141,804703,6563,"*",8.84247698045007,9.24191833815101,8.28820989506606,0.855024862637977,7.50890563890012e-07,5.92848394530729e-05
"19",1393361,1397393,4033,"*",7.11342383536756,7.64906836325978,6.25200342336301,1.12595876136758,7.70634777385237e-07,6.04353515016543e-05
"11",75571780,75572710,931,"*",7.53624762329739,8.02177254791876,6.79905310913542,1.03172309655359,7.77604537406936e-07,6.05753934640003e-05
"16",85612739,85619297,6559,"*",8.74023563471349,9.15568595138303,8.15444714466718,0.888608998318425,7.91504879179084e-07,6.12498974384609e-05
"1",32769155,32772452,3298,"*",8.14372936874948,8.57938819031176,7.51661832530149,0.930177494974195,8.0739068853771e-07,6.20681591813365e-05
"16",2527567,2531810,4244,"*",8.62431462634799,9.06811124096854,7.98005468182048,0.946508337521966,8.21860344854086e-07,6.27675694746405e-05
"2",74100393,74103886,3494,"*",7.9856962315893,8.41449479026898,7.37281146235037,0.916011538918165,8.37824977173176e-07,6.35713302484971e-05
"16",263175,266452,3278,"*",7.46137041399212,7.92940700716796,6.76418493962088,0.995685013728353,8.65622337461128e-07,6.42710462653634e-05
"1",2228819,2231617,2799,"*",6.66044078242586,7.21917194022696,5.73638908044898,1.16542430920098,8.66645582942848e-07,6.42710462653634e-05
"12",131917431,131919547,2117,"*",7.40273423387923,7.87560824225469,6.69464065564348,1.00512180096098,8.74873296677688e-07,6.42710462653634e-05
"16",23678858,23680272,1415,"*",7.56069063537661,8.03602385501002,6.84700574147599,1.00923574928575,8.76345900883663e-07,6.42710462653634e-05
"21",43802250,43804805,2556,"*",8.43211616353316,8.85719652198113,7.82685574897884,0.907337035283202,8.7902385287352e-07,6.42710462653634e-05
"7",128834788,128841562,6775,"*",8.67670779245202,9.08694474830645,8.10129872153398,0.876585567285892,8.80048558190684e-07,6.42710462653634e-05
"8",144137785,144144912,7128,"*",8.03409312111704,8.48799980284472,7.36810210959021,0.965794419533876,9.18366153919246e-07,6.66528478791701e-05
"22",37566180,37566736,557,"*",7.4494161912353,7.983954500755,6.59090512175497,1.12157925759225,9.48551684190753e-07,6.84186816652404e-05
"7",604720,606432,1713,"*",6.14822364232014,6.75169450864334,5.09122975446818,1.23769841064229,9.6566688622093e-07,6.92258746349176e-05
"19",50480148,50482883,2736,"*",7.19075085123214,7.71510982233135,6.35863703378099,1.1021276213241,9.95203018848689e-07,7.07661091069849e-05
"2",241767732,241769549,1818,"*",6.5131933579441,7.10241145745944,5.50035072127038,1.2132422458812,9.99264698558195e-07,7.07661091069849e-05
"11",46381846,46382765,920,"*",7.10865389647885,7.63155939018396,6.28025516810048,1.09821267963329,1.01428189101112e-06,7.139689094256e-05
"16",1773373,1780876,7504,"*",7.90945519198703,8.3574347604782,7.25626230917945,0.952795688997364,1.02056583593013e-06,7.14090526517581e-05
"19",35633095,35634378,1284,"*",6.40962597079535,6.99501336032043,5.40835055306201,1.20632618034892,1.04476534881701e-06,7.26671613150401e-05
"22",41354567,41359903,5337,"*",8.47151464151123,8.88755199339623,7.88455035434489,0.88641654295187,1.14111530096401e-06,7.88990076435765e-05
"3",47845688,47852741,7054,"*",8.62567317704394,9.01351446044087,8.09361177939446,0.828055440394044,1.15204194924642e-06,7.91859422173198e-05
"16",2761552,2771340,9789,"*",11.3513696822578,11.6629280478087,10.95345113202,0.664930212708175,1.18930122050524e-06,8.12689167345248e-05
"4",2630951,2631172,222,"*",5.71176586852607,6.37830464991175,4.43506982674161,1.31803057666917,1.2139402397494e-06,8.24703005899516e-05
"11",65210973,65212289,1317,"*",7.50403862056217,7.96056181087019,6.83234469354628,0.968498479511714,1.25751328594923e-06,8.49366632735075e-05
"9",129147249,129148919,1671,"*",8.0921165358327,8.50275454977827,7.51591296062282,0.875009783840103,1.33362059263082e-06,8.95595208327077e-05
"19",579484,584926,5443,"*",9.84814765477859,10.1990204642912,9.38353984591834,0.749188322460262,1.34669468442598e-06,8.9920727928672e-05
"13",43968527,43971238,2712,"*",7.93659741749896,8.36398252618591,7.32661806387011,0.908582525429061,1.35909255552734e-06,9.02329347235053e-05
"21",45290465,45295329,4865,"*",7.39522213685605,7.86208955446278,6.70065530584331,0.987964907538456,1.37677501177591e-06,9.0670440723644e-05
"5",154755472,154756271,800,"*",6.09062167005354,6.74740115557836,4.85085333455968,1.30074153113981,1.3812014076858e-06,9.0670440723644e-05
"12",132549575,132554344,4770,"*",7.34138300705775,7.84593079364167,6.55879092859213,1.05869080939043,1.39223042243374e-06,9.0883868637644e-05
"19",1253196,1255707,2512,"*",6.46534063356845,7.0386381770636,5.49978005729267,1.18030571453656,1.40688343179936e-06,9.13301827809754e-05
"7",39949677,39950786,1110,"*",6.65348191746804,7.26100389638116,5.58360638405865,1.23285892239259,1.43363129854897e-06,9.25523852129542e-05
"7",5605384,5607452,2069,"*",8.4937640354845,8.92332344827112,7.87931168606168,0.911649679232886,1.48490805595778e-06,9.53359924937729e-05
"16",29806675,29811363,4689,"*",9.36487398911628,9.7121349354336,8.90660076418318,0.740248504825171,1.52991601814255e-06,9.76888998469708e-05
"20",63685256,63690430,5175,"*",7.13481070095395,7.6270169320197,6.38190149769718,1.03323811838774,1.70441376172086e-06,0.000108239536987545
"1",1048906,1050845,1940,"*",7.06169802068861,7.61028286192565,6.16563131653612,1.13283684949671,1.7718723905351e-06,0.000111915291261636
"7",1539795,1542832,3038,"*",7.0642398474709,7.55980526142779,6.30333673712374,1.03858799963016,1.84828976821096e-06,0.000116114333019059
"1",202181587,202189401,7815,"*",8.15595871623521,8.58057399090339,7.55164777278939,0.899947146827916,1.86777569089671e-06,0.000116711010417797
"3",128069447,128072832,3386,"*",8.69500709749331,9.07215372223983,8.18296550058492,0.80192774963398,1.94936718481061e-06,0.000121161465715489
"19",49834900,49838075,3176,"*",6.75559213195493,7.280737679922,5.92146226136116,1.0908671168912,1.96865111498174e-06,0.000121712636394506
"1",10628743,10632457,3715,"*",7.7647783675299,8.19859951981143,7.141498566293,0.918036501358502,1.98055476316516e-06,0.000121804117934657
"16",2817648,2822204,4557,"*",7.66408252706954,8.11723963740601,6.99971922904134,0.957840030954847,2.03569485280088e-06,0.000124539761020829
"7",151074028,151076404,2377,"*",7.69701712466345,8.13013757575208,7.07519421485473,0.916520136203125,2.06531314108046e-06,0.000125693666945443
"22",49962529,49966258,3730,"*",7.43172352168057,7.9013312751662,6.73100820760653,0.987083797428771,2.1215748003535e-06,0.000128448712653527
"4",2793886,2801559,7674,"*",7.4047398181702,7.88324697169151,6.68379221777102,1.00354448488797,2.16408548777888e-06,0.000130347107859259
"16",1743330,1747184,3855,"*",7.82080869389856,8.26210288089858,7.18185421848211,0.931077772613591,2.22330609057644e-06,0.000133227341889158
"16",2081195,2087343,6149,"*",7.50071759737685,7.94872996139017,6.84745435615959,0.945075690028328,2.23532846127961e-06,0.000133264352398226
"16",2167557,2172571,5015,"*",7.18946135758963,7.6703365300854,6.46306077592734,1.00708316483944,2.36465275245629e-06,0.000139686277564808
