"seqnames","start","end","width","strand","Conc","Conc_siUAP56","Conc_siC","Fold","p.value","FDR"
"X",75248035,75250558,2524,"*",7.10879179654835,7.70848147187329,6.06368618032511,1.24276591176719,4.58586984264428e-05,0.0071987851204026
"2",175717495,175720017,2523,"*",7.56904156560274,8.18629835276171,6.46758067282544,1.26710271141031,4.97655532442467e-05,0.00766033076969723
"9",136615694,136622680,6987,"*",7.14933216412457,5.96295327563814,7.79142893261257,-1.30433906912083,4.98955049776285e-05,0.00766033076969723
"20",43715962,43716998,1037,"*",6.30728534948373,5.1635250703967,6.93715164205596,-1.28697042997866,5.12737596729756e-05,0.00778636626512111
"5",136677030,136677292,263,"*",6.75602320760109,7.34844913007634,5.73339844684528,1.22637883052628,5.24390415428463e-05,0.00785732229111629
"11",2396638,2398305,1668,"*",7.28884349057234,6.33535793015707,7.85796183676049,-1.18806087076789,5.33940342714771e-05,0.00785732229111629
"5",150396133,150396843,711,"*",7.22792420134598,6.30616131368787,7.78583554316771,-1.16859464789605,5.34282168531993e-05,0.00785732229111629
"1",231944886,231946153,1268,"*",4.19997852778868,5.08486863858589,1.49512356047015,1.41382606706874,5.44503263746428e-05,0.00789048731561592
"2",235536682,235537403,722,"*",5.59333434830936,4.1316869550005,6.3043196636759,-1.38344277746721,5.47832846335083e-05,0.00789048731561592
"20",396431,397498,1068,"*",8.48231970909767,7.52748916631013,9.05190589200175,-1.18508825299265,5.74714702759303e-05,0.00819320317576553
"2",240576523,240578688,2166,"*",6.45610118774806,5.36822621816933,7.06920484967338,-1.25649396458978,5.8609412872868e-05,0.00820503932303412
"3",34426538,34426734,197,"*",5.44087016522049,6.15084473162755,3.98377091427552,1.37624410002548,5.87290768236641e-05,0.00820503932303412
"1",174612779,174613512,734,"*",6.58549826459162,7.23521160438671,5.37173851156201,1.30591468760629,6.00002750748929e-05,0.00829964201060721
"2",74046134,74048775,2642,"*",6.92801179076986,5.92349213845225,7.51447770126465,-1.21329234537316,6.06256796934009e-05,0.00830393500976965
"5",164452005,164452892,888,"*",6.44949854737746,7.03005287246955,5.46264283042245,1.19979434956001,6.39331018627414e-05,0.00867193559344038
"11",119334579,119337216,2638,"*",6.72820435409962,5.68343242549128,7.32778730258278,-1.23051152872757,6.67442669379779e-05,0.00891407094442561
"2",81617970,81619172,1203,"*",7.23120040613133,7.82632813435291,6.20026778086712,1.2217033696817,6.69943060027692e-05,0.00891407094442561
"18",12182687,12187553,4867,"*",8.92018490595277,9.57988543471541,7.66948860566454,1.31156215283663,6.84804612480019e-05,0.00897541193193942
"2",99233625,99234020,396,"*",6.75118858490057,7.37650779260715,5.62286796330225,1.26615196469117,6.87401815702182e-05,0.00897541193193942
"5",56226096,56227291,1196,"*",4.2318429301442,5.09490629774776,1.7667301127098,1.40317494979953,7.06578452200203e-05,0.00909281302132418
"3",128069466,128072832,3367,"*",8.11108813636618,7.16900245462623,8.67621744581689,-1.1710886908513,7.14186929777459e-05,0.00909281302132418
"9",130135105,130139835,4731,"*",7.33411304495095,6.40753087670516,7.89374852142101,-1.16275734704645,7.15918282403307e-05,0.00909281302132418
"X",68593834,68595001,1168,"*",5.00557244204,5.80098356039983,3.086519941293,1.41326130662999,7.25931804381488e-05,0.00913693084595835
"19",1431979,1433065,1087,"*",5.98833213078485,4.81863950703342,6.62569565089879,-1.28018292181386,7.45269418736518e-05,0.00929657057961419
"17",28860457,28861020,564,"*",6.22872911274741,5.07117763151205,6.86260416183019,-1.27380947186812,7.8876682845155e-05,0.00971976150898591
"11",70435014,70436478,1465,"*",7.98357853001275,6.83122210083748,8.61594931064663,-1.26963983688258,7.97058727877244e-05,0.00971976150898591
"2",218404261,218405914,1654,"*",6.69547281726029,5.74131613029163,7.26482468061682,-1.17546233762458,8.06553877818427e-05,0.00971976150898591
"12",39747033,39751815,4783,"*",7.22452615348191,7.81277576910873,6.21461963118352,1.20401588313131,8.09870913577345e-05,0.00971976150898591
"4",26698537,26699834,1298,"*",7.67158024649942,8.25627814187095,6.67237377148454,1.19779992557868,8.19050637049939e-05,0.00971976150898591
"5",120274179,120276223,2045,"*",7.03693787050435,7.61689238163604,6.05185837190957,1.1904782938209,8.2093755497841e-05,0.00971976150898591
"21",37195213,37195985,773,"*",5.33037697420303,3.8610321084929,6.04306408081583,-1.35652073505195,8.49978625608097e-05,0.00992972142648031
"10",17233096,17233919,824,"*",6.89926233450379,5.89619207927175,7.48524680336604,-1.19965926146384,8.59188752161962e-05,0.00992972142648031
"3",130351565,130352229,665,"*",7.7135663903402,8.25820468106805,6.82818771295395,1.13000899970415,8.6048967805438e-05,0.00992972142648031
"14",103135393,103137328,1936,"*",6.78846276323463,5.62468381183472,7.42413184969431,-1.27148995035956,8.69996303270341e-05,0.00992972142648031
"5",179833047,179833791,745,"*",7.37910939378009,6.37545001159225,7.96528962880245,-1.19906390351328,8.76037429856809e-05,0.00992972142648031
"11",67254973,67257928,2956,"*",6.17263297165635,4.89302358229461,6.83992835596908,-1.31015389604637,8.81315193532001e-05,0.00992972142648031
"14",24102795,24104414,1620,"*",7.10546110361056,6.12054886825192,7.68535908044487,-1.1889025886041,8.91640310558044e-05,0.00996568542304515
"X",49171897,49172098,202,"*",5.6235379664158,4.17066103921979,6.33257069801081,-1.35003791701849,9.0860846969552e-05,0.00997352048038993
"8",144138636,144142390,3755,"*",6.95661621581586,5.9586958394125,7.54088484197162,-1.19521078631083,9.10920603601593e-05,0.00997352048038993
"11",66275519,66277704,2186,"*",7.53006607843109,6.66484903663596,8.06714957675258,-1.11637846593198,9.13757513055552e-05,0.00997352048038993
"3",9834756,9836194,1439,"*",7.80356632705134,6.91714173506525,8.34859259158952,-1.12891112459779,9.40141004902716e-05,0.0101512593576565
"8",127182799,127184190,1392,"*",7.14338805198557,7.72793196796979,6.14464307799817,1.19200089113296,9.59798541125747e-05,0.0101512593576565
"6",10734351,10734772,422,"*",6.01822445943061,6.65522903429547,4.84978718133798,1.26629335342102,9.6715696673887e-05,0.0101512593576565
"19",55668707,55669799,1093,"*",6.62789251496988,5.68858324290313,7.19204384035721,-1.1607200537872,9.71266910316492e-05,0.0101512593576565
"6",85817207,85821881,4675,"*",8.35047874216079,8.97867464898229,7.21241515144554,1.25403163820622,9.71992148726443e-05,0.0101512593576565
"5",56201763,56202136,374,"*",5.20899647764335,5.92983430756672,3.70207442517508,1.35309538468229,9.79148273619209e-05,0.0101512593576565
"11",72237129,72239797,2669,"*",6.61749643951168,5.59475094945833,7.20996177229868,-1.20520813388933,9.80903309200216e-05,0.0101512593576565
"16",1992905,1994181,1277,"*",6.19324480916656,5.04526319373982,6.82434339605617,-1.2589853546695,9.94616647254754e-05,0.0102174920432325
"19",19111054,19112769,1716,"*",6.61130090598274,5.5694076854354,7.20996177229868,-1.21309391219586,0.000101568922534733,0.0102756352941937
"16",85665900,85667146,1247,"*",6.83425663705759,6.02046285254518,7.35139732995509,-1.0774006864918,0.000101651632773418,0.0102756352941937
"22",41356738,41359903,3166,"*",7.64319366736224,6.6097950096806,8.23911941709548,-1.2073205790518,0.000102970883826278,0.0102756352941937
"10",32705179,32709125,3947,"*",9.34842744150745,9.96726116222169,8.2417639638341,1.23836317596365,0.000103285740025569,0.0102756352941937
"16",85630830,85638129,7300,"*",7.66330662403407,6.68417826884599,8.24124426560009,-1.17967022726092,0.000103705144691239,0.0102756352941937
"12",127167939,127168136,198,"*",7.10755083850666,7.62336379912423,6.29709177774764,1.07390078035278,0.000105535543351757,0.0103833596913197
"16",31310950,31312109,1160,"*",6.37590207537842,6.97130965934016,5.34410527979165,1.20298375834302,0.000109259710751781,0.0106745973350569
"1",70363732,70363936,205,"*",6.73462584827299,7.26841042332274,5.878092462688,1.10407732053245,0.000110318037901338,0.0107031479688861
"5",179825669,179825876,208,"*",4.3794185045669,2.44991035853773,5.17641599221792,-1.37601256023604,0.000112003100924507,0.0107570020187916
"18",37115710,37117460,1751,"*",6.86309589340543,7.49380817736229,5.71643931165153,1.25101353431522,0.000112413019450546,0.0107570020187916
"20",63284009,63284812,804,"*",5.97728463591818,4.69667564727218,6.64483917532359,-1.29602564194058,0.000114220670033381,0.0108388826247772
"11",68612482,68615197,2716,"*",6.83000776032118,5.71485610969403,7.45139845270138,-1.23955967531261,0.000114820315544129,0.0108388826247772
"5",177285389,177286104,716,"*",6.93814633743511,7.44776622300686,6.14310073753087,1.05953447405779,0.000118000845352101,0.0110643611437195
"13",51709530,51710659,1130,"*",7.6632861284368,8.221584079022,6.74044449633977,1.14197494865571,0.000121286419982501,0.0112600756305871
"5",97361042,97361691,650,"*",6.90836439794691,7.49792348130748,5.89448612003613,1.19056027527468,0.000121700051550973,0.0112600756305871
"5",164510478,164510886,409,"*",7.27275171927055,7.81778655341629,6.38630401327176,1.11863346081959,0.000128324890044418,0.0117949147290169
"11",74888346,74890887,2542,"*",8.06084248842184,8.68533113464894,6.93531906914797,1.2357648157655,0.000129611069870625,0.0118352696546569
"1",150549430,150554654,5225,"*",8.58881953047703,7.52116785143638,9.19564552596669,-1.21157526185189,0.000131907230667884,0.0119667267510455
"19",19355785,19358491,2707,"*",6.99928640359105,5.99574207203834,7.58542841579761,-1.18291922245877,0.000134916541679694,0.0121508745181042
"2",187131764,187132098,335,"*",6.17134203198046,6.77716430066593,5.10688962250731,1.20826425869333,0.000137652113151001,0.0121508745181042
"9",129005313,129006981,1669,"*",5.47376475688265,4.15155278754942,6.15190762187994,-1.29498506441682,0.000137779533369217,0.0121508745181042
"4",39135622,39136454,833,"*",7.42198889006541,7.9075367704228,6.68474079895568,1.01207054824016,0.000138528388984179,0.0121508745181042
"5",97296087,97296377,291,"*",5.57887231232151,6.28605629521682,4.13423976147637,1.31922489570399,0.000138694115725013,0.0121508745181042
"6",101062026,101069078,7053,"*",6.97830899483891,7.59738050785316,5.87085887288412,1.22574369295288,0.00013915538779591,0.0121508745181042
"2",81558385,81559040,656,"*",6.18015084118129,6.80388884602568,5.05714942720792,1.23043874930411,0.000142523846414344,0.0123677059518932
"8",67111305,67111597,293,"*",7.46621037933959,8.05064727386989,6.46778604994713,1.17529574998337,0.000146420324267133,0.0125956894079371
"7",128852583,128855321,2739,"*",7.98749851552371,6.96486632555285,8.57992686328377,-1.18716974089806,0.000147156568681369,0.0125956894079371
"5",97445845,97446028,184,"*",6.51581890679931,7.07062508022247,5.60268074692001,1.12961713784681,0.000147855777174267,0.0125956894079371
"10",32702108,32703749,1642,"*",6.84811709269493,7.40835855790295,5.91983586894674,1.13798629478551,0.000150252425742911,0.0126907579570566
"20",45377718,45377940,223,"*",6.11464574729937,6.7099051565303,5.08330658782643,1.18914551153411,0.000151343518390087,0.0126907579570566
"9",94506328,94506527,200,"*",4.31660099505547,5.14240046811816,2.1804315669845,1.34367068282003,0.000151696841946064,0.0126907579570566
"7",128858479,128859440,962,"*",7.0842815337337,6.08773703542315,7.66809035888148,-1.17428780130014,0.00015308801406944,0.0127309085985961
"17",50428288,50428692,405,"*",6.63140883540053,7.16955178261321,5.7633876774329,1.10113688884838,0.000154818855139207,0.0127986640541412
"1",121581665,121583794,2130,"*",6.66427829883371,7.24719038374419,5.67041211923823,1.17076639692944,0.0001563552145667,0.0128420939342956
"1",51555219,51555813,595,"*",7.06755715197679,7.58829898280465,6.24466419417193,1.07167041499786,0.000157654092038231,0.0128420939342956
"3",58273450,58273699,250,"*",6.75809608827005,7.3986639547944,5.57713421378629,1.24566169078667,0.000159270453361945,0.0128420939342956
"X",148138943,148139650,708,"*",7.03376405236334,7.57257899847637,6.16396036969853,1.10103123002682,0.000161178429916862,0.0128420939342956
"11",837966,839172,1207,"*",6.49380081765814,5.30150057849206,7.13756043780314,-1.25015991561928,0.000161420277981091,0.0128420939342956
"1",205872714,205874815,2102,"*",7.54175221475353,8.14195092821612,6.495053658595,1.19340119720485,0.000161782254571551,0.0128420939342956
"1",201805657,201806230,574,"*",7.12918107973595,7.62903182109708,6.35798805517383,1.03397255112037,0.000164501111528663,0.0128420939342956
"19",47275317,47276453,1137,"*",6.88900681928049,5.88725946836142,7.47455130032616,-1.17394677145267,0.000165046452187795,0.0128420939342956
"6",120131167,120131501,335,"*",7.33735100848992,7.91712515800385,6.35280503990142,1.16364373032636,0.000165203128116753,0.0128420939342956
"16",3020477,3024361,3885,"*",6.82086717709562,6.01505111907252,7.33482434441304,-1.05899750117042,0.000166524787877498,0.0128420939342956
"1",93279407,93279927,521,"*",6.39923628010379,6.96844239742562,5.44549851548185,1.14748480715033,0.000167593589834973,0.0128420939342956
"1",171557278,171558060,783,"*",7.14263455012831,6.15490834749419,7.72348247044454,-1.16618871529777,0.000167693913236056,0.0128420939342956
"16",263490,266532,3043,"*",6.64713949648314,5.685094491637,7.21922514461852,-1.15354958611254,0.000168263619598217,0.0128420939342956
"5",164490368,164491643,1276,"*",7.02848270116016,7.60245280195341,6.06096613164325,1.15439426460776,0.000169081011744358,0.0128420939342956
"2",44590554,44591976,1423,"*",6.3714120721163,7.00298985453592,5.22178461108169,1.23191870527491,0.000169132151163868,0.0128420939342956
"1",11974795,11975428,634,"*",5.7293556863025,4.56056668086186,6.36646087226837,-1.23804552525201,0.000172102550794279,0.0129546258676287
"11",292950,295669,2720,"*",7.81394740696167,6.73449899412941,8.42444932200181,-1.20496039085582,0.000172468714578694,0.0129546258676287
"21",43809568,43814820,5253,"*",7.57300722620718,6.65010869073,8.1313255593646,-1.13012540169722,0.000175415719469527,0.0131055241535228
"19",11908316,11909425,1110,"*",6.40836270420307,6.96761940490776,5.48284116036152,1.12996842410336,0.000177155736546724,0.0131651212515653
"6",72970595,72971814,1220,"*",7.04133839634409,7.60377147933385,6.10688962250731,1.13493508140057,0.000178217321654085,0.0131661883079022
"1",225210785,225216184,5400,"*",8.31304609182909,8.91790974404853,7.25164048774363,1.19479355212237,0.000179054883580375,0.0131661883079022
"6",70766000,70768162,2163,"*",7.75533798431291,8.31954641092393,6.81586680543609,1.13679913756584,0.000181106538885546,0.0132473269883244
"5",179836431,179838044,1614,"*",7.14316974690433,6.26049861014552,7.68680190322945,-1.10588983632346,0.000184537750906166,0.0134280047807815
"7",128842218,128847081,4864,"*",8.23148792368676,7.33482863364689,8.78029040852683,-1.11174972099754,0.000189766053010066,0.0137368991015733
"1",1533955,1534650,696,"*",6.5153699691592,5.38672910902545,7.14078413078804,-1.21955627833467,0.000192878353547208,0.0138791520961639
"12",110340662,110340946,285,"*",6.75143870488469,5.81073533617031,7.31608141580616,-1.13680390912197,0.000194551209500476,0.0138791520961639
"11",31742962,31744225,1264,"*",7.78391614799777,8.28752946068953,7.0036020569406,1.03600674279784,0.000194711460228195,0.0138791520961639
"2",30606622,30606963,342,"*",7.4125972584256,8.0327759561629,6.30147707087614,1.20952052373788,0.000199189207538747,0.0141262559315931
"1",100374037,100374493,457,"*",7.3580845170856,7.87822699081739,6.53671155027726,1.0631532202138,0.000202697905419804,0.0142390124305716
"12",70474612,70475689,1078,"*",8.12241684822632,8.6437523539264,7.29801610574072,1.06470480992812,0.00020281751296856,0.0142390124305716
"9",133057796,133058415,620,"*",6.4632294516174,5.52702587747863,7.02628378082016,-1.13119627744924,0.000209693808815302,0.0146294047654973
"16",582355,584271,1917,"*",6.72893634963983,5.83834519921021,7.27550434579879,-1.10583658937447,0.000211720348504535,0.0146294047654973
"X",102616589,102616860,272,"*",6.59335056463304,7.22307373004249,5.4500795477592,1.21791539985365,0.000212196691910513,0.0146294047654973
"1",110054966,110062240,7275,"*",6.95371691325797,6.15035007667883,7.46669175994012,-1.05086328680147,0.000213085626960569,0.0146294047654973
