"seqnames","start","end","width","strand","Conc","Conc_siUAP56","Conc_siC","Fold","p.value","FDR"
"X",115101584,115103105,1522,"*",5.44389415965356,6.14208361537065,4.0385674416779,1.27741003283869,0.000150227580765192,0.0133914277028408
"3",47850528,47853337,2810,"*",8.22573355432963,7.25943776127561,8.7992840417347,-1.13135098458392,0.00015291229235253,0.0135398737801754
"16",90005112,90006468,1357,"*",4.54987860203816,2.76312279851945,5.32402421688024,-1.31087751068317,0.000156598307526813,0.013564937861722
"21",9821506,9825044,3539,"*",6.09816638428898,5.0417219074935,6.70146340787149,-1.17330853763268,0.000157127148234305,0.013564937861722
"10",17408393,17408637,245,"*",7.43966176997859,7.93220316099073,6.68595780073539,0.999286315528631,0.000157392477488496,0.013564937861722
"9",137183664,137188506,4843,"*",6.39859485476832,5.31518932016431,7.01032103054784,-1.18481628762069,0.000157565774943535,0.013564937861722
"19",2044151,2050856,6706,"*",8.57277401098523,7.5043926963017,9.17982851048386,-1.17597689092767,0.000159070055573235,0.013564937861722
"20",35001178,35008381,7204,"*",8.05606554829612,7.26192305566501,8.56531968172208,-1.0279647143376,0.000159787438845224,0.013564937861722
"7",91791465,91792951,1487,"*",7.31331232689008,7.86550591542708,6.40737674493397,1.09702923612058,0.000160344469529465,0.013564937861722
"5",132337738,132337980,243,"*",6.16533317106677,6.76053105725792,5.13418396841518,1.15828978699532,0.000164403850985533,0.0138203287898092
"8",98586761,98588243,1483,"*",7.74206285842693,8.25720005936996,6.93329690060283,1.03627590313566,0.000165590928237192,0.0138325704958892
"X",49131862,49133337,1476,"*",8.28420109874131,8.80374557148638,7.46434246126174,1.04269491662758,0.000168577362252119,0.0139940282839541
"7",158655315,158656715,1401,"*",5.88322047424132,4.7576226134289,6.50773125114446,-1.19465795686877,0.000175737116219199,0.0144580242421217
"X",114021771,114022061,291,"*",6.27140774043554,6.89223574337273,5.15812958848443,1.18798781568559,0.00017760128174692,0.0144580242421217
"12",10883472,10883760,289,"*",5.48473610517137,6.17086722180897,4.13011326952325,1.25535858715694,0.000177869643378153,0.0144580242421217
"7",99424840,99425745,906,"*",5.38970243464205,4.0102132019874,6.08181280581463,-1.2615062236224,0.000178521004043664,0.0144580242421217
"6",2075369,2076249,881,"*",7.00260219838774,7.61305415300894,5.92331496885096,1.17405565726814,0.000180385384178561,0.0144931874643677
"19",901514,902214,701,"*",6.66794203954427,5.70065899556558,7.24183190828885,-1.12632677654995,0.00018113756355105,0.0144931874643677
"X",124760701,124761468,768,"*",7.16414275209346,7.75080284749024,6.15903794987446,1.14191741062144,0.000182421601034568,0.0145085251792882
"7",106299946,106303275,3330,"*",5.43076498777518,6.14886787805882,3.93658498890215,1.27529928098893,0.000185406248583428,0.0145386760412728
"X",49128193,49129313,1121,"*",7.17784057152757,7.69707860032486,6.35875708941734,1.03959762131707,0.000185555043276149,0.0145386760412728
"16",72407112,72407703,592,"*",7.32286211082167,7.82525905181758,6.54550561446172,1.01134245437592,0.000186252028097951,0.0145386760412728
"16",70235742,70236263,522,"*",6.87753317114464,7.40131256232958,6.04690235610821,1.04655676508838,0.000187179159995305,0.0145386760412728
"5",177634967,177636787,1821,"*",7.84642418439947,8.42431816584608,6.86742429354899,1.12799644224942,0.00018856700395887,0.0145613194568704
"X",49135466,49136140,675,"*",6.53939602891339,7.08426096373474,5.65340648199766,1.07915538833556,0.000190483610223257,0.0146242965952908
"17",81930999,81935841,4843,"*",8.65985548490448,7.73580584067393,9.2185859064474,-1.09896913483427,0.000195462018235696,0.0149202673919914
"8",89683522,89684177,656,"*",5.64500619658784,6.34605556172363,4.22732391264447,1.25878443536282,0.000198954610517711,0.0151000864965499
"16",27464003,27465507,1505,"*",6.2633753643408,5.32265838842268,6.82802286831045,-1.10733159711049,0.000203400357719761,0.0152782316403105
"1",154601103,154602496,1394,"*",6.61544003707546,5.63770013369253,7.19290552069458,-1.1263109096548,0.000203602394242957,0.0152782316403105
"3",71279946,71280547,602,"*",6.11750293475517,6.7128701495367,5.08583083800801,1.14772005096023,0.000207006553019685,0.0154464103213902
"4",93927269,93928143,875,"*",7.90909114936872,8.46004463028943,7.00655730835891,1.08428271733033,0.000210601115506859,0.0154966371671597
"6",31643918,31645592,1675,"*",6.65494196198243,5.67900693266779,7.23179276764586,-1.12294563739429,0.000215274604823508,0.0154966371671597
"12",132641685,132643012,1328,"*",6.07938353071227,4.99133708830723,6.69253992970421,-1.16991826405671,0.000216642590864073,0.0154966371671597
"5",177553209,177553710,502,"*",6.1322660429871,4.96162103056642,6.76990161504109,-1.19794179058157,0.00021711293019143,0.0154966371671597
"5",87484710,87488087,3378,"*",7.11276879467064,7.69424480464401,6.12317799640236,1.12680812717255,0.000217526470169027,0.0154966371671597
"11",67396771,67399737,2967,"*",7.23029937395906,6.35629205835276,7.77069454133821,-1.06814536146794,0.000219454089974537,0.0154966371671597
"15",51587418,51588116,699,"*",7.13905873179052,7.67488725794508,6.27715362000695,1.06014822140579,0.000219522733587234,0.0154966371671597
"10",97370194,97371093,900,"*",4.50386481819711,2.57308698031158,5.30105404835492,-1.27618504235805,0.000219550279582017,0.0154966371671597
"X",124751725,124752651,927,"*",7.70684724746516,8.25598266702109,6.80928082001522,1.07995386894286,0.000219984613368243,0.0154966371671597
"5",145419629,145421271,1643,"*",7.22845972831914,7.78952386459487,6.29786756910993,1.09765729254776,0.00022020490676608,0.0154966371671597
"17",29876408,29877016,609,"*",7.0159317426796,7.52008808804822,6.23429450644013,1.00893095920892,0.000220513810013039,0.0154966371671597
"4",13185510,13186250,741,"*",7.25698289595729,7.81014334977297,6.34838749306821,1.08529585141482,0.000224739379251161,0.0156375547239825
"8",106697464,106698084,621,"*",6.87731273242351,6.07255714006895,7.39084486064034,-1.02522016230733,0.000224873735301962,0.0156375547239825
"X",154364078,154368092,4015,"*",8.2076864111254,7.20784202639678,8.79259703635914,-1.12965415800671,0.000227018252497917,0.0157044605712361
"6",117658806,117659132,327,"*",7.50941625487005,8.00800113277494,6.74127364883324,0.998863950356646,0.000229368536200833,0.0157848336674584
"12",47215249,47216040,792,"*",7.13014170769035,7.62194651062051,6.37818359379001,0.987179042270889,0.000230802791009099,0.0158016632483652
"9",35703600,35708436,4837,"*",7.92253618438048,7.00364721396079,8.47941563032687,-1.08877231179018,0.000238467364283419,0.016165180765718
"1",246147510,246148576,1067,"*",5.27606474786419,3.83913133681199,5.98151052239744,-1.24865773000598,0.000238546561517898,0.016165180765718
"19",4360409,4362501,2093,"*",6.6917894795148,5.77375208886563,7.24836262400598,-1.08918544017201,0.000241363342101289,0.0162730350750727
"3",52401153,52404190,3038,"*",6.82136673188916,5.93263912981974,7.36724592216239,-1.07281323910757,0.000244867024351034,0.0164258778658103
"16",88956042,88961278,5237,"*",7.74986137298974,6.93534766775937,8.26728814230445,-1.02740050440084,0.000250770844561368,0.0166711201339297
"5",141526034,141526829,796,"*",6.35533973917028,5.43733931683851,6.9118995811008,-1.08708985806375,0.000251033280137475,0.0166711201339297
"17",47837556,47840952,3397,"*",5.56417553868849,4.40624754910798,6.19815933756665,-1.18284813497607,0.000252321594862759,0.0166733105620257
"5",162958234,162958622,389,"*",6.02110422268231,6.64169165382351,4.90862610031635,1.16759564032338,0.000254755411844386,0.0167413998564351
"X",154014936,154017218,2283,"*",6.49717188266116,5.52535136671317,7.07261756551953,-1.11302338497996,0.000255872923569969,0.0167413998564351
"3",171125905,171126164,260,"*",5.83280375508628,4.51886349586182,6.50887177169307,-1.22192868102413,0.00026010421189671,0.0169348242275103
